kills,assists,dpm,damageshare,damagetakenperminute,earned gpm,cspm,goldat15,csat15,killsat15,assistsat15
4,8,916.8842,0.39926,537.0706,337.4434,9.5606,5061,135,0,0
5,4,648.6877,0.304044,533.8026,234.0149,7.768,5608,150,0,0
7,5,1230.7534,0.413619,528.1358,365.3909,8.9989,5366,157,0,0
4,3,649.6633,0.283259,390.9741,281.6356,8.4967,5510,139,1,0
2,4,263.7763,0.139882,554.9008,252.0325,9.092,5719,149,1,0
5,7,441.7064,0.242978,409.5291,295.7452,7.8781,6034,154,1,0
0,3,338.7922,0.226383,417.241,205.7618,8.8753,5478,164,0,0
6,0,295.1232,0.204096,746.2463,294.6502,7.5074,5982,141,1,0
6,9,642.8867,0.269944,531.6946,309.6355,8.4236,6283,143,2,0
1,11,577.4544,0.303142,348.9939,212.4567,6.57,5336,151,0,2
1,5,601.2354,0.354448,443.5845,252.9153,8.9284,5388,135,0,2
0,4,284.5225,0.21766,450.3581,199.0186,8.435,5160,142,0,0
1,5,328.1698,0.169356,271.5517,249.2706,9.1512,5592,150,1,1
2,6,246.6667,0.159066,488.172,265.4378,9.9232,6078,150,1,2
4,9,466.6052,0.270987,347.3733,286.9124,9.5545,5643,152,1,0
2,2,313.5548,0.150176,460.7841,206.4319,6.7375,4774,106,1,1
2,1,556.505,0.372737,308.0532,207.309,7.8937,5369,142,1,0
3,6,428.6901,0.252668,372.0341,262.8754,8.4558,5315,136,0,2
6,6,693.1629,0.324292,315.2716,317.721,10.4366,4972,139,0,0
4,5,794.1751,0.312179,478.3165,278.9899,8.9226,5562,150,1,0
2,4,520.1347,0.302345,642.0202,209.6633,8.0808,4945,135,0,1
2,9,551.7927,0.235774,604.406,252.4622,7.7538,5216,135,1,0
0,8,720.6048,0.246044,446.8467,232.851,8.4233,4665,127,0,0
2,5,571.4489,0.228514,263.518,291.8556,9.5475,5939,143,0,1
0,1,130.3406,0.156894,574.1027,174.7534,7.6258,4694,120,0,1
2,7,300.492,0.201879,472.076,297.4881,9.7367,5539,162,0,0
1,2,498.5671,0.33459,502.2961,233.1895,9.426,5559,164,0,1
2,3,295.1598,0.20187,497.5694,262.6925,9.7119,5475,143,1,1
2,6,391.9329,0.204957,363.363,271.6815,10.2148,5483,149,0,1
6,7,431.7398,0.228344,567.7631,311.1052,8.789,5743,149,1,0
1,3,495.1666,0.267666,437.0069,276.9963,10.9149,6334,174,1,2
1,4,498.7732,0.292892,998.4243,208.2949,8.61,5235,148,0,0
6,6,809.2403,0.313143,452.0765,313.7085,8.8464,5465,163,0,0
2,5,488.1329,0.23081,688.4177,229.8101,7.6899,5274,144,0,1
10,8,1145.5696,0.393774,366.0759,352.5316,8.9557,5404,150,1,0
2,4,553.4375,0.301609,330.9635,273.4635,9.0365,5208,137,0,1
8,10,750.3646,0.412731,378.9063,363.3854,9.4531,5714,138,2,0
0,9,381.1867,0.191621,402.5711,229.2954,7.9852,5074,135,0,3
5,3,610.8776,0.321243,204.5241,251.4215,8.1829,4897,116,1,1
5,5,342.1517,0.15618,552.3034,285.7931,8.8828,5327,134,1,0
1,3,447.4759,0.185603,463.2276,219.8069,8.1931,5682,152,1,2
2,5,533.368,0.22146,450.3259,262.2201,9.6363,5395,159,0,0
2,0,612.1587,0.346682,392.4799,230.8739,8.701,5492,151,1,0
2,8,575.6498,0.318028,313.214,250.9261,7.7977,5326,140,0,1
2,3,243.9689,0.150468,334.8794,296.5447,10.0389,5547,162,0,0
2,7,363.6528,0.21114,594.2986,310.3414,10.0946,5238,153,0,0
2,6,539.0374,0.300375,261.2258,207.0259,7.7746,4854,136,0,0
6,12,988.9075,0.360773,409.6431,374.0495,9.2862,5660,166,0,0
3,8,586.8682,0.243555,413.161,209.1479,7.2979,5117,144,0,0
4,2,574.1735,0.281869,558.8543,298.1669,9.5908,5581,145,1,0
3,1,814.5008,0.420626,565.761,240.6874,8.9689,4920,139,0,0
0,5,397.9726,0.222584,439.9233,252.3288,8.2521,4920,126,0,1
4,6,418.389,0.234464,467.5397,311.737,9.5671,5965,152,1,1
3,0,563.4538,0.393556,396.7604,281.3387,9.6118,5643,147,2,0
2,9,258.929,0.181741,429.0763,251.0576,8.0857,4747,126,0,1
0,11,448.4494,0.237559,337.8539,263.8315,9.809,5912,168,0,2
0,1,170.427,0.146457,556.0449,179.6629,7.8202,4566,123,0,0
1,0,456.898,0.363129,416.5238,190.8268,8.5456,5224,144,1,0
3,9,665.2142,0.354933,324.5142,324.2969,10.0664,5917,158,1,1
5,7,587.6814,0.218344,631.7951,309.469,9.8953,5609,161,0,1
2,14,710.2393,0.269711,446.7464,257.4794,7.7412,4894,137,0,0
3,10,475.7803,0.304865,379.1011,309.1136,9.6629,5561,142,1,1
1,1,428.4395,0.406246,395.7553,205.618,8.2397,5194,137,1,0
5,12,482.2964,0.243535,345.9012,267.6101,7.2897,6330,142,2,2
2,8,567.9573,0.252766,482.4299,235.514,8.0908,5442,145,0,1
5,7,583.0936,0.365261,805.2461,257.6528,7.6582,4422,119,0,0
3,3,599.6755,0.27462,434.3429,240.3569,8.5343,6214,143,2,1
11,4,1103.7175,0.559245,369.0044,408.9063,9.7401,6118,155,2,1
0,5,434.7719,0.295494,339.4899,227.7587,8.7396,4936,139,0,0
3,8,344.3764,0.170283,500.7768,294.9453,9.5186,5493,154,0,1
1,4,383.4026,0.302006,483.8074,203.8621,7.9431,5172,154,0,0
2,3,367.3029,0.288682,693.3257,262.7657,9.0514,6371,162,1,2
8,5,881.8971,0.395912,323.5543,404.88,10.0114,5931,156,0,1
1,2,149.2389,0.161045,479.115,234.0885,8.177,5612,143,0,1
2,6,632.6018,0.342816,238.0885,376.354,11.292,6496,183,0,0
3,0,618.8423,0.312926,354.877,258.7554,9.0014,5166,138,0,0
4,8,447.4096,0.243471,405.2967,308.2779,9.0014,6597,134,3,1
1,9,544.2564,0.278427,370.2428,225.5463,6.783,5187,139,0,0
2,8,586.2064,0.275482,411.7602,256.2064,7.9894,5440,151,0,1
3,2,541.3674,0.351457,247.7581,227.4698,7.6465,5226,147,0,0
0,2,188.3721,0.175311,348.7256,227.5535,9.1535,5292,150,0,0
1,3,429.4737,0.235991,392.3032,233.3655,7.9961,4937,138,0,0
1,2,359.4206,0.220916,316.4268,188.6045,6.8952,4786,122,0,1
2,4,412.8582,0.263429,403.8988,183.5709,6.7569,5390,152,0,0
1,5,391.1974,0.220746,411.1475,222.9793,7.2701,4690,131,0,0
4,12,630.6905,0.242164,427.5499,285.2992,9.6675,5736,143,1,3
6,7,555.4066,0.186648,667.3657,257.1253,6.2302,5672,140,1,0
1,1,280.969,0.190655,455.8819,195.1249,7.5852,4901,125,1,1
2,9,498.9402,0.253941,545.8592,314.807,9.3565,6169,135,2,4
3,7,531.9721,0.220172,461.0526,325.2251,10.0063,5376,138,1,0
1,3,381.5346,0.335733,762.8028,240.4185,9.1313,5294,142,0,1
5,2,559.9688,0.317404,800.4992,270.2028,7.4571,5283,134,1,0
11,8,792.0437,0.269054,437.7847,324.8362,7.9251,5788,116,3,2
4,12,474.7215,0.251693,453.7637,322.8006,9.5263,5530,135,0,3
3,1,468.9433,0.356678,528.5997,261.3014,9.0578,5167,150,0,0
0,2,465.3795,0.215775,503.8225,187.1467,7.2869,5120,145,0,0
0,12,352.0125,0.203571,609.4356,202.7014,6.9599,5129,141,0,2
2,7,624.6163,0.336317,328.8488,247.9233,7.5169,5575,139,1,1
1,1,226.9977,0.213632,523.5102,199.0293,8.0926,5369,150,1,0
6,8,1227.4806,0.454074,435.9378,335.0055,8.9234,6026,167,0,2
6,4,558.7347,0.313732,659.4229,298.3796,8.1687,5061,141,0,0
3,10,514.0637,0.239755,397.55,312.5463,8.2828,5564,141,0,1
6,1,729.3264,0.387622,491.9467,292.6499,8.1051,5740,157,1,1
0,1,289.1091,0.248623,449.4712,208.728,9.1758,5309,161,0,0
1,3,262.5822,0.172416,320.8671,269.6141,9.09,5669,156,0,0
1,5,522.9721,0.309435,427.3408,257.5642,9.1508,5984,162,0,2
3,3,258.8715,0.187192,378.2011,195.419,6.6369,4461,122,0,2
2,8,283.5447,0.175243,300.1764,250.5334,8.0386,5586,135,2,2
0,4,476.6989,0.293355,442.7047,233.4229,8.467,5710,141,0,2
0,0,223.0918,0.155012,338.4667,247.8349,9.5535,4982,144,0,0
3,2,340.0084,0.27934,316.7565,288.3741,9.4019,5352,151,0,1
8,8,662.1978,0.329386,445.3724,348.9377,8.7424,5929,150,0,1
3,8,497.094,0.217676,486.398,235.0427,7.619,4523,121,0,2
4,7,591.8764,0.273254,403.9888,253.5169,7.3146,5396,134,1,3
1,2,309.573,0.296746,336.4719,196.8539,7.4494,5579,134,1,1
2,3,312.4118,0.204726,506.2059,234.7059,8.3235,5279,133,0,1
4,9,551.6471,0.228372,408.1471,268.3235,8.7647,5221,151,0,1
0,1,242.6539,0.22468,405.1883,222.2475,8.1769,5430,136,0,0
3,9,394.8237,0.183166,287.7705,304.4471,10.3288,5597,159,0,3
2,7,395.9668,0.165592,423.3906,296.6759,8.8089,5824,141,1,0
0,1,318.6482,0.225819,560.8089,196.2881,7.9446,5308,142,0,0
2,5,288.1988,0.151432,623.8833,241.3617,7.4568,5255,131,1,0
0,9,451.4481,0.256285,336.6138,269.5677,9.0562,5055,133,0,1
0,0,819.8922,0.45141,261.1422,262.6293,9.9569,5726,152,0,0
3,3,226.4224,0.155863,995.722,359.3858,11.9935,5865,167,0,0
5,7,881.3681,0.431138,424.6358,401.3091,11.0433,6117,155,1,2
2,6,427.4705,0.270305,404.6161,221.5157,8.2382,5719,145,1,1
2,9,360.4169,0.194353,561.3318,259.2472,8.3382,5449,138,1,0
1,1,338.703,0.303925,682.513,176.1436,7.4696,5346,145,1,0
8,5,597.7185,0.294937,650.6381,354.2832,9.021,4710,127,0,2
3,4,400.8042,0.265984,553.4003,227.701,7.3689,5607,124,2,2
3,1,495.7435,0.322151,361.5825,221.2551,8.1583,5381,157,0,0
0,11,437.1078,0.235828,414.161,248.6221,9.0859,5324,157,0,0
2,8,253.1286,0.170639,382.38,338.1958,11.0557,5618,154,1,1
1,2,296.238,0.321247,332.7831,228.7524,9.1747,5256,150,0,2
2,10,372.2612,0.187174,446.5449,323.2163,10.9972,5877,182,0,1
0,0,280.0281,0.206989,472.0787,207.8511,9.6489,5138,147,0,0
1,2,222.4103,0.246416,479.5409,259.3113,9.6987,5493,167,0,0
2,9,277.7905,0.184091,308.4075,336.0976,10.0143,6163,162,0,1
1,2,268.5307,0.244493,334.2653,243.3951,8.2739,6028,148,1,1
5,5,330.6419,0.21022,318.602,314.893,9.1583,6577,156,3,1
0,0,314.9142,0.247529,400.0936,193.0109,8.3931,4763,133,0,0
4,8,489.0796,0.353383,615.6006,322.1841,9.3292,5709,139,0,4
0,4,452.3602,0.217706,531.8357,170.8263,7.0361,4711,123,0,1
8,8,510.4305,0.248002,572.1524,284.0277,6.9174,4911,109,2,1
1,7,408.8219,0.259262,716.7123,236.3836,8.2521,6066,151,1,2
7,2,696.263,0.278889,455.9014,295.463,8.1534,5245,142,1,0
2,2,261.1278,0.198889,537.6692,237.9699,7.1429,5646,124,1,2
5,6,676.2406,0.345166,495.9398,314.6617,9.5865,5243,149,0,2
2,2,392.0548,0.211288,366.4726,262.1918,9.3493,4917,139,0,0
5,7,550,0.298863,497.6027,348.0137,10.3767,6030,163,1,1
4,1,330.9849,0.228778,602.8765,219.927,6.9724,5110,127,1,0
5,7,549.0672,0.235396,426.1595,310.2866,9.5675,5359,140,1,0
3,1,283.0223,0.259807,473.823,253.5822,9.717,5872,158,2,1
4,5,292.342,0.205453,255.1355,262.5406,7.7303,5640,140,2,1
1,8,410.7766,0.214147,517.518,292.5781,9.6557,5540,157,0,1
4,4,601.8014,0.298893,375.2762,244.2754,8.3106,5148,148,0,2
5,4,306.2642,0.181987,236.6541,301.1069,9.0818,5434,137,1,1
2,1,309.6855,0.230059,496.3522,226.717,8.3522,4969,143,0,0
3,2,346.3519,0.219445,654.7639,304.3777,9.299,5248,150,0,0
2,3,347.1245,0.198862,374.4778,212.7325,8.1545,5907,159,1,1
5,5,539.0097,0.248884,392.51,286.7501,8.3324,5224,137,1,0
3,1,389.3341,0.24708,795.7427,181.7758,6.5225,4813,106,2,0
2,9,446.9169,0.22714,386.4946,253.0643,7.5739,5172,126,0,1
2,3,349.2163,0.215937,344.993,255.4012,8.672,5765,152,1,0
2,8,293.5689,0.136608,305.5272,260.2665,8.482,5645,153,1,0
1,0,399.2468,0.241064,497.7984,244.971,9.6987,5514,145,1,0
0,2,273.0424,0.223223,537.4198,168.2157,7.5866,5080,150,0,0
9,10,698.9345,0.311464,303.4275,376.4827,9.5507,5935,156,1,1
2,2,632.8378,0.431987,395.4886,265.0416,8.6383,5291,144,0,1
6,6,500.9875,0.224068,546.4241,297.9106,7.6715,5263,123,0,1
3,1,390.6964,0.215768,534.6518,309.9443,10.2507,6747,184,1,0
1,4,330.1114,0.13548,506.9916,234.1226,7.7437,5609,156,0,2
2,3,436.7196,0.285635,572.3496,210.8173,8.2747,5484,161,0,0
7,8,606.6061,0.249098,443.0193,332.6901,9.6708,6224,175,2,0
5,10,328.9943,0.207177,452.7473,272.085,8.5609,5720,146,2,2
1,4,402.9027,0.233652,434.6934,246.8193,9.1742,5471,140,1,0
10,3,628.8595,0.24487,728.4754,323.2653,8.1152,5554,127,2,1
4,3,695.7503,0.300225,639.7359,210.108,6.6987,5208,128,1,0
7,5,697.0018,0.330706,663.8095,358.06,8.8889,6001,148,0,1
2,5,413.157,0.214724,750.8289,191.2169,7.1605,4854,122,1,0
1,4,544.3499,0.197499,429.641,206.9571,7.1523,4863,141,0,0
4,3,430.854,0.2203,462.1819,238.8289,6.5667,5095,132,0,1
1,2,354.058,0.233342,326.6667,230.5507,9.971,5707,170,0,0
0,8,194.9855,0.111271,152.3768,223.0435,8.058,5185,141,0,0
1,2,410.7714,0.254697,499.3942,196.2707,7.7236,5150,140,0,0
6,5,640.9465,0.324315,568.5376,311.2163,8.6607,5974,148,2,0
3,2,421.7431,0.261143,580.2814,237.6033,9.0422,5565,151,1,0
4,5,568.7063,0.302909,604.3849,281.2892,10.0499,4728,130,0,0
5,4,206.0554,0.126054,491.0932,325.6927,11.5164,5646,150,1,0
2,3,332.1914,0.297905,275.9093,289.0277,11.5466,5499,164,0,0
1,10,266.8265,0.20026,523.2648,304.0639,11.3014,5347,151,0,0
2,6,278.8356,0.202901,352.2146,233.6301,8.6986,5262,146,0,1
0,6,351.2631,0.169048,521.8745,230.008,8.8576,5299,153,0,0
7,3,454.465,0.303548,517.2164,287.498,9.6541,6021,143,2,0
4,10,520.3109,0.276776,384.4819,285.6477,9.2746,5915,150,2,0
0,8,230.3368,0.145649,275.9067,157.1244,7.0466,5083,149,0,1
1,4,601.007,0.2597,736.47,224.5371,8.9009,5529,142,1,2
5,18,609.8105,0.203933,728.2837,298.2783,7.9589,5583,129,1,4
1,1,264.7804,0.251616,528.0934,207.5486,8.8382,4815,137,0,0
4,7,509.2829,0.265505,258.3769,303.2351,9.0717,5924,158,1,1
4,3,425.6152,0.232249,458.9359,250.8314,8.095,5644,144,1,1
6,7,504.7411,0.318443,381.2067,297.2352,9.0356,5958,148,2,2
5,5,488.538,0.21162,552.2222,264.3275,8.3041,5001,145,0,0
5,4,550.614,0.24433,642.1345,315.5848,7.7193,5319,151,0,1
2,6,614.948,0.362959,349.3314,255.6612,9.2719,5053,148,0,0
5,9,515.4532,0.268702,497.4443,317.9792,9.9851,6210,158,2,0
1,1,136.3141,0.182964,229.8718,228.3974,9.5833,5216,154,0,0
2,3,244.1987,0.19631,331.1218,259.4231,9.5833,5548,158,0,0
3,1,268.8231,0.191604,667.2298,225.1561,7.9023,5701,138,2,0
2,7,701.6013,0.318365,270.3363,278.0945,9.0312,5254,139,0,2
2,9,451.7096,0.192072,386.7463,228.0607,7.2794,4731,126,0,0
1,3,232.6654,0.145105,628.9246,179.8346,6.3695,4891,122,1,1
1,2,220.8586,0.100151,337.9756,203.6077,7.373,4984,143,0,0
5,2,361.7487,0.250766,427.1839,226.5774,7.562,6533,149,3,0
0,2,274.7418,0.19033,447.6995,217.5274,7.7308,5790,152,0,0
0,12,397.7465,0.191426,497.7152,231.6432,7.6682,5319,153,0,1
2,15,517.0277,0.268419,481.5416,218.4484,6.8615,4653,127,0,0
3,5,474.1965,0.24994,417.1587,242.3577,8.2217,5064,139,0,1
11,8,710.4252,0.312606,281.2347,365.8008,8.6313,5783,151,1,1
2,1,235.2825,0.177661,656.6104,166.0221,6.4648,4775,120,1,0
0,5,321.4056,0.206302,297.1674,165.3219,7.4356,4635,130,0,0
6,7,419.8391,0.227758,373.809,252.2961,7.1459,5312,131,1,1
3,6,411.5466,0.278231,481.5145,239.0638,8.5911,5410,146,1,3
2,7,539.1464,0.268315,390.8398,254.1533,7.1592,5340,138,0,2
9,8,594.0323,0.289735,542.5806,347.7097,8.9032,6203,151,2,2
4,2,478.6774,0.261383,462.8387,254.0968,8.129,4829,131,0,1
5,5,463.6967,0.316875,616.2369,258.2955,7.4377,5134,110,2,1
4,5,641.1732,0.243592,384.9032,243.7189,7.0393,5256,112,1,1
8,7,596.7159,0.254418,456.0048,344.8742,8.4858,6385,159,0,0
2,2,290.795,0.189242,490.3076,223.4598,7.9345,5353,144,0,1
1,0,213.1758,0.193117,542.452,231.551,9.5421,5516,162,1,0
1,7,297.0458,0.171898,275.4505,311.1078,8.6263,6586,155,1,2
0,4,371.2415,0.314596,417.5959,206.1061,8.2619,5457,147,0,2
1,10,287.4041,0.140929,381.298,266.851,9.1084,5177,144,0,2
1,7,335.2224,0.188877,494.6518,213.3946,7.8627,5417,142,1,0
3,10,509.6228,0.207328,392.3791,286.4797,9.4874,5014,146,0,1
0,2,251.5332,0.229244,440.7666,195.7895,8.9245,5278,157,0,0
2,4,397.9634,0.200762,341.8078,277.3455,9.8169,5529,159,0,0
5,5,377.1362,0.163346,491.5867,228.3204,6.7337,5264,146,0,0
13,10,739.7833,0.296193,436.2074,353.4288,8.4288,7025,148,5,0
3,5,553.6769,0.224512,453.5895,303.1965,9.3275,6381,145,2,2
0,2,274.3755,0.22316,559.0742,167.7904,7.7555,4724,126,0,1
2,2,427.1357,0.271453,467.7889,255.0754,8.593,4987,140,0,2
2,5,365.7789,0.157139,412.3116,321.5578,9.799,6844,159,1,1
0,0,336.9569,0.239305,490.4501,193.5323,7.3092,5164,130,0,0
6,3,795.3523,0.365985,545.1076,297.4755,8.8356,5845,149,1,1
4,5,238.0228,0.16418,705.0122,297.3393,9.227,5785,129,3,0
3,6,568.2913,0.274365,335.2482,216.6395,7.6892,5815,148,2,1
1,2,527.0166,0.310935,874.7402,224.767,8.3557,4867,130,0,2
5,3,810.1125,0.338858,377.5469,309.3198,8.4842,6364,140,2,1
1,10,422.1486,0.217084,356.6965,216.8487,7.2516,5015,143,0,0
0,5,278.1379,0.168308,354.6822,191.2802,7.5739,5286,147,0,1
2,5,576.8364,0.266772,346.6238,280.8403,8.6011,5464,160,0,0
0,7,327.5828,0.201595,489.0163,218.7939,8.9867,5196,150,0,0
0,2,240.9272,0.171776,478.0683,210.6761,7.8429,5089,121,0,1
5,9,382.8332,0.19218,302.8976,296.1365,8.4997,6171,139,3,1
0,3,376.0052,0.275287,411.529,198.5817,8.432,5427,139,0,3
6,5,583.2921,0.245696,419.5706,294.2615,7.8074,4746,124,0,2
0,1,355.0398,0.228472,740.0612,173.2762,7.3852,5173,137,0,0
1,7,641.4819,0.208952,488.2303,276.4483,9.9204,4804,127,0,0
4,3,477.7178,0.277036,467.2326,301.8853,9.3936,5771,150,1,0
0,0,250.419,0.216766,396.4829,160.849,7.0121,4770,134,0,0
2,6,300.762,0.169711,447.6311,274.1248,8.9453,5340,160,0,0
0,2,540.5964,0.346838,444.4506,204.3843,8.3821,5328,142,0,1
4,17,685.6712,0.32295,375.4247,265.0685,7.5616,5756,156,0,2
1,6,329.3151,0.187692,393.4247,163.7534,6.9589,4873,133,0,1
2,5,904.2353,0.350214,354.5963,221.1116,7.8134,5137,145,0,0
2,7,463.6187,0.208753,512.2515,275.3671,9.1278,5331,161,0,0
0,0,359.5824,0.253343,553.8747,167.6102,7.5638,4590,120,0,0
4,5,515.406,0.190335,615.406,266.2181,7.8886,5939,125,4,1
3,7,518.2731,0.184278,437.5502,267.9116,7.6305,5327,131,0,2
3,4,506.6265,0.332929,617.8715,217.7912,7.6707,5574,134,2,1
2,9,743.6998,0.301692,513.5487,268.9838,8.4419,5481,159,0,0
3,3,566.4513,0.318345,424.0646,229.2131,8.5982,5122,153,0,0
1,5,391.5889,0.21495,564.9486,241.6601,9.249,5517,147,0,2
0,1,438.4506,0.318068,547.1621,206.4664,9.5336,5240,152,0,0
7,8,814.2494,0.321083,317.4697,426.8281,10.1695,6568,153,1,2
3,2,319.1768,0.195667,746.6586,200.7748,7.5182,5108,119,2,0
4,6,423.2114,0.24243,317.7667,263.1267,8.1094,6581,157,1,1
2,5,574.6554,0.339359,272.5529,176.2803,6.4921,4586,133,0,0
1,6,313.539,0.180176,549.4011,189.2196,7.3684,4889,133,0,0
4,10,461.0163,0.178352,479.3829,324.0653,9.3285,6124,161,0,2
2,13,436.1471,0.223021,519.6155,252.4864,7.898,5136,143,0,0
3,4,533.9824,0.282484,495.8211,236.6903,8.575,5486,152,0,2
1,2,269.1971,0.223827,591.0219,170.4015,6.8613,5192,135,1,0
2,3,493.6496,0.30743,193.4307,289.2336,9.0146,5615,142,0,1
4,8,561.6475,0.237949,533.806,267.6538,8.2586,5368,161,0,0
1,3,516.4129,0.254623,771.8665,258.707,8.7278,5248,140,0,1
3,3,393.9542,0.255534,555.8166,236.2464,8.3954,6255,156,2,1
8,8,616.7622,0.283421,272.4928,290.9169,7.937,5031,150,0,0
4,5,486.6667,0.196817,221.7347,257.7211,8.9796,5476,163,0,0
1,2,336.6327,0.311158,375.5442,230.5442,9.4558,5775,161,0,1
3,3,202.7417,0.121895,409.2845,272.1791,9.9945,6146,150,2,1
8,6,442.1846,0.21293,296.0677,333.9814,8.7821,6411,151,3,3
5,6,961.2005,0.36029,492.485,299.2317,8.5474,5901,150,1,2
1,3,398.9436,0.268082,521.0324,208.3073,8.0912,4957,127,0,0
6,6,520.3759,0.294594,395.0376,330.6516,9.6491,5667,157,0,0
2,5,540.9774,0.416169,317.5188,260.9023,8.7218,5330,146,0,1
1,6,421.4425,0.307699,888.798,214.5882,8.2251,5473,143,0,3
7,13,794.578,0.301337,382.8645,357.3606,7.9795,5990,142,2,2
2,11,366.3529,0.177257,402.3158,301.709,8.5449,6252,158,0,1
2,1,572.0619,0.379663,449.3127,339.7895,10.9598,6242,164,0,0
1,2,340.267,0.155605,509.5327,255.4606,8.251,5807,148,0,1
4,9,600.9346,0.313174,561.9226,363.9252,10.2804,5700,162,0,2
7,6,581.4812,0.21501,420.0745,336.144,8.192,5509,138,0,0
6,9,589.7724,0.353127,514.3815,262.2921,7.7203,6004,142,2,3
4,8,322.8341,0.217021,529.5924,322.0379,8.9289,5931,158,1,2
2,1,614.7583,0.363216,411.5829,237.4123,8.5308,5297,144,0,0
7,3,555.1145,0.220432,861.3304,339.88,8.3424,5320,136,1,0
2,7,681.3631,0.307705,532.4427,224.133,7.8844,5393,131,0,4
4,8,274.2714,0.155048,326.1532,244.2964,6.8443,5921,138,1,1
1,6,267.0275,0.250851,406.5862,185.1707,6.4446,5482,154,1,0
4,6,555.1427,0.268054,472.0862,289.3088,8.941,5637,160,0,1
0,3,462.4223,0.314041,480.8751,217.6665,9.0171,5346,156,0,0
2,1,304.1447,0.239751,616.4309,238.7664,8.7336,5451,126,2,1
3,4,475.9046,0.19662,336.2664,252.4342,7.7961,5536,124,2,0
3,5,431.5433,0.293648,531.4599,261.2409,9.0094,5326,122,2,2
5,8,512.2523,0.274702,434.9218,288.1126,7.7894,5519,129,0,6
6,2,390.4435,0.239963,454.8783,341.4522,10.3826,6264,165,2,0
2,3,281.113,0.179206,329.5043,336.1826,8.8957,5751,145,0,0
1,4,543.3378,0.336381,680,223.4446,8.0641,4857,128,0,1
3,9,466.8892,0.232325,417.0628,267.2096,8.9987,5417,154,0,1
1,4,288.934,0.165085,585.4245,201.0566,7.9811,5486,163,0,1
4,7,474.7925,0.269252,640.5,267.3396,8.8585,5421,150,0,1
7,5,665.9002,0.332342,317.0651,447.0197,11.4372,6674,144,2,1
2,1,250.9531,0.168041,581.6036,243.4191,8.9259,5218,147,0,1
3,2,521.2903,0.250553,401.0557,245.6891,6.4223,6187,103,1,0
7,5,538.3578,0.293535,551.2023,355.7771,9.7654,5225,148,0,0
2,4,434.7595,0.29306,398.3748,262.3881,9.6186,5929,170,0,1
2,10,431.476,0.225757,508.9552,298.7396,10.0166,5491,158,0,3
8,6,517.4649,0.22381,531.8054,331.7399,9.71,6345,177,2,0
0,6,301.7399,0.119297,566.9972,222.3199,8.3349,5062,146,0,1
0,8,325.9279,0.157776,573.2176,242.5634,7.8238,5681,134,0,0
1,1,462.964,0.265908,661.9226,238.9853,9.1055,5212,147,0,0
2,0,261.8149,0.176729,624.5015,261.8507,9.3851,5180,152,0,0
4,6,468.7164,0.236824,407.1403,313.7552,9.5284,5915,149,2,1
0,8,484.7368,0.282741,393.2632,255.9474,9.4737,5708,167,0,0
1,3,306.2368,0.19514,507.6053,195.2368,7.5789,4985,135,0,1
4,11,514.7721,0.232745,781.9089,221.5821,6.552,5269,130,1,3
3,6,536.4402,0.320886,482.5537,250.7309,8.5125,6603,140,3,4
2,9,337.9328,0.194736,297.0094,312.8751,7.5866,6423,133,1,1
1,1,254.7639,0.202426,540.4407,172.2875,7.0199,4785,127,0,0
7,6,701.8545,0.355224,437.8673,311.1698,9.1369,5360,140,1,1
3,8,415.1213,0.192563,674.572,296.4265,9.8003,5378,156,0,2
4,6,1152.672,0.380224,617.424,284.928,7.992,5493,145,1,1
9,6,985.008,0.323867,650.736,352.368,9.072,5413,141,1,0
1,2,219.5524,0.137023,656.4598,191.5056,7.3856,4838,126,0,0
1,9,980.9054,0.413262,367.2024,328.413,9.3082,6111,159,0,0
1,2,268.5946,0.17369,540.2581,236.9312,9.3499,5365,156,0,0
4,6,1210.325,0.472538,376.3193,384.1778,10.9847,6666,177,0,0
0,0,369.4382,0.413013,505.8427,248.2022,9.4101,5079,139,0,0
2,0,586.236,0.331728,224.6067,281.8258,9.7191,5461,158,0,0
1,11,507.1807,0.233005,593.5663,232.5301,7.8072,4870,133,0,0
4,9,495.5422,0.196988,830.3614,236.8193,6.7952,5449,149,0,2
4,5,405.2182,0.238151,409.7455,253.8545,8.0727,5000,143,0,1
3,3,500.0727,0.301188,387.3545,269.6727,9.0273,6404,147,2,0
0,2,495.6784,0.270782,365.3367,212.0804,7.9899,5073,140,0,0
2,8,423.9799,0.240204,438.0302,246,8.5327,5017,149,0,0
6,2,409.1481,0.17752,504.4823,307.1822,9.3578,5510,142,1,0
0,1,618.401,0.42833,463.3552,253.2634,9.2792,5552,157,0,0
5,8,812.2812,0.326406,510.043,298.9024,8.307,5150,138,0,1
3,3,437.9484,0.155859,519.3185,264.4692,8.4577,5677,159,0,0
3,7,565.0878,0.228399,415.5727,369.0232,10.0351,6076,141,1,2
2,1,627.3647,0.350028,401.6163,184.5959,7.2101,5070,123,1,1
1,2,539.4768,0.235042,507.3025,198.2125,7.8147,4819,134,0,0
6,3,637.8965,0.28115,552.4578,417.842,11.6403,6333,164,1,0
5,5,1080.7629,0.51377,271.5505,407.9163,11.2223,5891,146,1,1
1,1,384.9303,0.316645,502.0263,282.0098,11.0008,5649,156,0,0
1,3,746.403,0.439465,450.2498,282.015,9.8668,5498,161,0,0
4,7,672.5146,0.380215,417.0774,330.9742,9.642,5706,159,0,2
