kills,assists,damagetakenperminute,damagemitigatedperminute,goldat15,csat15,killsat15,assistsat15
1,5,1015.0499,1096.9589,5431,138,0,0
3,9,784.1081,734.3005,5287,117,1,1
2,2,1056.7506,1402.0059,5569,127,2,2
0,1,618.1515,582.4488,4986,140,0,0
1,1,483.6875,328.7851,6690,153,1,0
2,4,520.2905,467.3296,5009,109,1,1
4,2,825.5866,582.067,6329,126,4,1
2,9,739.1516,830.1218,5204,145,0,2
2,4,591.1298,523.9731,4886,131,0,2
0,0,392.2494,323.6563,5411,141,0,0
1,4,819.4019,855.5939,4874,133,0,1
3,14,780.464,1036.5324,5504,101,1,4
4,9,549.2063,413.4066,5422,131,1,3
0,12,362.0225,315,5036,133,0,1
1,0,675,485.1236,5281,132,1,0
4,2,799.0294,535.0294,4672,127,0,0
2,10,582.2941,554.7647,5495,139,0,3
1,1,878.4459,788.5714,5163,120,1,0
3,9,632.9946,491.8709,5976,136,1,2
2,6,600.5319,364.1219,5319,153,0,0
1,1,677.5845,564.7313,5128,137,1,0
4,1,693.1772,656.3905,4498,120,0,0
3,6,378.415,221.3905,4777,132,0,1
0,0,805.1509,658.3513,4659,125,0,0
3,5,608.6961,478.7392,6605,148,0,1
3,7,510.7677,504.5669,5378,133,0,2
2,2,402.7854,205.7776,4948,129,0,0
1,6,412.1135,307.3654,5111,132,0,1
0,2,486.1146,320.9496,4750,126,0,1
3,8,429.2045,665.743,5011,123,1,0
3,1,747.6399,791.8007,5712,144,1,0
1,4,747.749,607.7217,4743,126,0,0
5,8,688.7312,782.9468,5810,141,2,0
5,3,277.62,177.4664,6107,160,1,0
2,1,544.6065,429.2898,5086,121,1,0
5,4,803.427,651.573,6102,151,1,1
0,0,869.4101,798.7921,4467,114,0,0
1,0,605.911,539.2253,4475,120,0,0
2,5,502.9555,339.4548,5021,129,0,1
0,1,834.3509,660,5417,130,0,0
2,4,514.7504,604.7646,4760,126,0,0
1,0,394.2278,616.0062,5715,163,0,0
1,2,475.663,440.2808,5235,150,0,0
2,1,589.906,578.476,5347,149,0,1
4,10,695.715,619.6536,5192,132,1,1
2,5,817.3808,723.9452,4734,124,0,2
1,11,763.5288,540.3945,5376,130,0,1
3,1,412.4436,463.6466,6790,156,3,1
5,4,674.0977,580.6767,5821,145,2,0
1,3,736.6096,764.5205,6522,139,1,0
3,6,927.089,665.3082,4603,102,1,1
0,2,713.0276,601.2194,4793,125,0,1
4,7,367.1912,250.7556,6045,135,1,1
1,1,446.4058,386.1529,4438,111,0,1
1,4,674.0518,448.2842,5739,138,1,1
9,5,702.9464,721.0328,5212,127,2,0
1,3,770.032,791.193,5025,130,0,1
6,3,880.1006,657.2579,5589,140,1,0
1,0,717.2579,931.4969,4978,134,0,0
0,5,618.5122,671.4163,5388,138,0,1
1,2,362.7182,331.4163,4959,133,0,1
4,4,569.5048,287.0575,5422,128,1,0
0,3,677.4161,425.7029,4574,118,0,0
1,6,775.4951,918.7236,5215,152,0,0
0,3,809.0005,1061.1075,5073,135,0,0
1,7,768.1808,1483.1402,4734,128,0,0
0,0,768.5979,705.365,6102,155,0,0
2,0,999.6277,782.8883,6077,144,0,0
1,10,527.0988,1192.6444,4684,129,0,0
0,1,822.5052,708.4304,4715,125,0,0
6,8,432.1622,373.4096,6205,144,2,0
1,2,927.2423,828.6072,4830,130,0,0
5,7,491.2535,309.1086,6328,147,1,0
1,2,693.8479,480.2384,5162,140,0,0
6,4,638.6833,431.6118,5141,139,0,0
3,6,598.8716,839.8774,5352,148,0,0
7,1,456.2551,332.6247,5784,145,1,0
3,10,473.6134,363.6975,4868,132,0,0
3,3,1078.2233,1442.449,6247,149,1,0
4,6,620,478.7654,5115,141,0,0
1,4,675.8025,493.4039,5335,147,0,0
2,6,549.9129,1051.3907,5077,142,0,0
3,3,1064.5661,1453.6145,5408,155,0,0
0,2,708.4348,570.6667,3734,80,0,0
6,4,718.8116,455.7391,5904,118,5,0
1,5,423.7482,352.6455,5713,144,1,0
3,5,553.5447,627.2882,5637,144,1,0
3,1,711.9383,590.4675,5370,160,0,0
5,5,564.2941,722.424,5842,156,1,0
2,4,396.8463,495.0831,5720,165,0,1
3,1,821.4408,750.1662,4866,135,0,0
4,6,581.2557,528.105,4791,120,0,0
2,5,526.6438,439.5662,4799,128,0,0
3,6,340.1609,293.4111,5641,160,0,0
0,6,840.2414,1364.0949,5052,132,0,0
4,10,573.4456,446.5803,5006,122,1,1
6,3,789.0674,541.3212,4989,114,1,1
2,0,895.6795,688.7168,5245,138,0,0
6,7,791.4348,470.8717,5317,127,2,1
0,3,610.3057,322.5459,4202,96,0,0
4,5,524.2579,338.2212,5165,126,0,1
3,6,396.057,225.2067,5464,144,0,0
1,4,772.6176,612.0285,4585,122,0,0
4,9,848.9474,959.269,5498,143,0,1
2,4,883.7719,689.9415,4641,122,0,0
3,4,816.3447,562.3774,4547,104,0,1
1,9,590.0743,646.9539,4814,120,0,2
0,1,610.3526,563.8782,5318,128,0,1
2,4,397.8846,450.1603,5004,141,0,0
1,2,500.7766,717.502,5301,146,0,0
1,6,330.1922,310.8086,5388,153,0,1
4,5,750.7169,821.4154,4541,111,0,0
1,2,803.4651,721.682,5392,131,1,1
5,6,403.8125,286.7664,5277,116,1,0
1,3,784.5136,1551.9653,5064,119,0,2
0,2,951.5806,1234.8983,5059,143,0,0
7,4,922.5352,931.2676,4957,121,0,1
6,4,847.9798,565.0882,5423,139,1,0
3,0,754.9723,700.5945,4741,127,0,0
3,8,732.4752,743.8323,5090,145,0,0
0,1,630.8212,488.6663,4508,120,0,0
1,4,822.1674,707.6073,4916,133,0,0
3,5,655.3004,625.7189,5260,142,0,0
1,5,798.559,656.1175,5336,134,1,2
4,3,393.6209,330.3717,5729,142,1,0
2,8,430.4839,906,4626,106,0,3
1,2,601.2258,405.4516,5603,134,1,0
1,5,752.9718,1084.4162,5265,132,1,0
1,5,398.7493,287.3824,5898,137,0,0
1,9,712.5449,1100.4954,4933,125,0,1
1,2,751.0667,696.8917,5866,158,0,0
0,0,534.003,421.8316,4535,115,0,0
6,2,458.0798,314.8597,4833,121,0,0
0,0,829.2325,770.8578,5225,144,0,0
3,5,581.8172,536.8849,5080,137,0,0
2,3,942.6209,1192.2534,5136,134,0,1
3,6,586.1896,1015.4159,5014,138,0,0
0,0,877.1739,542.7117,4822,127,0,0
2,6,432.2883,267.6316,6093,150,0,0
4,6,1085.2941,1457.9954,5046,126,1,0
1,8,883.6765,1017.5619,4291,96,0,1
0,5,388.7686,191.6856,6253,128,0,2
1,0,554.3581,236.6463,4981,110,1,0
0,0,626.6332,449.0452,4105,99,0,0
6,2,714.9749,538.794,8463,164,3,0
0,0,613.2094,656.0959,5452,146,0,0
1,2,587.4951,715.6262,5132,140,0,0
2,6,794.7681,2165.7364,4960,139,0,0
2,4,322.3108,290.6509,5120,148,0,0
2,2,772.962,720.7713,5587,121,2,1
4,1,997.0862,961.414,5806,122,3,0
4,8,730.7162,601.0474,5191,148,0,0
0,2,1007.5918,909.1047,5319,155,0,0
4,1,693.1587,358.6357,5078,126,1,0
3,1,545.3386,332.1503,6454,159,0,0
2,0,640.2189,517.9008,5095,113,1,0
1,7,918.622,748.9375,5615,128,1,2
0,1,894.9252,593.8321,4412,103,0,1
2,12,780.7807,987.0137,5263,129,0,2
0,1,1108.7324,854.1825,4625,114,0,0
0,9,493.7783,967.275,5013,123,0,0
4,7,751.8853,1115.5899,5386,137,0,1
0,1,393.6714,320.011,5215,148,0,0
4,3,569.9834,470.4252,4517,121,0,0
4,0,667.9514,569.122,5459,135,1,0
7,12,448.0822,382.9041,5496,137,1,0
0,4,591.8904,887.1781,4661,123,0,0
6,2,1144.2596,1250.4584,5156,125,1,0
1,9,1058.6045,1550.8966,5124,126,1,0
0,2,1022.181,710.58,4810,119,0,2
8,3,440.0464,340.0464,5839,126,3,0
3,9,440.5221,335.502,6921,138,2,1
1,2,836.5863,538.5141,4504,112,0,1
2,11,507.7957,761.6154,7654,165,1,1
2,3,835.7791,728.0354,5196,134,1,0
3,4,820.6008,548.6798,7421,155,2,1
0,2,660.5692,1007.5257,4616,128,0,0
3,4,873.7046,866.0775,4505,122,0,0
1,3,873.4867,1024.9031,5129,134,0,2
2,9,521.9099,446.315,5465,136,0,3
1,6,742.6877,290.2272,4618,117,0,1
1,1,952.3412,972.3412,4227,108,0,0
7,6,928.8929,1168.784,5623,135,0,1
2,6,657.4676,658.8466,5439,139,1,0
1,0,749.1601,497.15,4411,109,0,0
1,1,308.9416,239.635,6004,148,0,0
1,3,532.0803,666.1314,4748,127,0,0
3,11,765.1408,800.4588,4830,138,0,0
0,1,819.7602,767.2367,5198,138,0,0
0,3,848.1662,951.6332,4997,143,0,0
3,8,717.3352,869.5415,5749,161,0,0
4,6,326.2925,241.5646,6351,159,0,0
1,1,879.6939,1357.517,4561,122,0,1
0,1,758.5035,607.1764,4486,106,0,1
6,6,645.3195,662.2283,5533,134,2,0
1,5,833.1813,924.6579,5313,130,1,0
1,3,999.1837,1094.0216,5558,152,0,0
5,4,515.2381,315.5639,4673,123,0,0
1,1,656.7168,661.9549,4957,136,0,0
1,4,562.0665,410.9156,4376,108,0,1
1,9,545.6777,422.2711,4856,124,0,0
8,7,675.2322,743.9257,5826,112,3,0
0,3,851.3684,828.0372,5143,133,0,0
0,5,387.6903,215.2737,5873,139,0,1
2,11,664.032,1008.0107,4948,142,0,0
2,9,299.7518,229.9959,4608,130,0,0
2,7,1010.0455,964.1705,5563,132,2,1
1,7,821.1185,894.5687,5548,135,1,2
1,2,558.91,618.0853,5239,138,0,0
1,10,755.7579,692.1592,4688,119,0,1
2,3,936.4776,1045.8779,5191,126,1,0
3,10,298.6012,245.6453,5303,138,1,0
1,3,514.0216,631.9734,4407,104,0,0
2,7,439.3659,322.2575,5178,139,0,0
0,2,752.0736,547.8377,5134,142,0,0
0,3,785.7237,878.8322,4673,114,0,3
4,4,368.4375,246.5625,6336,134,1,0
3,1,666.0688,345.5474,4955,98,1,0
2,4,429.7602,210.2815,5817,110,1,3
2,3,461.6609,478.9304,5901,148,1,1
3,6,661.3043,805.3826,5551,150,1,0
1,2,596.502,1136.1282,4583,105,1,0
6,10,601.5754,422.5901,5950,123,1,1
1,1,483.4528,505.4434,4747,124,0,0
4,10,676.1321,984.3396,5828,143,1,2
1,7,834.9773,657.1558,4680,109,0,2
5,4,739.2133,635.3404,6317,107,3,2
0,4,901.6422,756.6569,5751,148,0,0
0,8,879.0909,979.6774,4678,123,0,1
0,4,692.6368,719.6352,4219,105,0,0
2,5,784.4776,571.9735,5300,137,1,2
10,8,937.8578,503.9944,4887,110,1,1
9,2,611.8428,410.2058,5103,119,1,0
3,4,388.0374,253.9386,6018,134,0,1
0,3,745.9546,837.3298,3926,77,0,1
0,2,462.4119,252.0716,4222,101,0,0
5,6,470.8299,256.0119,6426,124,2,1
4,4,823.6842,842.2105,4605,123,0,0
2,2,423.3947,276,4984,129,0,1
4,11,453.9983,426.5004,6625,143,2,2
3,5,717.3173,1097.1281,5689,126,2,3
3,8,631.1647,613.7251,5873,145,1,0
0,1,585.5824,462.1511,4947,135,0,0
2,10,582.0899,447.1755,5664,138,0,1
2,12,502.1469,277.4893,6445,155,0,2
0,8,1278.72,1961.808,5485,141,0,1
0,12,907.32,1423.776,5078,142,0,0
0,1,885.5341,693.9064,5244,155,0,0
4,5,605.0966,414.4761,6243,132,0,1
1,1,904.5889,1209.8948,5402,127,1,0
1,5,733.9675,711.8547,5613,138,0,1
0,0,640.2809,1008.0899,5439,144,0,0
1,1,385.618,712.5843,4963,138,0,0
2,9,701.0602,1078.3373,4578,122,0,0
1,10,638.1687,737.2048,6358,145,1,1
1,3,747.5455,622.8,4959,135,0,1
0,4,637.8545,910.9909,5378,127,0,1
3,1,536.6834,349.4774,5883,138,1,1
4,7,646.5829,624.603,4400,93,1,1
2,12,637.3263,695.1245,5914,138,0,0
0,1,768.1258,1108.2307,4409,113,0,0
10,2,958.7518,1132.1664,4800,116,0,0
4,8,878.5868,569.7633,5970,125,1,0
4,3,733.2818,332.6353,4579,120,0,1
1,2,823.6402,572.3401,5427,130,1,1
1,0,720.3924,521.7221,5024,135,0,0
1,9,776.6975,1003.4877,4971,129,0,1
1,4,559.1961,803.872,5903,142,0,0
0,3,631.329,415.2256,5250,141,0,0
1,2,644.438,1828.9509,5323,149,0,0
1,7,632.4729,1303.6886,5039,144,0,0
4,10,611.4301,805.0835,4850,122,0,1
2,2,929.9374,860.6994,6601,148,1,0
3,3,716.0848,489.7227,5755,133,0,0
1,2,548.3524,524.4372,6301,131,1,2
0,13,758.8647,1289.8872,4277,102,0,2
4,8,949.5113,929.7519,6944,148,1,2
3,13,536.0024,412.5402,5436,134,0,1
2,3,785.9964,814.1225,4830,128,0,0
1,0,556.231,691.1125,4928,131,1,0
3,7,555.3921,429.921,6011,138,2,0
1,5,662.1655,412.3376,5419,135,0,1
2,4,841.0328,1026.8629,5717,135,1,0
1,4,803.3384,848.4227,5902,147,0,1
2,4,670.6585,852.098,5343,126,1,2
8,5,611.5801,407.0316,5578,129,1,0
1,0,727.7201,459.8533,5299,127,1,0
3,1,460.1586,244.1418,4573,123,0,0
4,1,548.3675,479.3843,5362,136,0,0
1,6,663.7428,958.1862,4957,134,0,1
4,2,557.7351,591.5067,5279,124,0,2
2,6,642.9548,860.5072,5578,144,0,0
8,7,1067.0783,1265.9757,5713,132,1,1
3,2,613.3367,419.3377,4669,121,0,0
3,8,861.5855,782.9503,5585,135,1,1
7,4,663.2331,509.4737,6084,146,0,0
0,2,754.8496,543.985,5031,139,0,0
0,4,649.889,551.9834,4486,111,0,2
6,5,385.0902,249.7365,6579,119,3,3
1,0,581.365,499.8496,5259,149,0,0
0,11,512.7935,793.8115,4752,126,0,2
5,8,569.6531,521.267,5474,140,1,1
1,8,704.7964,1271.3424,5224,140,0,1
6,1,603.2375,397.6399,6451,126,4,1
2,1,601.997,676.5507,5539,125,1,0
2,0,821.7736,585.0943,5077,119,1,0
1,2,849.8113,720.1132,5071,141,0,0
0,3,744.4148,490.0788,4338,106,0,2
5,8,763.9175,433.7174,5419,119,2,1
6,0,916.6544,694.6385,6399,130,3,0
3,5,846.0158,803.4934,5277,116,0,0
2,6,862.7478,735.5113,5188,139,0,3
8,3,833.0467,832.6377,5205,117,1,0
3,5,1024.0461,1033.2564,5007,131,0,0
7,1,878.9175,597.0453,5442,148,0,0
4,4,930.4179,1131.1355,6839,148,1,0
4,1,811.7856,820.1688,4892,136,0,0
0,0,550.5244,498.481,5938,152,0,0
1,11,558.5895,857.9024,4710,129,0,2
2,5,728.6329,699.6251,6105,158,1,0
1,2,784.0684,741.731,4683,127,0,0
3,3,732.8612,720.9411,4728,115,0,1
1,6,659.3441,445.5798,4607,125,0,0
1,13,848.1922,1100.0951,4775,113,0,2
1,6,906.5937,852.1884,5444,124,1,3
0,1,503.1415,403.7636,5000,132,0,0
0,8,524.1058,735.2411,4910,123,0,3
0,15,530.2274,369.4776,5071,119,0,5
1,1,745.9988,546.0111,6228,139,1,0
0,4,773.0982,987.3667,5912,144,0,0
2,9,456.8417,536.8016,4752,119,0,0
3,4,751.9007,480.9187,5859,140,1,3
3,8,452.4076,423.7698,6583,132,1,1
3,6,755.0328,578.5075,5348,129,1,2
0,5,558.6269,277.7552,4265,101,0,3
0,0,737.7505,562.0043,4964,122,0,0
2,6,446.4179,326.162,4756,115,0,2
2,5,666.7696,494.8005,5223,122,0,1
7,9,577.1686,627.9537,5766,127,2,0
3,8,609.0807,467.1618,5482,133,0,0
0,3,750.8792,1177.8884,4886,136,0,0
7,5,771.554,512.8456,6025,149,1,0
2,3,839.6367,846.1756,5125,141,0,0
0,0,525.1689,430.473,4701,120,0,0
1,5,433.3446,459.9324,4705,126,0,0
3,2,702.1408,395.0147,5178,126,0,0
0,4,692.6393,675.3959,6241,152,0,0
0,3,769.778,586.5747,4841,111,0,1
4,3,696.7127,592.8374,4735,104,0,1
1,4,905.7733,886.1157,4931,120,1,0
4,6,711.464,610.4132,6690,149,1,0
4,9,1016.2701,1551.0107,5981,117,3,1
2,6,783.9982,777.2898,4824,110,1,1
4,9,806.9231,765.7692,5076,134,1,0
2,2,898.5641,724.8718,5293,129,0,0
5,6,1061.5153,843.7437,5188,125,1,0
0,1,880.8468,793.8384,4504,117,0,0
1,9,669.0182,945.4858,5039,136,0,2
1,3,486.0121,322.5304,6390,148,0,1
1,3,660.5751,415.5527,5714,137,0,1
1,9,802.4281,907.9361,5779,138,1,1
2,5,608.4134,532.1229,7410,156,1,2
0,1,768.3352,1060.8268,4539,116,0,1
0,6,594.9454,1145.3666,5533,144,0,1
0,1,630.9204,725.3666,5146,141,0,0
2,2,606.0097,528.5622,6629,143,1,0
1,1,526.3974,1007.1729,5303,132,1,0
3,9,902.566,1106.566,5449,130,1,0
0,3,800.566,800.2264,4899,139,0,0
8,5,794.4039,796.7884,6358,134,3,2
0,4,695.2846,486.7669,4907,127,0,3
1,0,805.4858,634.2476,5221,118,1,0
3,9,658.1677,668.6952,4943,135,0,0
6,5,1027.3254,955.4679,5362,132,1,0
1,1,844.5321,896.4656,5214,147,0,0
3,9,1027.8801,1379.5422,5015,114,1,0
4,1,918.3433,657.7766,5416,113,2,0
4,7,1065.5085,1270.8559,5272,139,0,1
1,9,907.2458,1604.0085,4888,122,0,1
3,2,474.2403,322.3807,5906,145,1,0
0,0,501.3275,501.6237,4950,137,0,0
1,6,1018.6209,994.3706,6039,150,0,1
4,2,654.314,508.1966,5284,121,0,0
2,1,838.4152,1014.58,5040,123,1,0
4,9,626.2441,531.2203,5319,134,1,0
6,2,817.5155,915.6253,5467,132,1,0
1,2,716.657,805.4065,4693,126,0,0
1,1,778.9361,893.5324,5174,148,0,0
1,9,611.9832,674.979,5796,144,0,0
5,3,787.9209,786.2213,5676,151,0,0
3,2,925.0134,749.7916,5033,133,0,0
7,5,453.2709,279.4515,6373,129,2,2
2,2,629.097,522.1806,5392,148,0,0
2,0,766.2372,596.9657,6369,141,1,0
0,10,762.9139,1111.1017,4947,125,0,1
0,0,675.0577,801.6804,5371,144,0,0
2,0,652.4217,417.397,5434,147,0,0
2,5,794.2747,776.8022,5270,129,0,1
1,6,840.7912,496.8132,5079,120,0,0
0,2,689.3537,577.3936,5125,132,0,1
1,5,699.7898,821.1456,5460,142,0,0
1,5,630.4274,505.094,5284,135,0,0
1,0,617.265,516.1709,4773,126,0,0
1,8,461.7746,548.044,6208,142,1,2
1,0,673.7176,490.0259,5128,128,1,0
4,5,862.4736,814.3891,6344,131,1,2
0,3,892.4284,740.3922,4392,117,0,1
1,2,867.2529,798.9846,5709,152,0,0
3,11,720.9519,1113.4542,5301,128,1,1
1,5,522.8185,635.6144,5321,140,1,0
3,5,430.7892,395.9865,5388,145,0,0
4,2,890.545,943.7204,5181,141,0,0
3,10,557.1564,605.7109,5707,133,0,0
1,1,823.0155,1002.8725,5034,141,0,0
5,4,830.7747,930.1073,5678,133,2,0
1,2,1256.3905,1879.546,5243,134,0,0
1,5,821.5437,658.8195,5528,132,0,1
3,0,758.581,676.8939,5215,135,1,0
2,0,691.1061,592.0223,5249,139,0,0
1,9,514.6667,443.5214,5606,151,0,2
1,3,670.7009,860.8889,4812,129,0,1
4,0,690.7595,654.9789,4657,126,0,0
8,11,608.27,571.4768,6538,144,1,4
0,2,790.7394,612.514,4461,103,0,1
3,3,883.539,921.5706,6034,127,1,0
8,6,720.7619,624.9524,5759,135,2,0
3,2,647.483,670.5306,6438,141,2,0
1,2,692.381,592.775,5253,125,1,0
1,0,751.5928,424.2036,4929,121,0,0
4,3,634.8766,505.4809,6607,161,1,0
0,1,722.5532,513.2426,4603,121,0,1
6,1,830.8178,536.0047,7021,137,2,1
3,7,998.5164,1154.0888,5357,134,0,0
0,5,1164.3574,1588.6169,4826,131,0,0
4,4,1200.2938,1572.3378,5531,160,0,0
2,9,720,1587.997,5188,118,1,1
2,2,881.7029,1675.5439,5370,134,1,0
0,6,842.6285,1232.3832,4895,132,0,1
5,9,819.5678,1035.4206,6018,155,1,0
3,7,771.9197,612.2821,5994,125,1,0
0,0,1101.5965,983.5945,5138,143,0,0
0,1,670.3166,443.352,5387,135,0,1
2,3,687.0391,533.743,5077,123,0,0
3,5,538.0739,1363.3658,5350,141,0,0
1,3,648.823,531.3619,5774,154,0,0
0,4,612.7626,364.0966,4770,113,0,1
3,7,838.9286,683.1618,4715,109,0,1
1,10,573.1058,766.7235,4952,133,0,2
0,0,599.4198,570.7509,5386,158,0,0
0,1,685.3537,468.1453,5413,130,0,0
1,5,638.2409,640.153,4736,119,0,0
4,5,865.3307,737.798,4882,133,0,0
1,3,948.404,693.9802,5693,145,0,1
3,3,759.8862,830.5949,5891,152,2,0
1,9,806.3218,828.2669,4859,130,0,0
0,1,816.6605,704.6011,4589,116,0,0
5,5,766.1967,640.4824,5260,148,0,0
0,3,911.7324,840.9025,5351,140,0,0
2,8,755.7573,524.6266,5635,143,0,3
4,5,697.8137,899.8327,4990,134,0,0
0,0,802.4205,1124.2722,4911,137,0,0
0,3,699.62,451.468,5575,133,0,1
2,6,773.057,673.6788,5610,135,1,0
2,6,531.1294,311.764,5533,142,0,0
0,2,822.0685,546.5863,4885,131,0,0
1,2,800.6223,632.0405,4859,117,0,1
5,7,1069.7974,735.9334,6472,160,1,1
2,5,691.1676,595.1116,5939,137,1,3
1,0,705.2102,484.7016,5415,125,1,0
3,10,1052.177,1131.6933,5698,135,1,2
3,4,694.1843,691.4359,5088,121,1,1
4,3,721.3465,1215.9921,4610,118,0,0
7,8,667.7244,956.4331,5008,140,0,0
0,1,721.4149,808.6356,5002,139,0,0
3,2,529.3206,459.5845,5469,154,0,0
0,0,657.6312,690.3096,4654,128,0,0
0,4,582.1265,590.6057,6559,161,0,1
0,2,758.8769,627.473,6332,136,0,0
1,11,811.4255,884.5788,4995,129,0,4
3,8,733.3573,925.6658,5491,132,1,0
0,3,722.7455,496.5039,5034,128,0,0
2,6,806.392,982.8964,4384,104,0,1
1,5,696.2297,639.5256,4766,120,0,0
1,2,920.3823,986.5429,5680,156,0,0
4,6,925.4943,1277.2037,4889,136,0,0
1,4,873.9549,941.9549,5649,151,0,0
1,4,654.0752,992.8421,5383,146,0,0
3,5,1046.2916,1114.2199,4853,122,0,0
3,8,957.9284,1291.9182,7043,146,1,0
4,4,961.9292,613.3733,5013,114,1,0
4,5,1023.8256,1110.2452,5425,138,0,1
0,7,661.6739,518.4997,5429,133,0,1
0,1,781.5251,541.5251,5012,127,0,0
0,4,678.7194,440.0753,5864,141,0,1
1,0,908.5876,690.5085,4467,117,0,0
5,3,965.538,752.3101,5695,144,0,0
1,6,668.7342,466.6456,5505,141,0,2
2,5,758.9571,519.2945,4855,126,0,0
0,2,892.9755,806.1656,5844,147,0,1
3,7,790.4167,652.2619,5293,113,1,2
3,2,900.5357,843.4226,4880,121,1,0
1,7,834.4709,863.0159,5145,119,0,0
10,4,438.0159,525.7937,6988,138,1,0
1,13,644.7016,1095.0785,5436,149,0,1
3,0,847.3508,836.9529,5659,137,2,0
1,11,652.4607,1027.5393,4778,127,0,0
1,3,755.6687,660.3998,4729,132,0,0
5,5,823.9148,605.4708,5707,137,1,1
3,1,715.6293,443.9346,5692,114,1,0
2,0,673.7612,595.5813,5244,154,0,0
1,8,531.6991,594.5397,5372,152,0,0
2,4,690.3755,814.5059,4338,102,0,0
4,1,1022.3913,1443.5573,6155,126,4,0
2,0,927.5361,706.6149,4844,120,1,0
1,10,1091.3873,1155.5494,5590,127,1,2
2,1,726.7944,444.216,6044,136,1,0
1,4,395.5401,282.1951,5415,134,0,1
5,4,856.4055,683.474,5506,134,0,0
1,0,722.7288,681.0411,5098,133,1,0
3,5,728.1275,1511.8028,4728,127,0,0
1,3,809.2829,731.504,6163,148,0,0
2,8,688.943,927.3264,5099,119,0,0
3,2,784.0415,576.9637,5638,132,2,1
3,1,1018.6891,898.5126,4842,118,1,0
7,1,1046.9748,946.3866,5388,142,0,0
3,7,807.5469,1057.6294,5161,106,2,3
1,1,866.8267,653.8335,5036,110,1,1
0,0,711.8757,482.5922,5403,132,0,0
1,9,688.5458,992.3077,5230,113,0,3
1,4,834.6226,699.5912,5065,137,0,1
3,8,781.2893,948.6478,5268,140,0,0
0,10,750.314,789.8843,4454,109,0,4
3,2,620.2314,597.2231,6463,126,2,1
5,5,786.2426,464.8395,5350,119,0,3
0,3,809.3579,624.4709,4532,107,0,1
4,11,761.9287,1386.2708,5841,139,1,1
0,4,808.3895,929.7862,5377,141,0,1
2,1,868.3213,1175.0693,4569,121,0,0
4,8,556.6537,398.9584,6647,154,0,4
6,5,640.2451,828.5562,6732,135,3,0
2,3,777.7944,627.9382,4785,116,1,0
2,4,606.9663,670.6517,5505,137,2,0
2,7,553.1236,634.0449,6146,150,1,1
2,2,761.733,743.1007,5631,147,0,1
4,7,761.6487,642.1827,4800,128,0,0
1,12,1014.6394,2357.3305,6131,153,1,3
4,7,833.3262,890.7212,5010,137,0,2
1,6,935.5036,1342.7482,5812,117,0,2
0,12,1025.9784,1801.2086,5058,108,0,7
2,2,769.2328,710.291,5755,157,0,0
2,10,741.8254,1207.7249,5163,139,0,0
4,7,753.196,578.4568,5210,124,0,1
1,4,601.1311,491.7843,4642,112,1,0
4,13,552.795,671.8107,5278,100,2,3
3,1,790.6751,634.5994,5594,130,2,1
1,1,597.1601,441.8561,5187,145,0,0
2,3,676.3155,406.8306,4950,139,0,0
0,1,827.6707,951.1647,4603,117,0,0
0,8,735.6627,618.1928,6249,146,0,0
5,7,990.9163,913.3518,5486,146,0,0
0,2,789.3058,894.1452,4954,134,0,0
3,6,503.7652,409.2121,6161,150,0,2
0,0,658.7626,602.1893,4883,137,0,0
0,1,571.7516,635.0576,4473,118,0,0
8,7,623.8322,716.0033,5309,139,1,0
1,2,754.56,654.816,5107,129,0,1
6,3,582.592,445.44,4881,123,0,0
0,2,575.5141,415.1092,4752,111,0,2
3,2,694.2674,760.309,6313,118,2,0
1,9,601.0351,672.3539,4831,116,0,0
1,1,616.6277,659.2988,5176,123,0,0
3,2,935.8229,828.5839,6303,151,0,0
1,15,806.4735,912.5314,4218,108,0,0
2,2,826.9565,624.9361,4641,122,0,0
1,11,768.2609,722.4936,6749,144,1,2
0,0,388.2546,258.3162,4646,102,0,0
2,6,620.4107,458.193,5534,136,0,1
4,0,523.7672,300.49,5465,133,2,0
1,2,520.245,435.6202,5277,145,0,0
2,5,680.4545,769.0592,5119,146,0,0
0,3,735.5074,731.5433,4655,122,0,0
1,11,724.7095,1321.1621,5343,135,1,1
1,4,911.2232,881.9878,5014,143,0,0
8,6,627.6543,383.6728,5771,139,2,1
0,1,692.1605,574.0123,4032,98,0,0
1,1,862.5714,748.6786,5123,139,0,0
1,17,894.7857,1477.2857,5141,133,0,1
5,20,1189.6088,1509.0989,5509,128,1,1
4,11,1302.0396,1551.5341,5985,136,1,2
1,7,1063.2065,1470.4193,6219,156,0,3
0,7,1005.396,1282.4534,4712,116,0,0
2,8,677.1021,881.6508,5011,121,0,2
3,0,974.1093,653.0523,5520,152,0,0
1,1,832.1739,877.3551,5122,117,1,0
1,3,553.1522,409.9275,5547,130,1,1
5,8,860.6086,874.5894,5728,117,2,1
1,11,1214.8812,1286.1109,5399,132,0,0
0,4,631.313,340.2918,5249,121,0,0
1,3,588.1701,520.2418,5524,133,0,0
10,7,763.2533,557.0729,5661,130,1,0
3,4,769.5061,1147.3947,5464,132,1,1
0,4,314.2873,418.7689,5415,151,0,1
0,1,528.9849,406.0367,5520,150,0,0
0,2,784.0987,750.6262,5499,132,0,1
3,6,579.0797,518.6243,4592,120,0,2
3,0,1028.1109,1010.6674,6800,150,2,0
3,10,704.6267,560.2941,4417,116,0,0
