gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,
ESPORTSTMNT02_2840060,complete,LCK,2022,0,2022/6/16 10:27,1,12.1,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Karma,2136,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0.0843,0.0843,0,0,6488,182.2472,0.103127,117.4438,87.2472,73,2.0506,14,0.3933,22,110,3.0899,7455,2822,79.2697,0.0754317,6550,22,22,0,0.618,2709,2604,2,1968,2180,0,741,424,2,0,0,0,0,0,0,3612,3346,6,2846,3365,4,766,-19,2,0,0,0,0,0,
ESPORTSTMNT02_2830073,complete,LCK,2022,0,2022/6/16 11:48,2,12.1,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Nautilus,2490,0,0,3,13,14,16,0,0,0,0,0,0,0,0,0.3373,0.7229,0,0,6441,155.2048,0.0713028,481.8313,878.0482,80,1.9277,21,0.506,21,140,3.3735,9674,4319,104.0723,0.0952999,9525,61,61,0,1.4699,2111,2489,18,2189,2809,17,-78,-320,1,0,0,0,0,2,0,3381,3711,28,3505,4053,27,-124,-342,1,0,1,0,0,3,
ESPORTSTMNT02_2830073,complete,LCK,2022,0,2022/6/16 11:48,2,12.1,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Rakan,2490,1,2,3,13,16,14,0,0,0,0,1,0,1,0,0.3855,0.7229,0,0,5279,127.2048,0.0505666,339.8795,389.6627,97,2.3373,19,0.4578,28,139,3.3494,9748,4393,105.8554,0.0869448,11005,45,45,0,1.0843,2189,2809,17,2111,2489,18,78,320,-1,0,2,0,0,0,0,3505,4053,27,3381,3711,28,124,342,-1,0,3,0,0,1,
ESPORTSTMNT02_2840427,complete,LCK,2022,0,2022/6/17 7:19,1,12.1,5,Blue,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Renata Glasc,2200,1,0,0,9,14,7,0,0,0,0,0,0,0,0,0.3818,0.5727,0,0,2178,59.4,0.03491,151.0909,134.4818,72,1.9636,17,0.4636,22,113,3.0818,8292,3528,96.2182,0.0838658,7450,40,40,0,1.0909,2105,2475,15,2197,2996,4,-92,-521,11,0,0,0,0,1,0,3194,3571,23,3372,4472,9,-178,-901,14,0,0,0,0,1,
ESPORTSTMNT02_2840427,complete,LCK,2022,0,2022/6/17 7:19,1,12.1,10,Red,sup,Hoit,oe:player:ed4b59fdd87aa318a52777affd42d00,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Karma,2200,0,1,3,4,7,14,0,0,0,0,1,0,1,0,0.1909,0.5727,0,0,10615,289.5,0.174362,295.8273,235.9091,64,1.7455,19,0.5182,19,111,3.0273,7875,3111,84.8455,0.0890906,7825,28,28,0,0.7636,2197,2996,4,2105,2475,15,92,521,-11,0,1,0,0,0,0,3372,4472,9,3194,3571,23,178,901,-14,0,1,0,0,0,
ESPORTSTMNT02_2840440,complete,LCK,2022,0,2022/6/17 8:58,2,12.1,5,Blue,sup,Hoit,oe:player:ed4b59fdd87aa318a52777affd42d00,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Rakan,1990,0,0,5,1,6,17,0,0,0,0,0,0,0,0,0.1809,0.6935,0,0,1397,42.1206,0.0230099,374.6533,375.799,59,1.7789,26,0.7839,20,104,3.1357,6735,2400,72.3618,0.0750735,6400,53,53,0,1.598,2209,2624,21,2094,2631,18,115,-7,3,0,0,0,0,0,0,3455,3709,36,3063,3321,24,392,388,12,0,0,1,0,1,
ESPORTSTMNT02_2840440,complete,LCK,2022,0,2022/6/17 8:58,2,12.1,10,Red,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Nautilus,1990,1,0,2,10,17,6,0,0,0,0,0,0,0,0,0.5126,0.6935,0,0,3543,106.8241,0.0605207,302.0503,394.7337,62,1.8693,9,0.2714,18,86,2.593,7261,2926,88.2211,0.0759672,7450,35,35,0,1.0553,2094,2631,18,2209,2624,21,-115,7,-3,0,0,0,0,0,0,3063,3321,24,3455,3709,36,-392,-388,-12,0,1,0,0,0,
ESPORTSTMNT05_2780049,complete,LCK,2022,0,2022/6/17 10:02,1,12.1,5,Blue,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Yasuo,2289,1,3,1,7,16,1,0,0,0,0,1,0,1,0,0.4194,0.4456,0,0,8905,233.4207,0.101276,406.7628,630.1442,21,0.5505,9,0.2359,7,56,1.4679,16393,11448,300.0786,0.211687,15325,389,323,66,10.1966,3189,3532,86,2088,2489,14,1101,1043,72,0,0,0,0,0,0,5109,5921,142,3076,3575,22,2033,2346,120,0,1,0,0,0,
ESPORTSTMNT05_2780049,complete,LCK,2022,0,2022/6/17 10:02,1,12.1,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Alistar,2289,0,0,5,0,1,16,0,0,0,0,0,0,0,1,0.0262,0.4456,0,0,1944,50.9567,0.0352948,499.9738,608.9384,83,2.1756,11,0.2883,23,110,2.8834,7284,2339,61.3106,0.0647229,7125,31,31,0,0.8126,2088,2489,14,3189,3532,86,-1101,-1043,-72,0,0,0,0,0,0,3076,3575,22,5109,5921,142,-2033,-2346,-120,0,0,1,0,1,
ESPORTSTMNT05_2780070,complete,LCK,2022,0,2022/6/17 11:56,2,12.1,5,Blue,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Tahm Kench,2788,0,2,4,8,25,19,0,0,0,0,1,0,1,0,0.538,0.9469,0,0,9615,206.9225,0.0831496,888.2496,1203.8307,36,0.7747,9,0.1937,20,55,1.1836,11842,5879,126.5208,0.110033,12200,158,157,1,3.4003,3268,3287,81,2338,2641,5,930,646,76,0,0,0,0,0,0,4999,5423,102,3605,3353,10,1394,2070,92,1,2,0,0,0,
ESPORTSTMNT05_2780070,complete,LCK,2022,0,2022/6/17 11:56,2,12.1,10,Red,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Bard,2788,1,0,5,8,19,25,0,0,0,0,0,0,0,0,0.4089,0.9469,0,0,8428,181.3773,0.0645492,480.2798,212.9268,126,2.7116,25,0.538,29,188,4.0459,10803,4840,104.1607,0.0809583,9975,33,33,0,0.7102,2338,2641,5,3268,3287,81,-930,-646,-76,0,0,0,0,0,0,3605,3353,10,4999,5423,102,-1394,-2070,-92,0,0,1,1,2,
ESPORTSTMNT02_2830653,complete,LCK,2022,0,2022/6/18 8:15,1,12.1,5,Blue,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tahm Kench,1423,1,0,1,7,16,4,0,0,0,0,0,0,0,0,0.6746,0.8433,0,0,3196,134.7576,0.0544668,373.9986,219.4659,31,1.3071,4,0.1687,10,47,1.9817,5840,2661,112.1996,0.076196,4850,27,27,0,1.1384,2005,2550,12,2871,2683,63,-866,-133,-51,0,1,0,0,1,0,3098,3869,21,4316,4806,100,-1218,-937,-79,0,1,0,0,1,
ESPORTSTMNT02_2830653,complete,LCK,2022,0,2022/6/18 8:15,1,12.1,10,Red,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Sett,1423,0,0,3,1,4,16,0,0,0,0,0,0,0,0,0.1687,0.8433,0,0,3206,135.1792,0.0754211,646.4652,461.7428,9,0.3795,2,0.0843,4,11,0.4638,6384,3205,135.137,0.172864,6150,133,133,0,5.6079,2871,2683,63,2005,2550,12,866,133,51,0,1,0,0,1,0,4316,4806,100,3098,3869,21,1218,937,79,0,1,0,0,1,
ESPORTSTMNT02_2830654,complete,LCK,2022,0,2022/6/18 8:44,2,12.1,5,Blue,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Karma,1835,0,1,4,3,4,18,0,0,0,0,0,0,0,1,0.1308,0.7193,0,0,8654,282.9646,0.123283,315.3678,207.9891,54,1.7657,11,0.3597,17,68,2.2234,7313,3294,107.7057,0.118264,7125,24,24,0,0.7847,2525,1961,4,2917,3379,63,-392,-1418,-59,0,0,1,0,1,0,3549,2870,7,4858,5734,96,-1309,-2864,-89,0,0,2,1,2,
ESPORTSTMNT02_2830654,complete,LCK,2022,0,2022/6/18 8:44,2,12.1,10,Red,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Tahm Kench,1835,1,1,1,8,18,4,0,0,0,0,1,0,1,0,0.5886,0.7193,0,0,7300,238.6921,0.105202,871.455,928.4142,7,0.2289,4,0.1308,8,29,0.9482,9766,5747,187.9128,0.138632,9400,168,164,4,5.4932,2917,3379,63,2525,1961,4,392,1418,59,0,1,0,0,0,1,4858,5734,96,3549,2870,7,1309,2864,89,1,2,0,0,0,
ESPORTSTMNT02_2830660,complete,LCK,2022,0,2022/6/18 9:40,1,12.1,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Braum,2438,1,0,1,7,10,5,0,0,0,0,0,0,0,0,0.2461,0.3445,0,0,2447,60.2215,0.0286279,322.1739,322.7892,79,1.9442,24,0.5906,23,137,3.3716,9796,4547,111.9032,0.0817661,9250,55,55,0,1.3536,2298,2733,19,2139,2595,16,159,138,3,0,0,0,0,0,0,3634,3992,33,2946,2823,20,688,1169,13,0,1,0,0,0,
ESPORTSTMNT02_2830660,complete,LCK,2022,0,2022/6/18 9:40,1,12.1,10,Red,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Nautilus,2438,0,0,2,3,4,10,0,0,0,0,0,0,0,0,0.0984,0.3445,0,0,3663,90.1477,0.0741558,422.4118,639.8934,77,1.895,19,0.4676,20,115,2.8302,7672,2423,59.6308,0.0584342,7800,41,41,0,1.009,2139,2595,16,2298,2733,19,-159,-138,-3,0,0,0,0,0,0,2946,2823,20,3634,3992,33,-688,-1169,-13,0,0,0,0,1,
ESPORTSTMNT02_2830678,complete,LCK,2022,0,2022/6/18 11:50,2,12.1,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Renata Glasc,2402,0,0,2,5,5,11,0,0,0,0,0,0,0,1,0.1249,0.3997,0,0,3105,77.5604,0.0456658,206.8776,200.9076,127,3.1724,25,0.6245,22,163,4.0716,7990,2814,70.2914,0.0714302,7900,55,55,0,1.3739,2228,2560,19,2093,2405,15,135,155,4,0,0,0,0,0,0,3173,3342,26,3729,4024,28,-556,-682,-2,0,0,1,1,1,
ESPORTSTMNT02_2830678,complete,LCK,2022,0,2022/6/18 11:50,2,12.1,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Rell,2402,1,1,2,8,11,5,0,0,0,0,1,1,0,0,0.2748,0.3997,0,0,2929,73.164,0.0413642,314.0383,412.0566,80,1.9983,26,0.6495,28,133,3.3222,9364,4188,104.6128,0.0874359,8300,49,49,0,1.224,2093,2405,15,2228,2560,19,-135,-155,-4,0,0,0,0,0,0,3729,4024,28,3173,3342,26,556,682,2,1,1,0,0,0,
ESPORTSTMNT02_2830769,complete,LCK,2022,0,2022/6/19 6:55,1,12.1,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Tahm Kench,1916,1,0,0,13,18,4,0,0,0,0,0,0,0,0,0.5637,0.6889,0,0,3721,116.524,0.0484979,318.3507,406.785,56,1.7537,19,0.595,16,107,3.3507,7416,3232,101.2109,0.0766114,6375,43,43,0,1.3466,2067,2545,15,2129,2906,16,-62,-361,-1,0,0,0,0,0,0,3256,3801,25,3277,4158,24,-21,-357,1,0,0,0,0,0,
ESPORTSTMNT02_2830769,complete,LCK,2022,0,2022/6/19 6:55,1,12.1,10,Red,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Camille,1916,0,0,3,1,4,18,0,0,0,0,0,0,0,0,0.1253,0.6889,0,0,4858,152.1294,0.0951672,470.6054,445.1461,70,2.1921,14,0.4384,19,100,3.1315,6832,2648,82.9228,0.0753257,6425,40,40,0,1.2526,2129,2906,16,2067,2545,15,62,361,1,0,0,0,0,0,0,3277,4158,24,3256,3801,25,21,357,-1,0,0,0,0,0,
ESPORTSTMNT02_2830808,complete,LCK,2022,0,2022/6/19 8:47,2,12.1,5,Blue,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Tahm Kench,1839,1,0,0,9,11,7,0,0,0,0,0,0,0,0,0.3589,0.5873,0,0,4732,154.3883,0.0824275,337.6835,332.7243,66,2.1533,11,0.3589,19,85,2.7732,7458,3431,111.9413,0.0834547,6475,41,41,0,1.3377,2196,2485,17,2063,2373,1,133,112,16,0,0,0,0,2,0,3295,3426,26,3104,3258,6,191,168,20,0,0,0,0,2,
ESPORTSTMNT02_2830808,complete,LCK,2022,0,2022/6/19 8:47,2,12.1,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Jarvan IV,1839,0,0,3,4,7,11,0,0,0,0,0,0,0,0,0.2284,0.5873,0,0,4305,140.4568,0.107714,327.6672,217.6183,39,1.2724,14,0.4568,11,95,3.0995,6066,2039,66.5253,0.0627139,5175,15,15,0,0.4894,2063,2373,1,2196,2485,17,-133,-112,-16,0,2,0,0,0,0,3104,3258,6,3295,3426,26,-191,-168,-20,0,2,0,0,0,
ESPORTSTMNT02_2840731,complete,LCK,2022,0,2022/6/19 10:12,3,12.1,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Nautilus,2660,0,2,5,10,19,18,0,0,0,0,0,0,0,1,0.4286,0.8346,0,0,6328,142.7368,0.0630097,399.0677,643.6241,86,1.9398,15,0.3383,23,134,3.0226,10075,4373,98.6391,0.085809,9825,40,40,0,0.9023,2051,2276,13,2062,2537,13,-11,-261,0,0,0,1,0,1,0,3202,3934,20,3339,3904,26,-137,30,-6,0,2,1,0,2,
ESPORTSTMNT02_2840731,complete,LCK,2022,0,2022/6/19 10:12,3,12.1,10,Red,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Braum,2660,1,0,7,13,18,19,0,0,0,0,1,0,1,0,0.406,0.8346,0,0,5278,119.0526,0.0572333,626.4586,711.203,96,2.1654,19,0.4286,33,128,2.8872,9901,4199,94.7143,0.0733719,9770,47,47,0,1.0602,2062,2537,13,2051,2276,13,11,261,0,0,1,0,0,0,1,3339,3904,26,3202,3934,20,137,-30,6,0,2,1,0,2,
ESPORTSTMNT02_2840747,complete,LCK,2022,0,2022/6/19 12:18,1,12.1,5,Blue,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Rakan,1681,1,0,1,13,17,5,0,0,0,0,1,0,1,0,0.6068,0.7852,0,0,3396,121.2136,0.0491319,282.903,294.2534,52,1.856,20,0.7139,18,101,3.605,7219,3514,125.4253,0.0872416,6385,51,51,0,1.8203,2169,2448,17,2140,2381,15,29,67,2,0,0,0,0,0,0,3242,3242,30,3002,2683,20,240,559,10,0,1,0,0,0,
ESPORTSTMNT02_2840747,complete,LCK,2022,0,2022/6/19 12:18,1,12.1,10,Red,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Rell,1681,0,0,3,5,5,17,0,0,0,0,0,0,0,0,0.1785,0.7852,0,0,2539,90.6246,0.0615918,401.7609,491.8501,46,1.6419,6,0.2142,15,72,2.5699,5689,1984,70.815,0.0753437,5625,31,31,0,1.1065,2140,2381,15,2169,2448,17,-29,-67,-2,0,0,0,0,0,0,3002,2683,20,3242,3242,30,-240,-559,-10,0,0,0,0,1,
ESPORTSTMNT02_2830829,complete,LCK,2022,0,2022/6/19 12:52,2,12.1,5,Blue,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Braum,1645,0,0,2,3,3,12,0,0,0,0,1,0,1,0,0.1094,0.5106,0,0,2707,98.7356,0.0849735,353.3617,353.5805,42,1.5319,12,0.4377,14,65,2.3708,5463,1832,66.8207,0.0772078,5300,33,33,0,1.2036,2199,2234,13,2194,2571,1,5,-337,12,0,1,0,0,0,1,3318,3624,22,3271,3768,5,47,-144,17,0,2,0,0,2,
ESPORTSTMNT02_2830829,complete,LCK,2022,0,2022/6/19 12:52,2,12.1,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Renata Glasc,1645,1,1,1,11,11,3,0,0,0,0,0,0,0,0,0.4012,0.5106,0,0,5189,189.2644,0.106851,162.6018,128.1337,63,2.2979,13,0.4742,13,101,3.6839,6625,2994,109.2036,0.0868743,5075,15,15,0,0.5471,2194,2571,1,2199,2234,13,-5,337,-12,0,0,1,0,1,0,3271,3768,5,3318,3624,22,-47,144,-17,0,2,1,0,2,
ESPORTSTMNT03_2793981,complete,LCK,2022,0,2022/6/22 6:21,1,12.11,5,Blue,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Singed,1801,1,0,3,6,10,9,0,0,0,0,1,0,1,0,0.3331,0.633,0,0,2824,94.0811,0.0530608,491.7268,420.4997,53,1.7657,14,0.4664,15,87,2.8984,6776,2826,94.1477,0.0747323,5825,35,31,4,1.166,2195,2478,12,2215,3009,24,-20,-531,-12,0,2,0,0,0,0,3257,3268,18,3204,4090,29,53,-822,-11,0,2,1,0,2,
ESPORTSTMNT03_2793981,complete,LCK,2022,0,2022/6/22 6:21,1,12.11,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Yuumi,1801,0,1,1,7,9,10,0,0,0,0,0,0,0,0,0.2998,0.633,0,0,8309,276.8129,0.144653,152.3154,147.618,45,1.4992,1,0.0333,12,54,1.799,6199,2249,74.925,0.0734322,6200,35,35,0,1.166,2215,3009,24,2195,2478,12,20,531,12,0,0,0,0,2,0,3204,4090,29,3257,3268,18,-53,822,11,0,2,0,0,2,
ESPORTSTMNT03_2794047,complete,LCK,2022,0,2022/6/22 8:39,2,12.11,5,Blue,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Yuumi,1959,1,1,1,8,10,8,0,0,0,0,0,0,0,0,0.3063,0.5513,0,0,8445,258.6524,0.133539,129.8928,92.5574,48,1.4701,7,0.2144,13,80,2.4502,8473,4201,128.6677,0.106403,7325,17,17,0,0.5207,2185,2567,2,2160,2651,15,25,-84,-13,0,0,0,0,0,0,3817,3669,12,3199,4038,21,618,-369,-9,1,0,1,0,2,
ESPORTSTMNT03_2794047,complete,LCK,2022,0,2022/6/22 8:39,2,12.11,10,Red,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Nautilus,1959,0,0,3,2,8,10,0,0,0,0,0,0,0,0,0.245,0.5513,0,0,2270,69.5253,0.0335387,394.977,559.5406,54,1.6539,8,0.245,15,87,2.6646,6235,1963,60.1225,0.0564527,5725,31,31,0,0.9495,2160,2651,15,2185,2567,2,-25,84,13,0,0,0,0,0,0,3199,4038,21,3817,3669,12,-618,369,9,0,2,1,1,0,
ESPORTSTMNT03_2794070,complete,LCK,2022,0,2022/6/22 9:41,3,12.11,5,Blue,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Singed,1772,1,1,1,9,18,4,0,0,0,0,0,0,0,0,0.6095,0.7449,1,0,5107,172.9233,0.0848945,561.772,479.3567,4,0.1354,5,0.1693,4,21,0.7111,9987,6097,206.4447,0.143018,8600,181,181,0,6.1287,2978,3788,68,2431,2228,6,547,1560,62,0,1,0,0,0,0,4312,6042,98,3572,3436,8,740,2606,90,0,2,1,0,2,
ESPORTSTMNT03_2794070,complete,LCK,2022,0,2022/6/22 9:41,3,12.11,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Renata Glasc,1772,0,0,4,2,4,18,0,0,0,0,0,0,0,0,0.1354,0.7449,0,1,5294,179.2551,0.124138,415.3273,178.0023,62,2.0993,8,0.2709,14,75,2.5395,6404,2514,85.1242,0.0819414,5950,13,13,0,0.4402,2431,2228,6,2978,3788,68,-547,-1560,-62,0,0,0,0,1,0,3572,3436,8,4312,6042,98,-740,-2606,-90,0,2,1,0,2,
ESPORTSTMNT03_2794082,complete,LCK,2022,0,2022/6/22 10:36,1,12.11,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Rakan,2144,0,0,2,2,5,7,0,0,0,0,1,0,1,0,0.1399,0.3358,0,0,2268,63.4701,0.0538053,252.0056,283.9366,68,1.903,31,0.8675,18,103,2.8825,7844,3195,89.4123,0.0814249,7700,57,57,0,1.5951,2303,3006,22,3021,3534,74,-718,-528,-52,0,1,0,0,0,1,3568,3987,36,4675,6226,125,-1107,-2239,-89,0,1,0,0,0,
ESPORTSTMNT03_2794082,complete,LCK,2022,0,2022/6/22 10:36,1,12.11,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Ornn,2144,1,0,2,7,7,5,0,0,0,0,0,0,0,1,0.1959,0.3358,0,0,6721,188.0877,0.128185,510.2799,774.9067,10,0.2799,3,0.084,7,23,0.6437,11422,6773,189.5429,0.150275,10775,246,246,0,6.8843,3021,3534,74,2303,3006,22,718,528,52,0,0,1,0,1,0,4675,6226,125,3568,3987,36,1107,2239,89,0,0,1,0,1,
ESPORTSTMNT03_2794153,complete,LCK,2022,0,2022/6/22 12:18,2,12.11,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Rakan,2084,0,0,2,6,7,9,0,0,0,0,0,0,0,1,0.2015,0.4607,0,0,3498,100.7102,0.0687108,340.4511,397.3417,63,1.8138,18,0.5182,18,107,3.0806,7679,3152,90.7486,0.0854485,7300,42,42,0,1.2092,2186,2517,18,2506,2866,13,-320,-349,5,0,0,1,1,1,0,3237,3398,25,3828,3668,20,-591,-270,5,0,0,2,1,2,
ESPORTSTMNT03_2794153,complete,LCK,2022,0,2022/6/22 12:18,2,12.11,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Tahm Kench,2084,1,1,1,8,9,7,0,0,0,0,1,1,0,0,0.2591,0.4607,0,0,5121,147.4376,0.0724052,260.7006,417.7255,52,1.4971,10,0.2879,14,70,2.0154,8636,4109,118.3013,0.0933126,7450,31,31,0,0.8925,2506,2866,13,2186,2517,18,320,349,-5,1,1,0,0,0,1,3828,3668,20,3237,3398,25,591,270,-5,1,2,0,0,0,
ESPORTSTMNT03_2794767,complete,LCK,2022,0,2022/6/23 6:41,1,12.11,5,Blue,sup,Moham,oe:player:dfc279de8d7bd571aa8edfd7eb89c03,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Nautilus,2721,0,1,6,5,14,20,0,0,0,0,0,0,0,1,0.3087,0.7497,1,0,3903,86.0639,0.0420505,341.8302,438.8093,97,2.1389,26,0.5733,29,136,2.9989,9517,3691,81.3892,0.0707305,9375,45,45,0,0.9923,2179,2506,17,2134,2437,14,45,69,3,0,0,1,0,0,0,3125,3300,25,3319,3358,24,-194,-58,1,0,0,2,0,1,
ESPORTSTMNT03_2794767,complete,LCK,2022,0,2022/6/23 6:41,1,12.11,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Rakan,2721,1,0,4,12,20,14,0,0,0,0,0,0,0,0,0.441,0.7497,0,1,3632,80.0882,0.0401837,400.419,534.2889,101,2.2271,32,0.7056,32,161,3.5502,9978,4152,91.5546,0.0723927,9150,58,58,0,1.2789,2134,2437,14,2179,2506,17,-45,-69,-3,0,0,0,0,0,1,3319,3358,24,3125,3300,25,194,58,-1,0,1,0,0,0,
ESPORTSTMNT03_2794828,complete,LCK,2022,0,2022/6/23 9:03,2,12.11,5,Blue,sup,Moham,oe:player:dfc279de8d7bd571aa8edfd7eb89c03,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Tahm Kench,1993,0,0,4,2,8,15,0,0,0,0,1,0,1,0,0.2408,0.6924,0,0,4059,122.1977,0.0656934,510.7677,542.5289,56,1.6859,9,0.2709,18,81,2.4385,6973,2632,79.2373,0.078832,6400,31,31,0,0.9333,2459,2593,16,2316,2951,19,143,-358,-3,0,2,0,0,0,0,3632,3714,26,3436,3820,26,196,-106,0,0,2,1,0,2,
