wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,assistsat15,assists
49,1.4272,11,0.3204,19,80,2.3301,1,2
58,1.6893,10,0.2913,22,90,2.6214,1,8
53,1.7069,14,0.4509,12,83,2.6731,1,3
50,1.6103,6,0.1932,13,87,2.8019,6,14
59,1.7753,14,0.4213,19,94,2.8285,1,1
52,1.5647,21,0.6319,13,105,3.1595,0,9
44,1.5913,11,0.3978,17,66,2.387,2,11
45,1.6275,6,0.217,12,62,2.2423,1,3
55,1.89,9,0.3093,17,73,2.5086,3,5
53,1.8213,10,0.3436,18,84,2.8866,5,15
52,1.9586,9,0.339,16,77,2.9002,0,7
42,1.5819,14,0.5273,14,83,3.1262,2,5
41,1.1593,8,0.2262,13,64,1.8096,2,6
56,1.5834,12,0.3393,15,90,2.5448,1,5
41,1.2799,6,0.1873,13,61,1.9043,1,2
49,1.5297,8,0.2497,16,77,2.4037,4,11
66,1.7113,11,0.2852,21,111,2.8781,1,14
95,2.4633,15,0.3889,22,135,3.5004,0,9
41,1.4437,3,0.1056,16,52,1.831,0,1
28,0.9859,10,0.3521,7,59,2.0775,0,14
43,1.3272,10,0.3086,11,86,2.6543,3,8
46,1.4198,6,0.1852,12,83,2.5617,3,11
42,1.6689,12,0.4768,14,81,3.2185,0,1
39,1.5497,7,0.2781,12,58,2.3046,1,10
79,1.9167,29,0.7036,26,145,3.518,2,3
92,2.2321,18,0.4367,28,110,2.6688,0,7
79,1.6418,16,0.3325,25,142,2.9512,0,2
98,2.0367,35,0.7274,35,173,3.5954,2,11
44,1.5818,11,0.3954,13,73,2.6243,3,8
51,1.8334,9,0.3235,18,69,2.4805,2,2
73,2.2718,21,0.6535,23,107,3.3299,0,0
50,1.556,14,0.4357,14,86,2.6763,2,8
75,1.9011,26,0.6591,26,141,3.5741,0,12
86,2.18,22,0.5577,30,126,3.1939,0,6
48,1.8056,9,0.3386,18,60,2.2571,1,3
41,1.5423,7,0.2633,12,59,2.2194,1,7
40,1.3945,6,0.2092,9,70,2.4404,0,4
15,0.523,0,0,7,19,0.6624,0,1
72,1.8469,17,0.4361,23,100,2.5652,2,11
73,1.8726,18,0.4617,20,119,3.0526,0,2
73,2.2753,12,0.374,17,107,3.3351,0,6
53,1.6519,19,0.5922,14,102,3.1792,3,10
101,2.1543,15,0.3199,35,138,2.9435,2,3
93,1.9836,19,0.4053,38,131,2.7942,2,7
39,1.2738,9,0.294,10,75,2.4496,1,14
45,1.4698,7,0.2286,14,73,2.3843,1,4
84,2.1132,7,0.1761,31,103,2.5912,4,13
111,2.7925,14,0.3522,33,141,3.5472,3,5
54,1.7686,11,0.3603,18,80,2.6201,0,1
51,1.6703,8,0.262,15,85,2.7838,0,5
54,2.0598,8,0.3051,16,78,2.9752,0,2
46,1.7546,12,0.4577,10,74,2.8226,3,10
94,2.2983,28,0.6846,33,145,3.5452,3,11
86,2.1027,24,0.5868,27,139,3.3985,0,6
85,1.9578,19,0.4376,26,119,2.7409,0,2
96,2.2111,36,0.8292,30,167,3.8464,0,8
92,2.1546,38,0.8899,28,170,3.9813,1,2
86,2.0141,8,0.1874,28,119,2.7869,0,3
65,1.7264,18,0.4781,19,110,2.9216,1,6
64,1.6999,8,0.2125,13,102,2.7092,1,7
55,1.4647,12,0.3196,19,90,2.3968,0,7
84,2.237,18,0.4794,25,120,3.1957,4,12
83,1.7616,24,0.5094,29,141,2.9926,3,9
89,1.8889,18,0.382,26,141,2.9926,0,7
120,2.1648,13,0.2345,22,163,2.9405,1,9
113,2.0385,16,0.2886,43,150,2.706,1,8
56,1.8615,10,0.3324,18,88,2.9252,1,16
54,1.795,9,0.2992,16,69,2.2936,0,2
56,1.6552,3,0.0887,14,76,2.2463,1,9
73,2.1576,12,0.3547,22,101,2.9852,3,17
55,1.5442,17,0.4773,19,111,3.1165,0,8
65,1.825,10,0.2808,21,93,2.6111,2,5
36,1.4324,9,0.3581,11,60,2.3873,2,6
40,1.5915,7,0.2785,14,76,3.0239,2,10
56,1.7204,8,0.2458,20,60,1.8433,0,3
45,1.3825,4,0.1229,12,71,2.1813,1,14
35,1.3953,8,0.3189,11,60,2.392,4,6
33,1.3156,11,0.4385,13,64,2.5515,0,0
84,1.7891,14,0.2982,31,139,2.9606,0,8
102,2.1725,11,0.2343,34,122,2.5985,1,9
41,1.3805,15,0.5051,12,72,2.4242,0,10
48,1.6162,12,0.404,14,73,2.4579,2,4
69,1.4903,8,0.1728,17,116,2.5054,0,13
85,1.8359,16,0.3456,18,141,3.0454,2,9
59,1.7997,18,0.5491,18,103,3.1418,0,6
16,0.4881,6,0.183,8,28,0.8541,0,0
88,2.2788,9,0.2331,25,107,2.7708,1,7
70,1.8127,15,0.3884,22,111,2.8744,2,3
41,1.2886,13,0.4086,19,90,2.8287,1,5
51,1.6029,5,0.1572,17,78,2.4515,3,10
60,1.9038,14,0.4442,15,97,3.0777,2,10
53,1.6816,6,0.1904,23,63,1.9989,0,2
47,1.5869,14,0.4727,12,75,2.5324,0,5
51,1.722,3,0.1013,16,63,2.1272,0,11
52,1.6456,8,0.2532,20,74,2.3418,2,6
60,1.8987,1,0.0316,17,65,2.057,1,16
78,2.0313,14,0.3646,35,87,2.2656,1,9
60,1.5625,22,0.5729,20,119,3.099,1,11
81,2.0025,17,0.4203,19,123,3.0408,2,7
69,1.7058,11,0.2719,25,114,2.8183,4,12
61,1.6828,18,0.4966,16,123,3.3931,1,11
58,1.6,14,0.3862,16,90,2.4828,2,5
45,1.2754,28,0.7936,14,116,3.2877,0,15
45,1.2754,9,0.2551,19,73,2.069,1,5
72,1.6809,25,0.5837,20,143,3.3385,0,9
85,1.9844,20,0.4669,27,129,3.0117,0,5
75,1.8511,25,0.617,22,130,3.2086,0,13
69,1.703,11,0.2715,24,94,2.32,1,7
75,1.6387,2,0.0437,25,100,2.185,0,19
78,1.7043,8,0.1748,26,117,2.5564,0,6
52,1.7021,11,0.3601,16,67,2.1931,0,10
42,1.3748,3,0.0982,17,64,2.0949,1,3
42,1.3808,10,0.3288,12,79,2.5973,0,6
42,1.3808,1,0.0329,11,48,1.5781,4,15
78,2.0884,18,0.4819,22,129,3.4538,1,3
77,2.0616,9,0.241,21,106,2.838,0,9
48,1.618,9,0.3034,18,79,2.6629,4,9
48,1.618,4,0.1348,7,61,2.0562,0,0
44,1.5932,14,0.5069,11,77,2.7882,1,2
48,1.7381,11,0.3983,18,83,3.0054,1,12
74,1.6604,16,0.359,22,135,3.0292,0,6
81,1.8175,9,0.2019,23,104,2.3336,0,13
77,1.9226,21,0.5243,26,121,3.0212,4,15
80,1.9975,7,0.1748,25,101,2.5218,0,0
71,1.8959,13,0.3471,20,95,2.5367,3,17
71,1.8959,23,0.6142,21,128,3.4179,1,4
50,1.6225,16,0.5192,13,76,2.4662,0,11
51,1.6549,13,0.4218,14,95,3.0827,3,9
60,1.7656,26,0.7651,24,138,4.0608,2,11
73,2.1481,12,0.3531,22,90,2.6484,0,3
46,1.5098,9,0.2954,14,82,2.6915,0,8
49,1.6083,16,0.5252,17,88,2.8884,0,3
42,1.44,5,0.1714,12,63,2.16,2,2
41,1.4057,12,0.4114,13,81,2.7771,1,13
40,1.4159,6,0.2124,13,53,1.8761,0,3
48,1.6991,10,0.354,15,86,3.0442,0,4
61,1.7656,6,0.1737,21,85,2.4602,1,3
64,1.8524,11,0.3184,21,90,2.6049,4,11
80,1.8209,7,0.1593,27,117,2.6631,0,9
87,1.9803,15,0.3414,28,122,2.7769,2,10
81,2.2605,13,0.3628,21,106,2.9581,0,6
73,2.0372,26,0.7256,19,131,3.6558,1,4
58,1.6803,17,0.4925,16,106,3.071,0,5
68,1.9701,11,0.3187,18,96,2.7813,0,1
87,1.8603,14,0.2994,22,146,3.1219,0,8
96,2.0527,31,0.6629,29,150,3.2074,0,4
73,2.2404,12,0.3683,17,91,2.7928,2,13
55,1.688,5,0.1535,17,75,2.3018,3,19
28,1.2718,5,0.2271,8,44,1.9985,4,5
29,1.3172,10,0.4542,10,56,2.5435,7,15
37,1.4077,5,0.1902,13,69,2.6252,1,9
40,1.5219,11,0.4185,11,70,2.6633,1,2
51,1.5913,4,0.1248,14,74,2.3089,2,5
44,1.3729,9,0.2808,13,85,2.6521,6,22
62,1.9365,11,0.3436,18,96,2.9984,2,15
55,1.7179,18,0.5622,20,85,2.6549,0,2
104,2.429,27,0.6306,33,143,3.3398,0,3
75,1.7517,16,0.3737,22,120,2.8026,1,7
48,1.6253,11,0.3725,14,75,2.5395,0,7
43,1.456,14,0.474,17,74,2.5056,0,2
84,1.8646,26,0.5771,21,147,3.263,0,8
84,1.8646,25,0.5549,27,149,3.3074,0,7
86,1.9097,14,0.3109,15,127,2.8201,1,8
83,1.8431,22,0.4885,26,148,3.2865,1,4
57,1.6293,15,0.4288,16,85,2.4297,0,0
50,1.4293,13,0.3716,13,91,2.6012,0,5
74,2.4804,14,0.4693,15,113,3.7877,3,7
37,1.2402,3,0.1006,10,52,1.743,2,5
86,2.1672,16,0.4032,27,109,2.7467,3,11
60,1.512,9,0.2268,13,107,2.6963,1,4
82,2.0725,15,0.3791,28,112,2.8307,0,0
84,2.123,14,0.3538,25,127,3.2098,0,7
81,1.978,7,0.1709,25,102,2.4908,0,14
81,1.978,22,0.5372,29,126,3.0769,2,13
43,1.4494,6,0.2022,13,65,2.191,5,14
49,1.6517,11,0.3708,16,78,2.6292,1,1
51,1.5,14,0.4118,16,74,2.1765,1,3
55,1.6176,16,0.4706,16,93,2.7353,2,14
39,1.3987,4,0.1435,11,62,2.2236,0,0
51,1.829,12,0.4304,16,81,2.905,3,12
45,1.4958,9,0.2992,12,73,2.4266,3,17
52,1.7285,8,0.2659,18,68,2.2604,5,5
95,2.0533,19,0.4107,17,163,3.5231,0,10
92,1.9885,15,0.3242,31,142,3.0692,0,7
61,1.972,13,0.4203,19,85,2.7478,2,3
47,1.5194,17,0.5496,12,88,2.8448,1,11
55,1.624,18,0.5315,19,96,2.8346,0,6
61,1.8012,8,0.2362,23,72,2.126,1,5
49,1.7024,14,0.4864,16,79,2.7446,1,13
50,1.7371,16,0.5559,18,86,2.9878,1,4
77,2.0192,8,0.2098,20,101,2.6486,1,10
60,1.5734,22,0.5769,16,131,3.4353,4,7
57,1.5553,21,0.573,17,111,3.0286,0,5
74,2.0191,13,0.3547,22,115,3.1378,1,8
39,1.4971,4,0.1536,12,63,2.4184,3,9
36,1.382,7,0.2687,14,54,2.0729,1,2
33,1.3904,4,0.1685,9,55,2.3174,2,8
25,1.0534,3,0.1264,6,40,1.6854,1,1
57,1.6356,23,0.66,19,99,2.8407,0,0
84,2.4103,19,0.5452,18,130,3.7303,1,10
58,1.6548,24,0.6847,19,101,2.8816,4,4
98,2.796,19,0.5421,19,151,4.3081,5,6
45,1.4041,7,0.2184,12,59,1.8409,0,2
49,1.5289,16,0.4992,13,97,3.0265,2,8
57,1.6922,15,0.4453,15,90,2.6719,3,4
61,1.811,9,0.2672,18,85,2.5235,3,16
57,1.874,8,0.263,21,79,2.5973,2,4
64,2.1041,8,0.263,21,84,2.7616,2,10
42,1.5789,12,0.4511,14,62,2.3308,3,4
43,1.6165,10,0.3759,13,76,2.8571,3,8
42,1.4384,7,0.2397,16,48,1.6438,3,6
47,1.6096,10,0.3425,13,81,2.774,0,11
48,1.5008,10,0.3127,19,82,2.5638,2,7
59,1.8447,10,0.3127,17,88,2.7514,2,12
51,1.8423,11,0.3974,15,77,2.7815,3,5
45,1.6255,8,0.289,14,72,2.6008,1,7
77,1.8495,21,0.5044,18,146,3.5068,1,8
77,1.8495,12,0.2882,24,108,2.5941,1,7
81,2.0377,32,0.805,22,149,3.7484,4,13
81,2.0377,7,0.1761,24,107,2.6918,1,2
67,1.917,24,0.6867,24,125,3.5765,0,5
62,1.774,5,0.1431,16,82,2.3462,1,4
54,1.8441,8,0.2732,16,78,2.6636,1,9
51,1.7416,22,0.7513,19,94,3.21,3,4
67,1.8864,8,0.2252,23,89,2.5059,2,7
64,1.802,11,0.3097,21,93,2.6185,4,8
52,1.8076,9,0.3129,13,77,2.6767,1,10
37,1.2862,11,0.3824,10,79,2.7462,1,1
36,1.3864,7,0.2696,10,57,2.1951,0,1
41,1.5789,2,0.077,12,60,2.3107,3,15
66,2.0582,8,0.2495,22,83,2.5884,1,3
55,1.7152,11,0.343,18,95,2.9626,1,13
66,1.8384,11,0.3064,22,107,2.9805,2,3
68,1.8942,11,0.3064,21,102,2.8412,1,12
39,1.328,5,0.1703,13,55,1.8729,0,4
45,1.5323,21,0.7151,15,93,3.1669,2,21
79,1.9379,14,0.3434,25,128,3.1398,3,11
84,2.0605,21,0.5151,23,135,3.3115,1,7
88,2.1128,20,0.4802,27,129,3.0972,2,12
82,1.9688,15,0.3601,21,129,3.0972,4,11
42,1.4815,13,0.4586,15,75,2.6455,1,12
52,1.8342,9,0.3175,20,81,2.8571,2,9
86,1.7985,14,0.2928,12,148,3.0952,1,10
85,1.7776,5,0.1046,28,114,2.3841,0,7
53,1.5362,3,0.087,18,81,2.3478,1,4
55,1.5942,10,0.2899,20,84,2.4348,0,6
64,1.8173,14,0.3975,17,97,2.7544,0,1
63,1.7889,14,0.3975,23,114,3.2371,2,9
62,1.6886,17,0.463,22,116,3.1593,1,6
76,2.0699,23,0.6264,22,121,3.2955,1,11
57,1.7229,20,0.6045,19,108,3.2645,2,12
63,1.9043,16,0.4836,21,93,2.8111,0,4
89,2.032,27,0.6164,28,161,3.6758,0,7
98,2.2374,29,0.6621,34,140,3.1963,4,12
85,2.0515,16,0.3862,29,132,3.1858,0,8
88,2.1239,14,0.3379,25,133,3.21,2,10
71,1.8394,23,0.5959,23,143,3.7047,2,11
80,2.0725,7,0.1813,25,98,2.5389,1,8
48,1.5593,6,0.1949,17,62,2.0141,2,4
40,1.2994,22,0.7147,17,90,2.9237,4,17
44,1.4675,12,0.4002,13,83,2.7682,0,2
44,1.4675,6,0.2001,11,58,1.9344,0,7
80,2.2803,13,0.3705,27,91,2.5938,3,9
60,1.7102,24,0.6841,20,111,3.1639,2,7
51,1.4912,6,0.1754,17,79,2.3099,0,13
62,1.8129,12,0.3509,23,89,2.6023,1,14
62,1.8425,10,0.2972,19,93,2.7637,0,3
54,1.6048,18,0.5349,24,99,2.9421,1,12
64,2.0513,12,0.3846,24,86,2.7564,1,1
53,1.6987,19,0.609,18,105,3.3654,0,2
71,1.7054,22,0.5284,25,122,2.9303,2,4
84,2.0176,11,0.2642,31,116,2.7862,2,9
62,1.7096,14,0.386,18,108,2.9779,0,12
60,1.6544,11,0.3033,19,102,2.8125,1,3
75,1.7724,10,0.2363,24,99,2.3395,3,11
83,1.9614,8,0.1891,26,108,2.5522,2,5
39,1.2207,13,0.4069,13,61,1.9092,1,1
49,1.5336,4,0.1252,13,67,2.097,2,12
56,1.6927,15,0.4534,18,89,2.6902,0,13
59,1.7834,15,0.4534,22,87,2.6297,0,5
48,1.6773,18,0.629,16,98,3.4246,3,13
50,1.7472,9,0.3145,11,65,2.2714,1,3
51,1.6416,13,0.4185,18,77,2.4785,0,7
57,1.8348,20,0.6438,17,115,3.7017,2,9
59,1.6246,20,0.5507,21,108,2.9738,4,5
68,1.8724,15,0.413,22,96,2.6434,2,10
60,1.9355,18,0.5806,17,111,3.5806,2,11
56,1.8065,16,0.5161,18,98,3.1613,1,4
51,1.6934,10,0.332,16,72,2.3907,0,3
55,1.8262,7,0.2324,19,81,2.6895,6,13
69,1.654,15,0.3596,17,123,2.9485,0,13
83,1.9896,14,0.3356,29,112,2.6848,1,5
42,1.2408,3,0.0886,12,53,1.5657,0,0
84,2.4815,18,0.5318,14,135,3.9882,3,11
59,1.9977,16,0.5418,24,80,2.7088,2,3
48,1.6253,12,0.4063,12,74,2.5056,4,15
59,1.7118,19,0.5513,21,106,3.0754,0,8
57,1.6538,13,0.3772,18,78,2.2631,1,7
41,1.4073,2,0.0686,18,52,1.7849,0,1
52,1.7849,7,0.2403,16,77,2.643,1,8
75,1.7415,20,0.4644,25,120,2.7864,0,11
100,2.322,15,0.3483,32,139,3.2276,1,7
27,1.4148,5,0.262,7,43,2.2533,8,16
9,0.4716,3,0.1572,4,23,1.2052,0,0
17,0.8543,5,0.2513,7,34,1.7085,2,3
20,1.005,4,0.201,6,37,1.8593,1,6
47,1.3796,13,0.3816,17,75,2.2016,0,0
53,1.5558,12,0.3523,17,103,3.0235,0,5
84,2.0504,33,0.8055,30,150,3.6615,2,14
80,1.9528,14,0.3417,24,113,2.7583,2,5
56,1.7997,8,0.2571,16,88,2.8281,0,0
43,1.3819,15,0.4821,15,80,2.571,1,3
66,1.7726,11,0.2954,18,99,2.6589,1,13
58,1.5577,10,0.2686,18,89,2.3903,0,3
57,1.6906,8,0.2373,18,95,2.8176,2,5
56,1.6609,7,0.2076,16,78,2.3134,1,7
32,1.2363,2,0.0773,6,39,1.5068,0,1
44,1.6999,6,0.2318,15,69,2.6658,5,15
39,1.5224,8,0.3123,14,57,2.2251,2,2
39,1.5224,13,0.5075,12,70,2.7326,2,8
36,1.3227,8,0.2939,15,48,1.7636,0,0
63,2.3148,20,0.7348,14,105,3.8579,0,14
56,1.8523,23,0.7607,16,114,3.7707,0,7
53,1.753,14,0.4631,18,76,2.5138,0,1
47,1.5572,15,0.497,14,78,2.5842,0,8
53,1.7559,7,0.2319,19,65,2.1535,0,0
75,2.0548,17,0.4658,22,117,3.2055,3,20
72,1.9726,19,0.5205,24,110,3.0137,1,6
83,2.0203,17,0.4138,27,123,2.9939,0,6
81,1.9716,17,0.4138,24,138,3.359,0,16
19,0.8817,6,0.2784,6,45,2.0882,0,1
30,1.3921,6,0.2784,9,55,2.5522,7,12
37,1.4859,9,0.3614,11,60,2.4096,3,12
31,1.245,12,0.4819,11,64,2.5703,3,6
63,1.9698,9,0.2814,20,92,2.8765,0,7
62,1.9385,8,0.2501,15,77,2.4075,2,7
48,2.2767,6,0.2846,8,61,2.8933,1,7
22,1.0435,9,0.4269,10,37,1.7549,0,1
45,1.6344,12,0.4358,17,78,2.8329,4,14
48,1.7433,10,0.3632,20,71,2.5787,2,5
84,1.9407,23,0.5314,24,132,3.0497,3,10
85,1.9638,12,0.2772,28,125,2.8879,1,6
36,1.3067,4,0.1452,10,52,1.8875,0,6
40,1.4519,14,0.5082,13,84,3.049,0,10
80,2.0059,27,0.677,26,133,3.3347,0,12
96,2.407,27,0.677,21,141,3.5353,0,5
46,1.6788,8,0.292,19,65,2.3723,0,0
49,1.7883,10,0.365,20,79,2.8832,2,6
47,1.4703,23,0.7195,13,99,3.097,0,14
51,1.5954,12,0.3754,13,73,2.2836,1,3
69,1.9771,22,0.6304,20,112,3.2092,3,8
68,1.9484,13,0.3725,26,106,3.0372,0,17
45,1.5306,9,0.3061,18,70,2.381,0,9
44,1.4966,14,0.4762,15,78,2.6531,1,2
47,1.5401,12,0.3932,21,85,2.7854,4,7
52,1.704,7,0.2294,18,75,2.4577,4,12
81,1.9448,22,0.5282,24,117,2.8091,2,6
71,1.7047,23,0.5522,25,116,2.7851,1,1
87,2.1805,18,0.4511,26,142,3.5589,0,10
90,2.2556,20,0.5013,30,125,3.1328,1,5
68,2.087,11,0.3376,21,97,2.977,2,6
54,1.6573,13,0.399,18,84,2.578,4,18
42,1.5604,15,0.5573,15,79,2.935,1,11
50,1.8576,14,0.5201,18,81,3.0093,2,4
64,1.7089,20,0.534,19,106,2.8304,0,4
71,1.8959,15,0.4005,17,115,3.0708,2,13
82,2.0356,18,0.4468,27,126,3.1278,1,7
70,1.7377,16,0.3972,19,119,2.9541,5,10
62,1.763,17,0.4834,17,114,3.2417,1,6
57,1.6209,27,0.7678,17,120,3.4123,0,2
49,1.6031,19,0.6216,19,91,2.9771,3,14
50,1.6358,6,0.1963,16,78,2.5518,3,6
68,1.6986,29,0.7244,21,145,3.622,2,14
72,1.7985,18,0.4496,24,119,2.9725,1,6
47,1.7882,5,0.1902,14,55,2.0926,0,6
43,1.636,14,0.5327,15,82,3.1198,0,1
23,1.1349,6,0.2961,9,46,2.2697,3,3
27,1.3322,11,0.5428,10,53,2.6151,5,12
60,1.877,25,0.7821,18,118,3.6913,3,6
61,1.9082,10,0.3128,19,82,2.5652,4,11
72,1.8783,22,0.5739,18,136,3.5478,0,4
71,1.8522,25,0.6522,26,134,3.4957,1,6
72,1.9226,21,0.5607,23,118,3.1509,1,4
71,1.8959,16,0.4272,23,120,3.2043,1,10
57,1.6132,10,0.283,14,111,3.1415,2,4
51,1.4434,7,0.1981,14,78,2.2075,1,12
56,1.6944,10,0.3026,22,92,2.7837,1,9
63,1.9062,11,0.3328,22,95,2.8744,3,6
62,1.8182,15,0.4399,22,89,2.61,4,8
52,1.5249,10,0.2933,17,78,2.2874,0,13
38,1.2604,14,0.4643,13,78,2.5871,1,5
51,1.6915,10,0.3317,15,73,2.4212,2,9
59,1.6558,9,0.2526,20,95,2.666,0,12
66,1.8522,11,0.3087,23,98,2.7502,3,13
81,2.1629,14,0.3738,29,106,2.8304,1,3
76,2.0294,11,0.2937,22,86,2.2964,0,2
33,1.1821,7,0.2507,10,60,2.1493,1,4
65,2.3284,8,0.2866,17,92,3.2955,4,12
78,2.0526,19,0.5,19,120,3.1579,0,7
61,1.6053,14,0.3684,24,87,2.2895,0,1
64,1.6509,16,0.4127,21,115,2.9665,4,19
75,1.9347,6,0.1548,22,87,2.2442,5,7
59,1.8573,11,0.3463,18,82,2.5813,2,12
58,1.8258,8,0.2518,16,85,2.6758,0,2
90,1.9258,14,0.2996,32,138,2.9529,3,14
93,1.99,16,0.3424,26,146,3.1241,3,12
77,1.848,8,0.192,25,98,2.352,5,14
12,0.288,4,0.096,12,30,0.72,0,8
62,1.8922,7,0.2136,19,78,2.3805,0,3
10,0.3052,10,0.3052,8,42,1.2818,0,9
63,1.8069,14,0.4015,16,84,2.4092,1,2
97,2.782,23,0.6597,19,155,4.4455,0,10
56,1.573,14,0.3933,20,87,2.4438,0,0
73,2.0506,14,0.3933,22,110,3.0899,0,2
80,1.9277,21,0.506,21,140,3.3735,1,13
97,2.3373,19,0.4578,28,139,3.3494,3,13
72,1.9636,17,0.4636,22,113,3.0818,0,9
64,1.7455,19,0.5182,19,111,3.0273,1,4
59,1.7789,26,0.7839,20,104,3.1357,0,1
62,1.8693,9,0.2714,18,86,2.593,1,10
21,0.5505,9,0.2359,7,56,1.4679,1,7
83,2.1756,11,0.2883,23,110,2.8834,0,0
36,0.7747,9,0.1937,20,55,1.1836,2,8
126,2.7116,25,0.538,29,188,4.0459,0,8
31,1.3071,4,0.1687,10,47,1.9817,1,7
9,0.3795,2,0.0843,4,11,0.4638,1,1
54,1.7657,11,0.3597,17,68,2.2234,0,3
7,0.2289,4,0.1308,8,29,0.9482,2,8
79,1.9442,24,0.5906,23,137,3.3716,1,7
77,1.895,19,0.4676,20,115,2.8302,0,3
127,3.1724,25,0.6245,22,163,4.0716,0,5
80,1.9983,26,0.6495,28,133,3.3222,1,8
56,1.7537,19,0.595,16,107,3.3507,0,13
70,2.1921,14,0.4384,19,100,3.1315,0,1
66,2.1533,11,0.3589,19,85,2.7732,0,9
39,1.2724,14,0.4568,11,95,3.0995,2,4
86,1.9398,15,0.3383,23,134,3.0226,2,10
96,2.1654,19,0.4286,33,128,2.8872,2,13
52,1.856,20,0.7139,18,101,3.605,1,13
46,1.6419,6,0.2142,15,72,2.5699,0,5
42,1.5319,12,0.4377,14,65,2.3708,2,3
63,2.2979,13,0.4742,13,101,3.6839,2,11
53,1.7657,14,0.4664,15,87,2.8984,2,6
45,1.4992,1,0.0333,12,54,1.799,2,7
48,1.4701,7,0.2144,13,80,2.4502,0,8
54,1.6539,8,0.245,15,87,2.6646,2,2
4,0.1354,5,0.1693,4,21,0.7111,2,9
62,2.0993,8,0.2709,14,75,2.5395,2,2
68,1.903,31,0.8675,18,103,2.8825,1,2
10,0.2799,3,0.084,7,23,0.6437,0,7
63,1.8138,18,0.5182,18,107,3.0806,0,6
52,1.4971,10,0.2879,14,70,2.0154,2,8
97,2.1389,26,0.5733,29,136,2.9989,0,5
101,2.2271,32,0.7056,32,161,3.5502,1,12
56,1.6859,9,0.2709,18,81,2.4385,2,2
58,1.7461,21,0.6322,19,119,3.5825,2,9
38,1.4286,17,0.6391,12,63,2.3684,1,14
47,1.7669,12,0.4511,16,73,2.7444,2,4
38,1.5811,11,0.4577,11,65,2.7046,0,0
12,0.4993,2,0.0832,4,18,0.749,2,4
40,1.3881,6,0.2082,14,61,2.1168,2,2
13,0.4511,2,0.0694,5,19,0.6593,3,12
57,1.7195,8,0.2413,19,75,2.2624,4,11
9,0.2715,1,0.0302,10,15,0.4525,2,8
56,1.6944,27,0.8169,17,121,3.6611,0,1
65,1.9667,10,0.3026,19,88,2.6626,0,2
38,1.434,14,0.5283,15,65,2.4528,2,2
32,1.2075,3,0.1132,7,51,1.9245,0,14
48,1.7465,13,0.473,19,71,2.5834,3,3
65,2.3651,16,0.5822,15,94,3.4203,1,11
66,2.0897,19,0.6016,20,97,3.0712,3,7
88,2.7863,36,1.1398,16,168,5.3193,1,2
88,2.7687,16,0.5034,22,130,4.0902,1,8
57,1.7934,16,0.5034,22,94,2.9575,4,12
83,2.2094,23,0.6122,25,130,3.4605,0,11
89,2.3691,27,0.7187,28,141,3.7533,0,7
17,0.4306,10,0.2533,17,35,0.8864,0,7
78,1.9755,10,0.2533,21,101,2.558,0,9
40,1.4467,6,0.217,13,49,1.7722,0,0
39,1.4105,14,0.5063,11,84,3.038,2,15
8,0.2646,4,0.1323,4,20,0.6615,2,8
50,1.6538,11,0.3638,14,79,2.613,2,6
71,2.0247,30,0.8555,22,118,3.365,0,5
93,2.6521,11,0.3137,22,124,3.5361,0,5
61,1.7412,14,0.3996,19,91,2.5975,3,13
64,1.8268,10,0.2854,18,90,2.569,2,6
70,2.1773,12,0.3733,24,95,2.9549,1,2
61,1.8974,31,0.9642,19,116,3.6081,4,11
42,1.5489,7,0.2581,14,64,2.3602,3,8
9,0.3319,4,0.1475,9,23,0.8482,5,8
69,1.6593,10,0.2405,22,106,2.5491,0,3
65,1.5631,18,0.4329,20,114,2.7415,1,11
50,1.5839,15,0.4752,15,73,2.3126,5,6
54,1.7107,9,0.2851,16,85,2.6927,4,13
63,2.2567,4,0.1433,15,86,3.0806,1,6
12,0.4299,4,0.1433,7,27,0.9672,3,6
57,1.823,15,0.4797,20,87,2.7825,1,2
20,0.6397,3,0.0959,8,33,1.0554,2,8
82,2.1107,10,0.2574,22,116,2.9858,1,4
28,0.7207,12,0.3089,12,58,1.4929,0,12
74,1.7824,16,0.3854,20,124,2.9868,0,12
76,1.8306,6,0.1445,22,98,2.3605,0,4
51,1.5439,5,0.1514,16,72,2.1796,1,8
62,1.8769,15,0.4541,19,100,3.0272,0,4
56,1.8919,8,0.2703,18,85,2.8716,1,2
53,1.7905,4,0.1351,16,72,2.4324,1,9
53,1.5543,13,0.3812,16,88,2.5806,3,9
59,1.7302,10,0.2933,17,65,1.9062,0,4
17,0.6119,1,0.036,14,19,0.6839,2,4
64,2.3035,8,0.2879,17,84,3.0234,2,11
70,2.4793,13,0.4604,13,100,3.5419,0,4
48,1.7001,11,0.3896,17,73,2.5856,0,8
60,1.61,3,0.0805,17,79,2.1199,2,16
71,1.9052,13,0.3488,20,103,2.7639,3,7
17,0.4359,6,0.1538,10,38,0.9744,0,11
63,1.6154,10,0.2564,18,111,2.8462,3,7
20,0.6685,2,0.0669,10,31,1.0362,1,8
45,1.5042,14,0.468,20,81,2.7075,1,2
65,1.9737,12,0.3644,23,81,2.4595,3,14
51,1.5486,11,0.334,16,97,2.9453,1,1
38,1.4569,8,0.3067,9,68,2.607,1,5
38,1.4569,13,0.4984,13,76,2.9137,1,11
