kills,assists,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,earned gpm,monsterkills,killsat15,assistsat15
7,6,517.7187,0.173983,1034.2404,1021.8414,300.8286,139,1,1
3,2,221.4686,0.15028,755.0189,597.0931,235.3217,115,2,1
4,8,362.7252,0.184613,814.3376,679.1673,357.1385,113,4,3
4,8,335.8782,0.139013,508.0025,742.8282,313.5828,176,1,0
3,4,175.5105,0.154441,809.7146,749.9429,194.8763,139,2,2
0,4,240.468,0.136303,856.131,695.1014,162.9641,149,0,2
9,8,544.0874,0.184824,909.8908,626.7083,288.3931,159,3,3
2,9,423.6231,0.224601,691.3274,494.1176,265.6741,198,1,2
1,3,87.4232,0.066494,707.2566,731.6502,145.8303,124,0,0
0,3,119.0891,0.0552163,714.2079,1052.7443,125.5352,182,0,0
3,4,330.035,0.190861,914.457,767.5516,233.951,223,1,1
2,5,221.0045,0.118997,705.0677,754.3002,179.4244,122,1,0
0,4,193.9842,0.182563,810.9142,475.395,161.8172,128,0,1
4,7,241.8868,0.0894796,722.7081,760.5549,187.636,156,2,0
1,7,168.9678,0.094876,860.5327,930.6104,163.1743,162,0,0
4,10,276.4619,0.128939,701.3916,1139.9334,170.3183,147,0,2
1,5,252.2576,0.13407,940.9697,671.6802,163.1902,182,1,3
1,1,304.3735,0.26175,424.5164,298.7423,196.1791,204,0,0
2,2,180.1143,0.118266,738.666,642.8776,200.8099,157,1,1
4,3,364.0559,0.215406,767.5642,894.4358,200.7486,162,4,0
1,6,305.7318,0.221078,829.4078,606.5698,162.8045,120,1,2
3,11,340.6216,0.210519,705.0315,820.6216,229.6682,166,2,2
2,3,228.257,0.140467,809.811,561.218,184.0823,199,1,1
0,0,19.4861,0.0135396,608.5173,514.0944,142.0135,160,0,0
3,5,173.3783,0.142442,845.4844,806.3353,216.8492,204,1,0
8,11,309.8413,0.154119,807.1306,1221.0501,259.3895,161,5,1
3,8,174.6032,0.0764583,601.7582,895.3846,175.58,134,1,3
5,8,339.7753,0.156865,754.2472,666.3708,246.3034,143,4,1
3,2,268.382,0.257262,938.3933,611.0899,190.6854,133,2,2
0,5,150.2941,0.0984889,849.0588,879.0294,159.1471,163,0,1
1,12,206.4706,0.0854753,728.8824,540.2059,175.7353,126,1,2
0,1,124.4471,0.115229,853.2337,562.5583,123.0843,114,0,0
2,7,272.2773,0.126314,787.5672,514.8237,200.3347,117,1,2
6,9,418.6371,0.175072,982.3047,675.3241,283.2798,140,1,2
4,2,225.9723,0.160141,842.5596,798.9141,170.4266,123,4,0
0,8,207.7305,0.10915,745.8934,975.8646,165.3242,213,0,2
4,5,256.9885,0.145891,990.1945,886.8156,198.4798,177,0,1
0,2,98.6315,0.0543037,498.2004,566.8642,146.6056,131,0,1
2,7,139.4289,0.0959788,627.4138,887.0366,247.5323,179,0,0
1,8,216.7913,0.106048,906.6437,810.8858,183.3957,155,1,2
1,4,138.4843,0.0875686,871.4173,778.376,161.9291,171,0,2
3,8,227.7012,0.122787,815.7846,803.7638,225.4777,147,0,1
1,2,81.9224,0.0735106,773.4337,502.7562,141.7834,128,0,1
0,14,198.4615,0.0979283,711.8444,856.1014,223.5839,198,0,1
1,8,235.2535,0.156121,856.2325,846.0052,210.2885,211,0,5
2,2,183.2469,0.11908,747.3397,1056.9986,184.502,169,0,0
3,10,271.5416,0.146502,958.4993,994.8431,235.7435,197,0,2
1,6,192.8599,0.130011,830.1727,552.8215,215.1631,144,0,4
0,2,113.3973,0.122971,627.9846,622.0729,167.1785,128,0,2
5,6,265.3652,0.133427,871.3483,423.0758,301.3904,140,2,1
1,0,168.6657,0.124673,827.0225,791.2079,166.1376,135,0,0
1,0,144.0459,0.159593,535.8967,447.5753,140.9469,134,0,0
4,6,254.089,0.168384,779.8278,749.5265,240.0861,209,1,2
1,3,112.6961,0.102608,532.2111,529.0442,134.9215,147,1,2
1,8,302.2825,0.192189,724.1655,714.7789,184.2511,168,1,3
0,0,98.0655,0.0770815,648.3931,360.312,106.9267,115,0,0
4,7,268.1747,0.193769,695.507,872.1061,282.5273,170,3,1
0,3,205.4725,0.098887,759.0995,586.1059,136.1504,134,0,1
4,14,337.526,0.163993,956.289,916.002,255.7645,163,2,4
7,3,320.9425,0.203532,836.7781,564.789,231.0247,138,3,1
3,13,284.5808,0.113989,699.9123,675.7479,242.0712,147,1,2
1,5,333.7218,0.254181,840.9023,470.4135,154.1729,104,1,4
1,9,146.8421,0.0749511,816.0526,637.2932,203.0451,133,1,2
2,2,160.6164,0.0865601,850.411,697.089,182.774,128,2,0
0,9,145.9247,0.0792936,698.3219,871.3014,202.9795,164,0,0
3,6,372.444,0.257434,712.9338,831.8395,199.6352,138,3,1
4,9,276.0188,0.118335,1026.1595,892.84,214.8306,175,1,1
1,4,148.4287,0.136254,746.9476,517.2426,176.5322,154,1,3
2,10,198.2059,0.139296,744.8164,704.2143,270.7766,153,1,4
3,10,267.2858,0.139342,882.442,1029.944,229.96,199,1,2
2,7,232.6501,0.115549,896.301,902.9544,173.3467,191,2,1
2,10,240.1006,0.142671,740.6038,761.283,199.5975,178,2,3
0,1,139.7987,0.103854,695.5975,574.9686,149.4591,184,0,0
1,3,202.8898,0.128549,847.3247,685.5222,218.7697,198,1,0
1,3,144.4063,0.0827282,913.4192,637.4535,147.6109,146,1,0
0,8,296.4826,0.136899,915.5037,536.107,202.6409,144,0,1
0,1,203.8019,0.129337,878.9641,671.5424,152.066,144,0,1
2,8,346.8794,0.176297,744.8334,562.1023,166.5134,140,2,0
4,8,222.8813,0.137818,885.6687,914.6973,192.642,140,3,2
4,5,559.467,0.260341,978.007,1058.2387,251.854,179,0,1
0,1,204.6466,0.123565,810.1043,860.3708,201.4484,174,0,1
0,2,153.0424,0.125118,825.6354,572.8498,177.3813,135,0,0
1,18,251.0526,0.111876,709.0629,700.7445,238.4596,123,0,1
3,2,174.605,0.119189,932.526,896.7879,197.2141,161,1,0
2,8,225.0936,0.100674,1001.4761,730.1663,219.6674,151,0,2
1,4,209.4708,0.115683,797.9109,925.6546,159.3593,157,1,1
5,6,546.9916,0.22449,672.7855,723.7047,282.5905,202,1,1
3,2,185.3121,0.121203,868.5358,856.4813,211.6686,132,0,0
3,12,264.8922,0.108776,986.7991,702.0885,230.0227,132,0,2
5,8,217.4325,0.136923,621.5863,714.0147,159.8855,101,2,2
1,6,148.6263,0.0861914,857.7351,832.175,135.8953,134,0,2
3,10,301.9928,0.117592,836.3025,847.1789,193.3013,156,2,2
7,5,303.6255,0.131018,908.9316,1512.557,232.0528,191,3,1
3,11,275.7319,0.130826,867.231,827.478,311.5344,183,2,0
4,5,362.6455,0.188473,546.5256,645.5026,205.0794,136,1,1
1,7,223.1649,0.0809679,884.8588,967.236,202.6699,237,0,1
3,4,323.1091,0.165209,942.3702,1398.1108,193.3426,212,1,0
1,4,224.4348,0.147914,524.7246,825.3913,181.4493,166,0,1
1,9,291.5072,0.166352,935.942,862.9565,235.4493,219,0,3
1,2,109.9479,0.0681726,846.3322,838.7222,171.2825,185,0,1
1,12,249.9669,0.126482,829.7208,654.4912,197.5769,144,0,3
4,3,256.9133,0.159081,779.4825,536.5683,164.3123,139,1,1
4,8,209.3055,0.111482,514.6164,754.453,249.3418,225,1,1
2,8,274.4887,0.167918,536.6146,444.1814,234.7103,175,1,2
0,5,84.7859,0.0760348,532.8967,482.8715,107.0932,105,0,0
2,7,151.3014,0.113556,627.9909,738.7443,206.621,207,0,0
4,7,181.1187,0.131795,672.0548,708.8584,170.1142,164,3,0
0,9,172.2767,0.0829094,779.0346,972.8399,167.4739,148,0,0
0,8,196.0016,0.130914,611.9952,600.4827,135.6637,168,0,2
3,11,262.9016,0.139849,846.3731,778.9378,224.3264,192,1,2
2,7,195.3368,0.123517,854.6891,705.3109,166.0881,166,1,1
2,2,381.0828,0.164669,917.2821,818.4949,175.9069,154,2,0
5,15,583.595,0.195166,1195.8744,1292.0303,273.5571,177,2,3
1,3,237.4986,0.225691,758.9883,685.3808,172.6626,154,0,0
3,7,288.4936,0.150401,918.1434,628.2824,226.9594,176,0,1
3,9,263.1164,0.143577,837.4632,799.5819,249.1211,171,0,4
3,7,252.4846,0.159294,518.8219,294.6983,207.2209,152,1,2
2,8,254.8246,0.110382,737.3099,469.883,184.3567,159,1,0
1,7,207.6901,0.0921606,756.1404,727.8363,183.3041,129,0,0
4,6,157.474,0.0929453,793.0758,659.792,183.8039,152,1,0
4,8,271.7385,0.141655,801.9019,784.7548,219.4056,159,1,2
2,2,160.5769,0.21553,621.5705,472.1474,192.0833,164,2,0
3,6,219.1987,0.176213,537.0513,878.1731,231.6346,167,1,0
0,3,157.1097,0.11198,763.1385,803.5148,146.229,175,0,0
4,12,281.265,0.127629,760.0641,1072.3619,232.9864,190,4,3
3,11,366.6728,0.155913,874.2188,755.7353,238.5386,172,1,0
2,5,269.5313,0.168097,848.9063,893.5478,193.704,172,1,2
4,4,238.8893,0.108327,827.1445,904.6081,220.9059,187,2,0
3,3,580.7404,0.402572,914.1788,543.8046,204.9547,233,1,1
2,0,229.7027,0.159128,712.9264,909.7966,203.6933,156,1,0
5,6,272.4257,0.131112,725.6025,638.3725,269.3271,166,3,0
1,12,269.6222,0.139976,737.5315,1050.6801,203.7884,151,0,0
1,4,315.3854,0.166234,872.1914,763.1033,175.8892,148,1,0
5,9,426.1852,0.187533,820.0466,733.8031,283.1217,175,0,3
0,4,191.9511,0.144942,912.3704,652.1724,151.7997,133,0,1
2,5,283.1009,0.181715,726.0193,760.2039,176.8133,139,0,0
4,11,355.3648,0.192781,748.0043,645.7403,222.8112,142,1,1
0,3,178.5131,0.120686,711.5466,511.1152,119.6145,132,0,2
4,7,259.3024,0.129046,676.9344,963.3593,233.4741,167,2,2
3,11,388.1613,0.189323,806.3548,589,212.9677,132,1,4
0,6,195.5806,0.106797,788.7097,846.9677,137.2903,128,0,2
3,5,285.5894,0.195162,814.5988,549.9945,162.7338,71,0,3
7,5,383.3426,0.145638,856.9673,1109.9502,290.902,148,3,2
2,11,301.1506,0.1284,687.3032,920.831,176.0447,172,1,0
3,4,256.0128,0.166607,856.3484,598.0583,158.6656,144,1,0
0,1,119.5569,0.108307,802.2747,441.4476,127.2674,132,0,1
5,9,333.1462,0.192789,1131.3146,730.0443,273.0281,190,1,4
3,1,205.2935,0.173969,775.3612,741.7381,182.8104,130,2,0
6,7,322.1106,0.157947,776.6817,688.6117,319.2325,208,2,2
5,5,248.8491,0.140211,783.8008,679.6712,201.47,163,1,1
2,13,356.3443,0.14497,999.9226,1091.1992,262.4275,208,0,1
1,1,136.7162,0.124601,765.4805,761.2929,173.8902,136,0,0
4,2,256.3043,0.129299,693.6384,387.8375,233.4096,166,1,0
1,10,386.0062,0.167188,696.6641,472.1053,208.5604,174,0,0
4,13,269.0248,0.107712,777.5387,1189.9458,247.082,190,1,3
5,9,400.8734,0.162552,1013.2402,691.3362,412.7686,145,3,4
1,2,287.1616,0.233559,845.607,458.5677,151.0218,98,1,1
2,1,262.0101,0.166512,842.2613,471.9598,155.3266,73,2,0
2,14,411.7588,0.176892,866.8342,686.2814,312.0101,129,2,4
0,0,164.1194,0.116557,732.5049,746.0372,130.9491,152,0,0
3,3,203.3659,0.0935799,770.4012,709.227,199.1683,138,1,1
1,7,177.8275,0.12266,889.9675,637.8112,172.2864,172,0,2
4,2,189.0806,0.0912862,765.3539,580.716,163.2303,122,2,1
1,2,130.9266,0.0772454,841.4783,547.8093,117.0112,91,1,1
1,5,307.8093,0.128752,828.7841,692.6192,229.0091,170,1,3
4,4,165.2014,0.0849527,809.0868,643.6437,207.0457,163,0,1
2,3,196.4369,0.118869,514.4852,753.4646,166.9472,156,1,0
1,6,336.6584,0.155696,815.2051,728.6307,221.6708,171,0,2
0,7,193.6134,0.11915,787.0292,474.0979,167.7212,156,0,1
0,2,175.557,0.125169,656.1751,546.877,115.132,86,0,1
4,7,260.2447,0.130641,719.575,957.4887,237.2569,125,1,3
3,0,247.8855,0.181486,908.0807,621.4704,194.2876,141,3,0
3,6,231.1776,0.0973773,701.4183,969.7983,216.0312,140,2,1
0,1,181.4697,0.116778,1038.6283,738.3711,117.9424,110,0,0
5,9,1023.4905,0.333385,1001.5554,923.8457,321.4207,179,0,1
2,6,210.2977,0.121955,799.2834,1064.1896,206.3947,140,1,0
1,0,149.6031,0.129499,934.333,834.9394,157.6075,133,0,0
1,4,237.5814,0.13406,766.7808,917.2943,208.6251,162,0,0
0,2,214.423,0.13757,873.429,681.2038,142.0652,128,0,0
11,11,460.8767,0.217072,1053.589,1087.8356,272.8219,134,2,2
2,4,304.3288,0.173451,888.3836,1046.3014,169.4795,164,1,0
2,6,237.9067,0.0921424,883.497,975.0426,193.8742,177,1,1
9,5,368.5436,0.165943,856.4787,1093.5091,267.5051,170,0,0
2,1,337.6334,0.237879,939.1647,869.884,185.1508,86,1,1
6,9,493.5499,0.182264,953.5499,1083.5267,345.2436,133,1,5
7,11,673.8153,0.239583,822.9317,1031.3253,326.8273,134,5,3
4,4,288.5944,0.189649,1005.3012,606.1044,203.2129,119,2,2
6,7,280.9901,0.113987,853.382,613.4758,244.1584,119,1,1
1,4,159.9896,0.0899139,841.7196,929.4216,141.1985,129,0,2
4,4,282.1186,0.15486,796.1265,791.9051,247.3043,130,1,1
1,1,148.6482,0.107835,698.9881,733.0909,179.668,125,0,0
3,13,369.5884,0.14574,792.385,737.6513,251.3317,147,2,4
3,4,301.8523,0.185047,705.5811,386.8402,261.6828,144,1,1
4,7,233.3462,0.133669,767.3392,900.4852,206.2226,225,1,2
0,9,157.6357,0.0930908,841.8714,1092.7532,180.0231,189,0,0
4,3,340.0726,0.195424,967.5136,801.2704,256.8784,145,0,0
2,7,257.8221,0.099743,789.3285,1163.5935,231.1434,152,2,1
5,9,353.0547,0.180533,864.3962,1048.0318,205.7,173,0,0
2,3,201.7885,0.106749,913.0882,967.7977,173.7819,212,2,0
0,2,26.3139,0.021879,484.1971,480.1095,162.3358,135,0,1
3,4,224.4526,0.139782,742.2263,744.8905,196.0219,126,2,0
4,8,502.586,0.212927,1030.1981,751.2826,248.4776,157,0,0
3,2,302.5339,0.149168,950.8029,926.3712,187.0386,149,2,0
1,4,185.788,0.120509,829.8281,527.0774,175.7593,162,0,2
3,12,236.533,0.108694,694.5845,707.1347,197.192,123,0,0
5,4,268.0952,0.108423,922.517,670.9524,221.2245,155,0,0
0,2,164.8639,0.152388,907.9592,1111.7687,129.0816,119,0,0
2,6,300.3932,0.180606,973.9596,646.9252,159.8798,122,2,3
3,9,331.7531,0.159753,807.4604,630.9011,235.4123,143,1,3
0,8,223.7215,0.0838583,683.9856,650.7563,152.0768,151,0,5
1,2,159.8559,0.10742,1112.9172,773.5894,153.8295,179,0,1
2,7,217.4185,0.123085,666.2406,1038.0702,192.1805,177,0,0
3,1,147.3935,0.113388,751.3784,480.7519,144.9123,141,1,0
2,6,269.0026,0.196401,979.9488,1013.2174,147.1611,136,0,3
4,11,324.399,0.123026,770.5473,646.1279,269.6777,171,1,3
7,3,453.2136,0.219284,882.7245,658.7368,282.4644,144,1,0
1,1,119.8885,0.079567,815.517,574.9226,152.7307,115,1,1
3,0,206.9693,0.0946479,651.1081,586.7557,213.3511,189,1,0
5,5,203.1509,0.105871,934.8999,771.2417,209.0788,140,0,2
1,11,322.7886,0.119355,726.9508,1017.7162,187.0252,192,0,2
0,6,159.7187,0.0956316,767.712,839.8014,101.4067,110,0,1
1,6,186.7678,0.125552,590.3033,581.346,161.5735,130,1,2
1,2,150.8531,0.0891282,590.9573,399.5261,157.7915,149,0,0
7,9,387.0229,0.153684,832.5082,1095.9324,269.4438,138,3,1
2,6,251.8103,0.113718,706.8811,502.5736,151.8321,104,1,3
2,10,156.5945,0.0885239,485.9201,811.2989,142.781,135,0,3
1,3,151.9983,0.14279,710.6578,1229.8501,177.2773,177,0,0
3,7,209.9049,0.101354,813.8998,914.3437,253.7349,150,1,0
1,1,138.7952,0.0942587,827.4826,453.5954,137.5777,106,0,0
0,3,118.3717,0.09331,826.9243,600.9375,141.3158,96,0,3
3,9,474.3257,0.195968,798.5033,496.7763,298.3717,135,3,4
2,5,172.8363,0.117608,599.2179,721.001,129.5099,101,2,2
6,8,280.073,0.150193,752.5965,800.1147,271.1887,161,5,3
0,6,138.0522,0.0848458,615.5478,845.3739,153.6261,147,0,3
0,5,85.5652,0.0545467,892.8,642.5478,165.7565,157,0,1
4,0,68.972,0.0427006,776.5287,719.9466,179.5995,155,1,0
4,11,237.6769,0.118268,744.1121,731.9092,222.3231,180,2,2
1,2,222.6792,0.12723,753.2264,627.1415,153.2547,176,0,1
6,9,267.1415,0.151494,910.2736,1336.8962,257.434,182,3,1
6,8,310.2874,0.15486,768.6233,868.8654,264.0847,173,2,2
2,6,285.8699,0.191422,962.2088,1349.1679,208.3812,163,2,3
4,5,556.6569,0.267552,1004.7801,574.5161,266.5689,225,2,2
1,4,102.0821,0.0556595,829.8827,483.8123,154.6921,106,1,0
4,2,157.4129,0.106108,824.8093,713.5987,189.4196,120,1,0
1,6,183.7148,0.0961231,797.1476,491.0448,193.0017,170,1,2
2,11,258.6623,0.111874,852.6006,974.1441,204.0505,173,0,1
4,7,501.8616,0.198418,672.8251,774.0786,218.0823,173,1,1
6,5,379.466,0.183692,895.0601,922.1362,244.0854,171,4,0
1,1,149.506,0.0858703,842.1896,823.9252,132.6302,147,1,0
0,1,144.1791,0.0973233,1002.3045,653.7672,132.7522,126,0,0
9,7,431.5701,0.218055,721.9701,652.2269,320.8836,138,2,3
0,7,140.5263,0.0819672,839.6316,699.7895,139.7105,128,0,0
0,2,218.9211,0.139501,759.0789,685.1842,151.6579,163,0,1
7,8,392.9407,0.177661,772.2356,740.7395,262.4936,193,1,1
1,6,226.1221,0.135261,754.1788,632.5795,127.0679,118,1,5
4,5,214.0609,0.123354,737.3137,608.5939,251.3326,134,1,0
1,0,195.6768,0.155478,706.4638,679.8006,178.7093,165,0,0
2,12,261.8046,0.132505,810.7703,781.776,182.0328,167,1,2
7,3,212.6106,0.0986243,732.796,737.9315,242.4822,209,2,1
4,8,248.136,0.0818509,912.912,836.952,161.904,121,3,1
5,6,738.336,0.242762,768.864,544.368,280.512,250,0,1
1,4,203.9878,0.127309,798.7996,729.8576,172.8586,144,0,0
3,3,218.2401,0.0919459,756.7141,812.1363,259.2879,205,1,0
1,2,240.2008,0.155328,821.9598,655.9847,168.5564,182,1,0
3,7,180.717,0.070556,735.5736,772.3709,215.9369,175,1,0
0,0,178.3708,0.19941,879.4101,716.7978,158.736,184,0,0
0,2,208.1461,0.117782,665.8708,588.427,156.3202,174,0,0
1,8,339.8072,0.156111,947.3253,1215.1325,178.8916,189,0,0
2,9,554.7711,0.220533,814,575.9277,210.747,212,2,1
6,5,351.6545,0.206671,733.0909,769.4727,243.7364,176,1,0
1,5,202.7182,0.122095,559.3091,487.5545,167.4273,147,0,1
2,2,136.2814,0.0744486,802.402,552.1809,168.3618,150,1,1
4,10,321.5578,0.182177,860.1709,662.804,217.5678,129,1,2
3,10,381.1271,0.165363,668.0996,923.7746,234.443,174,0,1
1,0,125.1376,0.0866755,794.6003,624.1153,162.6212,143,0,0
5,8,453.4218,0.182203,686.1263,393.2496,259.8207,205,3,0
2,6,266.8795,0.0949781,950.4878,822.9125,219.5337,183,0,1
4,7,356.2474,0.143989,912.2699,750.9065,293.9283,141,2,1
1,1,226.2544,0.126235,762.0801,628.6718,120.4216,89,1,1
1,3,291.6948,0.127087,844.9373,732.1308,167.1499,130,0,0
7,7,424.1199,0.186929,1021.4714,694.8229,278.6485,161,2,2
1,6,48.064,0.0228485,703.1173,497.4979,185.3897,157,0,1
2,1,132.7235,0.109179,747.1206,752.461,135.4553,137,0,0
1,4,209.8251,0.12354,780.05,572.9226,152.6728,157,0,0
4,2,248.368,0.140418,731.3655,859.6336,198.5595,182,1,0
4,13,519.833,0.216357,760.7411,729.3319,271.1587,177,0,2
1,1,153.1002,0.0957745,615.8142,750.7829,218.737,200,0,0
1,6,103.9804,0.0555149,705.2855,649.2985,221.1093,164,0,0
4,3,276.2806,0.211875,632.8222,583.3605,220.4241,162,2,2
6,10,450.5414,0.198887,824.0977,1367.2331,242.6391,187,2,1
8,7,334.9173,0.161008,873.2932,949.9624,257.2105,182,3,1
5,9,478.3581,0.193895,765.7942,683.7002,290.2201,177,0,1
0,3,206.8769,0.140601,842.4628,955.0387,209.1255,160,0,0
1,2,139.003,0.119628,639.4286,734.6991,159.1733,136,1,2
0,11,258.8571,0.14614,622.6505,596.0243,187.7325,152,0,2
2,1,139.889,0.0788959,826.9406,646.6741,179.367,140,1,1
0,5,291.8712,0.152522,766.4409,407.0072,212.5153,176,0,2
2,6,323.6447,0.167094,887.9326,855.2221,235.7734,165,1,1
3,4,238.7749,0.115184,1118.3461,1049.8928,172.5268,145,3,1
1,11,233.465,0.114617,569.5598,699.0068,184.8758,124,1,2
1,1,173.3296,0.120035,775.0226,814.8081,144.6163,122,1,1
0,5,155.709,0.131998,679.0299,527.7705,191.222,181,0,1
1,2,194.0485,0.132247,579.291,557.6866,223.8246,227,0,0
2,3,240.4607,0.164057,769.4626,525.2303,204.6737,173,1,0
2,4,241.6987,0.118696,618.7428,682.8311,206.4587,169,2,0
0,11,171.9515,0.0840148,627.1224,889.2834,149.1069,158,0,0
3,8,164.0794,0.0823256,653.2304,702.1389,177.9713,178,1,1
1,4,156.6984,0.084241,642.0271,796.4676,136.1064,102,1,1
3,11,332.9955,0.187755,850.0251,742.6091,216.6683,158,1,3
2,10,294.4737,0.130816,853.6842,630.188,278.797,151,1,2
1,0,257.0677,0.162126,829.3609,735.0752,168.1579,142,1,0
1,2,187.0735,0.136731,699.8197,663.1207,145.9639,110,1,1
3,9,373.4813,0.19403,777.7115,743.2594,260.7212,119,1,5
0,0,184.4419,0.11302,880.081,585.4598,152.3077,156,0,0
4,10,420.3123,0.194589,679.9884,420.3817,289.7976,166,0,3
2,9,268.2956,0.120512,973.454,797.2549,242.5038,172,0,2
5,6,415.6863,0.218817,674.2685,547.6923,229.5626,156,2,2
2,5,239.6672,0.112543,519.3646,1052.2239,201.1195,144,2,3
1,3,360,0.243164,1111.5582,855.6127,187.7156,152,1,1
2,2,277.0566,0.200022,715.0566,974.4906,190.0755,133,2,1
1,7,299.8113,0.113876,874.3019,802.9057,233.8491,145,0,1
0,3,210.7459,0.151989,806.1613,649.2298,164.9727,149,0,3
7,6,288.6113,0.123899,933.2201,671.6798,275.3669,162,1,2
1,5,269.0343,0.126713,914.7863,755.905,166.9235,141,0,3
3,7,425.3826,0.191964,1013.4142,1258.3536,259.314,181,1,0
2,7,319.7273,0.144203,824.8977,839.4651,202.6534,194,0,2
4,12,500.9858,0.237873,946.1877,1130.8757,295.5637,170,2,3
3,7,372.2449,0.178604,924.6229,1009.858,215.9361,192,0,0
0,5,184.2591,0.0705851,737.8083,1133.8776,147.8971,159,0,0
0,3,286.2474,0.109588,638.2946,489.6243,147.4293,179,0,1
2,5,379.7298,0.161904,1203.9004,1191.7434,202.2879,154,0,0
0,0,281.5552,0.162856,824.1953,680.8318,198.8788,151,0,0
5,10,464.4846,0.226504,852.3327,653.7071,277.2514,155,1,2
5,5,379.4818,0.148956,863.9802,888.7211,288.4564,143,2,2
3,2,214.9283,0.103378,866.097,686.8578,162.2051,112,2,0
1,0,53.8403,0.0362158,641.4354,514.135,162.1768,164,0,0
3,5,231.1312,0.148012,764.3726,944.6863,207.6901,153,0,1
6,12,461.5319,0.179039,877.3359,784.9667,250.2474,185,3,1
1,7,177.1456,0.0838162,950.352,749.0295,116.5176,98,1,3
0,1,101.7107,0.0853118,718.0404,479.9378,93.2504,100,0,1
3,6,306.9051,0.202023,922.0529,774.8989,258.6314,197,2,2
3,11,419.7787,0.159397,1142.7658,742.8642,235.8328,106,1,5
1,6,196.5581,0.0921364,772.4401,539.9631,204.5974,146,1,4
1,2,195.2465,0.134641,1008.8898,1060.2806,183.6553,143,0,0
1,6,280.1363,0.123862,733.4669,876.7455,179.2064,173,0,1
1,6,189.0285,0.0990998,760.2323,610.4541,166.6315,135,1,3
1,7,297.0222,0.119391,896.3886,1200.6969,197.4551,177,1,2
1,3,221.0866,0.0823427,774.7701,546.9134,211.8806,150,1,1
4,2,225.0985,0.147284,644.9552,375.4388,192.7881,108,1,2
1,0,111.7164,0.0804894,786.3646,643.3689,163.9126,162,1,0
4,3,227.8145,0.120747,622.2601,460.3305,205.9382,131,1,1
5,4,204.6332,0.117638,772.2265,857.0914,199.4337,173,3,0
5,11,355.9846,0.178835,832.0978,724.8906,224.7619,142,0,3
2,8,202.7379,0.090633,746.6158,592.6776,180.3131,178,0,0
2,2,305.1786,0.163164,1110.0602,956.387,165.3071,192,0,0
4,6,385.7013,0.139807,969.3845,942.6842,231.8567,160,1,1
0,2,140.6761,0.0717872,903.4813,665.6307,128.2644,112,0,0
1,2,292.6351,0.2344,771.0473,682.2297,175.6081,135,1,1
0,7,207.973,0.114522,677.9392,930.9797,169.2568,123,0,1
1,6,149.0029,0.0679396,668.651,1002.4633,198.2698,159,1,2
1,2,121.3196,0.0650748,790.7331,664.7801,147.0968,143,0,0
1,2,190.078,0.126183,642.0396,907.5945,141.8116,120,1,0
3,6,287.7984,0.135102,763.8392,720.8278,236.1848,155,0,1
2,2,363.4711,0.204908,865.9622,805.8205,184.1086,134,0,0
5,13,918.2763,0.355804,566.2456,325.608,358.0874,176,0,1
7,8,438.7299,0.160343,1065.5367,886.5832,256.3953,197,3,0
1,4,265.9481,0.11219,833.3453,633.5152,141.4669,124,1,0
5,7,322.641,0.136988,838.1538,1082.641,270.4359,204,1,0
2,5,203.5385,0.106372,964.9744,1001.0513,182.9487,214,2,3
5,9,378.5515,0.177795,975.4095,840.3677,245.1476,156,0,2
0,1,182.273,0.100097,664.6462,899.8997,156.7688,155,0,0
6,8,322.1964,0.165611,619.1599,889.3421,239.5749,170,4,0
4,0,221.417,0.137968,922.4696,725.5567,214.6154,160,3,0
1,4,227.4249,0.115957,789.738,583.6294,140.7412,106,0,1
2,7,374.1853,0.154899,847.476,825.3546,236.5495,143,0,1
1,9,215.3296,0.0846912,601.7095,827.3296,189.3855,145,1,4
2,0,237.1508,0.176597,820.0223,488.3464,125.7989,108,1,0
4,6,357.5039,0.209589,715.5382,917.6287,242.5273,186,1,2
2,0,108.8612,0.0741883,755.7254,501.4353,140.1872,132,1,0
1,6,261.1955,0.134306,779.5477,744.7173,211.1793,160,1,1
0,3,160.937,0.110355,895.9289,522.6817,141.2924,116,0,2
1,9,346.4906,0.139449,798.717,525.5849,218.0755,135,0,1
2,3,255.6981,0.160144,924.4151,708.717,180.6792,122,0,1
3,7,317.7873,0.151116,720.2256,787.7658,210.4189,156,2,4
1,5,258.1418,0.186602,706.1762,835.8754,209.42,202,1,4
0,1,196.3576,0.139167,910.794,682.9206,157.2793,136,0,1
2,11,201.1882,0.0989951,653.7701,816.3798,209.5502,137,0,3
4,7,316.5891,0.15054,667.9525,568.8456,241.5962,185,0,1
0,2,270.5273,0.130389,796.1615,1091.0309,142.7743,149,0,0
1,15,403.2589,0.152154,1066.8883,804.7847,213.2534,137,0,0
2,6,218.2561,0.0842197,665.297,607.455,199.2262,130,1,2
4,4,214.1949,0.102165,890.2119,839.3136,205.4746,166,1,1
4,4,290.3136,0.122106,824.822,728.4153,205.5254,142,1,0
0,9,97.5864,0.0823131,662.7318,529.1059,168.0856,112,0,3
2,0,151.5304,0.129603,581.6018,415.1289,141.9528,123,2,0
2,5,153.628,0.0891288,826.1881,812.8218,174.9505,157,1,0
0,5,142.1711,0.0609331,647.2065,776.5417,106.2518,120,0,1
0,2,93.8827,0.0557742,673.122,497.3693,183.4231,170,0,0
