gameid,league,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT02_3158638,LCK,Spring,0,2023/2/22 8:05,1,13.03,4,Blue,bot,vital,oe:player:252de481e83ab0bc87aada93aeb424c,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Zeri,1777,0,7,0,0,7,15,1,1,0,0,0,0,0,0,0.2364,0.7428,21193,715.5768,0.435461,550.8723,652.2003,0,0,12,0.4052,5,39,1.3168,14598,10697,361.1818,0.375653,14025,288,280,8,9.7243,3302,2446,59,3370,2959,80,-68,-513,-21,2,0,0,0,0,1,5458,4564,115,5200,5249,138,258,-685,-23,3,0,0,0,0,1
ESPORTSTMNT02_3158638,LCK,Spring,0,2023/2/22 8:05,1,13.03,5,Blue,sup,Peter,oe:player:ee051912ad5f9a97aa9ce4980cbb481,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Lulu,1777,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0.2364,0.7428,3074,103.7929,0.0631627,271.8064,153.9336,0,0,4,0.1351,13,61,2.0597,6629,2728,92.1103,0.0958092,6110,26,26,0,0.8779,2130,2062,11,2559,2358,3,-429,-296,8,0,2,0,0,0,0,3383,3839,20,3598,3541,6,-215,298,14,0,3,0,0,0,1
ESPORTSTMNT02_3158638,LCK,Spring,0,2023/2/22 8:05,1,13.03,6,Red,top,Doran,oe:player:a1f3b2bb3f36e5113237f92d76dc4c8,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Jayce,1777,1,4,0,2,15,7,0,0,0,0,0,0,0,0,0.5065,0.7428,25106,847.6984,0.315327,418.0416,479.5611,0,0,8,0.2701,6,50,1.6882,14606,10705,361.4519,0.26322,14300,302,259,43,10.197,3847,5182,101,3263,5063,88,584,119,13,0,0,0,0,0,0,6741,8464,161,4854,7503,135,1887,961,26,1,0,0,0,0,1
ESPORTSTMNT02_3158638,LCK,Spring,0,2023/2/22 8:05,1,13.03,7,Red,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Sejuani,1777,1,4,3,6,15,7,0,0,0,0,1,1,0,0,0.5065,0.7428,7274,245.605,0.0913601,1312.9769,1689.7243,0,0,9,0.3039,7,44,1.4856,11381,7480,252.5605,0.183925,11325,167,24,143,5.6387,3575,3224,64,2942,2974,55,633,250,9,2,0,1,0,2,1,5810,6296,100,4384,5562,93,1426,734,7,3,1,1,0,2,1
ESPORTSTMNT02_3158638,LCK,Spring,0,2023/2/22 8:05,1,13.03,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Sylas,1777,1,5,1,5,15,7,0,0,0,0,1,0,1,0,0.5065,0.7428,25137,848.7451,0.315716,954.8002,893.3146,0,0,12,0.4052,4,38,1.2831,14065,10164,343.1851,0.249918,11750,282,257,25,9.5217,3434,5213,81,3126,4480,82,308,733,-1,1,1,0,0,0,2,5895,8520,137,4732,7000,129,1163,1520,8,1,2,0,0,0,3
ESPORTSTMNT02_3158638,LCK,Spring,0,2023/2/22 8:05,1,13.03,9,Red,bot,Peyz,oe:player:5bbc2b92348d930ebd500cb9ce71bb7,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Varus,1777,1,2,1,5,15,7,0,0,0,0,0,0,0,0,0.5065,0.7428,14283,482.2622,0.179392,283.3877,215.9595,0,0,7,0.2364,7,34,1.148,11883,7982,269.5104,0.196268,9875,261,233,28,8.8126,3370,2959,80,3302,2446,59,68,513,21,0,0,1,2,0,0,5200,5249,138,5458,4564,115,-258,685,23,0,0,1,3,0,0
ESPORTSTMNT02_3158638,LCK,Spring,0,2023/2/22 8:05,1,13.03,10,Red,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Karma,1777,1,0,2,10,15,7,0,0,0,0,0,0,0,0,0.5065,0.7428,7819,264.0068,0.0982052,250.9736,210.5571,0,0,16,0.5402,12,116,3.9167,8239,4338,146.4716,0.10667,6650,28,28,0,0.9454,2559,2358,3,2130,2062,11,429,296,-8,0,0,0,0,2,0,3598,3541,6,3383,3839,20,215,-298,-14,0,0,1,0,3,0
ESPORTSTMNT02_3157736,LCK,Spring,0,2023/2/22 8:56,2,13.03,1,Blue,top,DnDn,oe:player:341e10748bb6d388250fd1f013e45a4,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,K'Sante,2145,0,0,4,5,11,20,0,0,0,0,0,0,0,0,0.3077,0.8671,11875,332.1678,0.154403,576.5035,1184.1678,0,0,4,0.1119,10,28,0.7832,12071,7420,207.5524,0.206031,12175,307,303,4,8.5874,3133,4437,78,3440,4704,72,-307,-267,6,0,0,1,1,0,0,4670,7217,124,5112,7425,117,-442,-208,7,0,0,1,1,0,0
ESPORTSTMNT02_3157736,LCK,Spring,0,2023/2/22 8:56,2,13.03,2,Blue,jng,Sylvie,oe:player:1a75a7cf8c98442be881fed562346f5,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Wukong,2145,0,0,4,8,11,20,0,0,0,0,1,0,1,0,0.3077,0.8671,11505,321.8182,0.149592,889.1469,762.5175,0,0,15,0.4196,12,56,1.5664,9704,5053,141.3427,0.140303,9350,153,22,131,4.2797,3219,3296,62,3198,3544,63,21,-248,-1,0,3,0,0,1,1,4450,4512,86,4916,5957,111,-466,-1445,-25,0,3,0,0,1,1
ESPORTSTMNT02_3157736,LCK,Spring,0,2023/2/22 8:56,2,13.03,3,Blue,mid,FIESTA,oe:player:5ee64eb3feb02e60832a2265db54f71,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Akali,2145,0,6,4,2,11,20,1,0,0,0,1,0,1,0,0.3077,0.8671,22052,616.8392,0.286728,712.3357,632.3357,0,0,7,0.1958,11,39,1.0909,14645,9994,279.5524,0.277507,15010,290,282,8,8.1119,3585,4273,78,2918,3861,74,667,412,4,2,1,0,0,0,2,5646,7319,135,4942,7072,134,704,247,1,2,1,0,0,0,2
ESPORTSTMNT02_3157736,LCK,Spring,0,2023/2/22 8:56,2,13.03,4,Blue,bot,vital,oe:player:252de481e83ab0bc87aada93aeb424c,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Zeri,2145,0,4,3,5,11,20,0,0,0,0,1,1,0,0,0.3077,0.8671,28582,799.4965,0.371634,540.1119,619.972,0,0,13,0.3636,5,44,1.2308,15550,10899,304.8671,0.302638,15125,369,351,18,10.3217,3542,2968,69,3232,3144,85,310,-176,-16,1,2,0,0,0,0,5349,5351,122,5209,5752,150,140,-401,-28,1,2,0,0,0,0
ESPORTSTMNT02_3157736,LCK,Spring,0,2023/2/22 8:56,2,13.03,5,Blue,sup,Peter,oe:player:ee051912ad5f9a97aa9ce4980cbb481,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Lulu,2145,0,1,5,8,11,20,0,0,0,0,1,0,1,0,0.3077,0.8671,2895,80.979,0.0376419,399.7203,264.5315,0,0,7,0.1958,23,88,2.4615,7299,2648,74.0699,0.0735199,6750,31,31,0,0.8671,2213,2363,11,2640,2501,8,-427,-138,3,0,3,0,0,0,0,3147,3302,18,3657,3886,11,-510,-584,7,0,3,0,0,0,0
ESPORTSTMNT02_3157736,LCK,Spring,0,2023/2/22 8:56,2,13.03,6,Red,top,Doran,oe:player:a1f3b2bb3f36e5113237f92d76dc4c8,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Jax,2145,1,4,2,11,20,11,1,0,0,0,0,0,0,0,0.5594,0.8671,17479,488.9231,0.201313,812,853.5944,0,0,3,0.0839,6,35,0.979,16938,12287,343.6923,0.246699,16400,331,291,40,9.2587,3440,4704,72,3133,4437,78,307,267,-6,1,0,0,0,0,1,5112,7425,117,4670,7217,124,442,208,-7,1,0,0,0,0,1
ESPORTSTMNT02_3157736,LCK,Spring,0,2023/2/22 8:56,2,13.03,7,Red,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Sejuani,2145,1,2,2,11,20,11,0,0,0,0,0,0,0,1,0.5594,0.8671,9245,258.6014,0.106479,779.7203,1259.8881,0,0,22,0.6154,9,79,2.2098,12530,7879,220.3916,0.158192,10275,221,43,178,6.1818,3198,3544,63,3219,3296,62,-21,248,1,0,1,1,0,3,0,4916,5957,111,4450,4512,86,466,1445,25,0,1,1,0,3,0
ESPORTSTMNT02_3157736,LCK,Spring,0,2023/2/22 8:56,2,13.03,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Kassadin,2145,1,9,3,10,20,11,2,2,0,0,0,0,0,0,0.5594,0.8671,33318,931.972,0.383737,923.1329,781.0629,0,0,14,0.3916,8,48,1.3427,18333,13682,382.7133,0.274709,14810,359,323,36,10.042,2918,3861,74,3585,4273,78,-667,-412,-4,0,0,2,2,1,0,4942,7072,134,5646,7319,135,-704,-247,-1,0,0,2,2,1,0
ESPORTSTMNT02_3157736,LCK,Spring,0,2023/2/22 8:56,2,13.03,9,Red,bot,Peyz,oe:player:5bbc2b92348d930ebd500cb9ce71bb7,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Varus,2145,1,5,2,7,20,11,1,0,0,0,0,0,0,0,0.5594,0.8671,21443,599.8042,0.246968,355.8322,235.4126,0,0,7,0.1958,5,37,1.035,15999,11348,317.4266,0.227845,13375,357,332,25,9.986,3232,3144,85,3542,2968,69,-310,176,16,0,0,0,1,2,0,5209,5752,150,5349,5351,122,-140,401,28,0,0,0,1,2,0
ESPORTSTMNT02_3157736,LCK,Spring,0,2023/2/22 8:56,2,13.03,10,Red,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Karma,2145,1,0,2,12,20,11,0,0,0,0,0,0,0,0,0.5594,0.8671,5340,149.3706,0.061503,264.7552,159.1888,0,0,15,0.4196,12,125,3.4965,9261,4610,128.951,0.0925548,7700,27,25,2,0.7552,2640,2501,8,2213,2363,11,427,138,-3,0,0,0,0,3,0,3657,3886,11,3147,3302,18,510,584,-7,0,0,0,0,3,0
ESPORTSTMNT02_3159649,LCK,Spring,0,2023/2/22 10:42,1,13.03,1,Blue,top,Kiin,oe:player:03daae1844b9ad257324c3eedf41e28,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Gragas,1674,0,0,1,1,1,14,0,0,0,0,0,0,0,0,0.0358,0.5376,11655,417.7419,0.290171,808.6738,775.5914,0,0,5,0.1792,2,25,0.8961,8721,5030,180.2867,0.223623,8700,225,225,0,8.0645,3334,4938,87,3574,4895,83,-240,43,4,0,1,0,1,0,1,4826,7247,131,5444,7523,135,-618,-276,-4,0,1,0,1,0,1
ESPORTSTMNT02_3159649,LCK,Spring,0,2023/2/22 10:42,1,13.03,2,Blue,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Vi,1674,0,0,3,1,1,14,0,0,0,0,0,0,0,0,0.0358,0.5376,2952,105.8065,0.073495,687.8853,1063.9785,0,0,11,0.3943,8,47,1.6846,7328,3637,130.3584,0.161698,7000,155,14,141,5.5556,3022,3520,69,2863,3097,61,159,423,8,0,1,0,0,1,0,4257,5213,95,4465,5279,92,-208,-66,3,0,1,0,0,2,0
ESPORTSTMNT02_3159649,LCK,Spring,0,2023/2/22 10:42,1,13.03,3,Blue,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Taliyah,1674,0,1,3,0,1,14,0,0,0,0,0,0,0,0,0.0358,0.5376,13576,486.595,0.337997,335.1971,207.5986,0,0,1,0.0358,2,17,0.6093,9660,5969,213.9427,0.265365,9385,277,269,8,9.9283,3585,4976,93,3311,4803,91,274,173,2,1,0,0,0,1,0,5085,7514,142,5564,7921,149,-479,-407,-7,1,0,1,1,2,0
ESPORTSTMNT02_3159649,LCK,Spring,0,2023/2/22 10:42,1,13.03,4,Blue,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Lucian,1674,0,0,3,0,1,14,0,0,0,0,0,0,0,0,0.0358,0.5376,8286,296.9892,0.206294,421.5771,222.1864,0,0,20,0.7168,4,58,2.0789,10052,6361,227.9928,0.282791,9750,266,262,4,9.5341,3327,3331,85,3326,3314,91,1,17,-6,0,0,0,0,0,0,4936,5155,131,5711,5667,146,-775,-512,-15,0,0,1,1,1,0
ESPORTSTMNT02_3159649,LCK,Spring,0,2023/2/22 10:42,1,13.03,5,Blue,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Nami,1674,0,0,4,1,1,14,0,0,0,0,0,0,0,1,0.0358,0.5376,3697,132.509,0.092043,409.4624,189.9283,0,0,1,0.0358,13,52,1.8638,5187,1496,53.6201,0.0665226,5060,7,7,0,0.2509,2242,2403,4,2337,2606,2,-95,-203,2,0,1,1,0,1,0,3080,3458,7,3389,3966,6,-309,-508,1,0,1,1,0,3,0
ESPORTSTMNT02_3159649,LCK,Spring,0,2023/2/22 10:42,1,13.03,6,Red,top,Canna,oe:player:7577c239c73fa5f3011cd7b5503e75e,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Renekton,1674,1,3,1,1,14,1,0,0,0,0,1,1,0,0,0.5018,0.5376,9830,352.3297,0.176472,823.1541,616.2724,0,0,4,0.1434,7,23,0.8244,11745,8054,288.6738,0.229235,10725,261,247,14,9.3548,3574,4895,83,3334,4938,87,240,-43,-4,1,0,1,0,1,0,5444,7523,135,4826,7247,131,618,276,4,1,0,1,0,1,0
ESPORTSTMNT02_3159649,LCK,Spring,0,2023/2/22 10:42,1,13.03,7,Red,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Wukong,1674,1,2,0,8,14,1,0,0,0,0,1,0,1,0,0.5018,0.5376,7662,274.6237,0.137551,851.5412,728.3871,0,0,12,0.4301,12,50,1.7921,9953,6262,224.4444,0.178233,8950,175,15,160,6.2724,2863,3097,61,3022,3520,69,-159,-423,-8,0,1,0,0,1,0,4465,5279,92,4257,5213,95,208,66,-3,0,2,0,0,1,0
ESPORTSTMNT02_3159649,LCK,Spring,0,2023/2/22 10:42,1,13.03,8,Red,mid,ShowMaker,oe:player:5f8ff49cd56eae61d635966b183a451,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Akali,1674,1,4,0,5,14,1,0,0,0,0,1,0,1,0,0.5018,0.5376,18218,652.9749,0.327056,588.4229,373.6201,0,0,4,0.1434,9,28,1.0036,11701,8010,287.0968,0.227983,10275,257,253,4,9.2115,3311,4803,91,3585,4976,93,-274,-173,-2,0,1,0,1,0,0,5564,7921,149,5085,7514,142,479,407,7,1,2,0,1,0,1
ESPORTSTMNT02_3159649,LCK,Spring,0,2023/2/22 10:42,1,13.03,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Zeri,1674,1,4,0,7,14,1,1,0,0,0,0,0,0,0,0.5018,0.5376,16469,590.2867,0.295657,339.2473,591.828,0,0,14,0.5018,5,44,1.5771,13108,9417,337.5269,0.268027,12250,302,286,16,10.8244,3326,3314,91,3327,3331,85,-1,-17,6,0,0,0,0,0,0,5711,5667,146,4936,5155,131,775,512,15,1,1,0,0,0,1
ESPORTSTMNT02_3159649,LCK,Spring,0,2023/2/22 10:42,1,13.03,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Lulu,1674,1,1,0,12,14,1,0,0,0,0,1,0,1,0,0.5018,0.5376,3524,126.3082,0.0632641,214.2294,152.8674,0,0,10,0.3584,15,87,3.1183,7082,3391,121.5412,0.0965227,6025,10,10,0,0.3584,2337,2606,2,2242,2403,4,95,203,-2,0,1,0,0,1,1,3389,3966,6,3080,3458,7,309,508,-1,0,3,0,0,1,1
ESPORTSTMNT02_3158788,LCK,Spring,0,2023/2/22 11:34,2,13.03,1,Blue,top,Canna,oe:player:7577c239c73fa5f3011cd7b5503e75e,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Renekton,1888,1,2,1,3,8,5,1,0,0,0,0,0,0,1,0.2542,0.4131,14923,474.2479,0.195279,876.6419,692.2881,0,0,5,0.1589,7,27,0.8581,13530,9403,298.8242,0.242665,12025,303,276,27,9.6292,3858,5265,102,3158,4678,84,700,587,18,0,0,0,0,0,0,5758,8285,156,5091,7861,147,667,424,9,0,0,0,0,0,0
ESPORTSTMNT02_3158788,LCK,Spring,0,2023/2/22 11:34,2,13.03,2,Blue,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Nidalee,1888,1,2,0,4,8,5,0,0,0,0,0,0,0,0,0.2542,0.4131,17165,545.4979,0.224617,1005.9216,558.7818,0,0,21,0.6674,11,110,3.4958,11956,7829,248.803,0.202044,10925,232,31,201,7.3729,3286,3752,75,2755,3179,59,531,573,16,0,0,0,0,0,0,4940,5617,112,4176,5272,93,764,345,19,0,0,0,0,0,0
ESPORTSTMNT02_3158788,LCK,Spring,0,2023/2/22 11:34,2,13.03,3,Blue,mid,ShowMaker,oe:player:5f8ff49cd56eae61d635966b183a451,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Jayce,1888,1,2,1,2,8,5,0,0,0,0,0,0,0,0,0.2542,0.4131,18484,587.4153,0.241877,453.9407,338.1356,0,0,8,0.2542,10,39,1.2394,12809,8682,275.911,0.224058,11225,298,280,18,9.4703,3260,5108,95,3058,4987,85,202,121,10,0,0,0,0,0,0,5386,7796,147,4552,7213,125,834,583,22,0,0,0,0,0,0
ESPORTSTMNT02_3158788,LCK,Spring,0,2023/2/22 11:34,2,13.03,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Varus,1888,1,2,0,4,8,5,0,0,0,0,0,0,0,0,0.2542,0.4131,20059,637.4682,0.262487,329.0784,249.1843,0,0,10,0.3178,5,48,1.5254,13972,9845,312.8708,0.254072,12300,329,304,25,10.4555,3461,3077,92,2845,3105,68,616,-28,24,0,0,0,0,0,0,6441,6013,157,4559,5288,117,1882,725,40,0,0,0,0,0,0
ESPORTSTMNT02_3158788,LCK,Spring,0,2023/2/22 11:34,2,13.03,5,Blue,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Karma,1888,1,0,3,4,8,5,0,0,0,0,0,0,0,0,0.2542,0.4131,5788,183.9407,0.0757403,267.5847,124.2267,0,0,10,0.3178,18,99,3.1462,7117,2990,95.0212,0.0771614,6250,18,18,0,0.572,2450,2901,6,2072,2046,8,378,855,-2,0,0,0,0,0,0,3431,3598,10,2958,2883,12,473,715,-2,0,0,0,0,0,0
ESPORTSTMNT02_3158788,LCK,Spring,0,2023/2/22 11:34,2,13.03,6,Red,top,Kiin,oe:player:03daae1844b9ad257324c3eedf41e28,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Sion,1888,0,0,2,4,5,8,0,0,0,0,1,0,1,0,0.1589,0.4131,11068,351.7373,0.258128,1155.9216,2254.6716,0,0,11,0.3496,9,45,1.4301,10452,6325,201.0064,0.234486,10125,263,263,0,8.3581,3158,4678,84,3858,5265,102,-700,-587,-18,0,0,0,0,0,0,5091,7861,147,5758,8285,156,-667,-424,-9,0,0,0,0,0,0
ESPORTSTMNT02_3158788,LCK,Spring,0,2023/2/22 11:34,2,13.03,7,Red,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Wukong,1888,0,1,2,0,5,8,0,0,0,0,0,0,0,0,0.1589,0.4131,5800,184.322,0.135267,690.7309,721.9068,0,0,22,0.6992,7,59,1.875,8186,4059,128.9936,0.150477,8065,158,35,123,5.0212,2755,3179,59,3286,3752,75,-531,-573,-16,0,0,0,0,0,0,4176,5272,93,4940,5617,112,-764,-345,-19,0,0,0,0,0,0
ESPORTSTMNT02_3158788,LCK,Spring,0,2023/2/22 11:34,2,13.03,8,Red,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Akali,1888,0,2,1,1,5,8,0,0,0,0,1,1,0,0,0.1589,0.4131,11755,373.5699,0.27415,626.5042,374.1737,0,0,5,0.1589,6,29,0.9216,11161,7034,223.5381,0.260771,11050,269,269,0,8.5487,3058,4987,85,3260,5108,95,-202,-121,-10,0,0,0,0,0,0,4552,7213,125,5386,7796,147,-834,-583,-22,0,0,0,0,0,0
ESPORTSTMNT02_3158788,LCK,Spring,0,2023/2/22 11:34,2,13.03,9,Red,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Caitlyn,1888,0,2,1,1,5,8,0,0,0,0,1,0,1,0,0.1589,0.4131,9112,289.5763,0.21251,243.6229,577.8496,0,0,14,0.4449,2,37,1.1758,11617,7490,238.0297,0.277677,11600,287,278,9,9.1208,2845,3105,68,3461,3077,92,-616,28,-24,0,0,0,0,0,0,4559,5288,117,6441,6013,157,-1882,-725,-40,0,0,0,0,0,0
ESPORTSTMNT02_3158788,LCK,Spring,0,2023/2/22 11:34,2,13.03,10,Red,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Lux,1888,0,0,2,5,5,8,0,0,0,0,1,0,1,0,0.1589,0.4131,5143,163.4428,0.119945,325.9004,166.5572,0,0,8,0.2542,19,78,2.4788,6193,2066,65.6568,0.0765895,5750,24,23,1,0.7627,2072,2046,8,2450,2901,6,-378,-855,2,0,0,0,0,0,0,2958,2883,12,3431,3598,10,-473,-715,2,0,0,0,0,0,0
ESPORTSTMNT02_3161272,LCK,Spring,0,2023/2/23 8:07,1,13.03,1,Blue,top,Kingen,oe:player:618a87d272773f68239d8ce5555f39d,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Gnar,2227,1,1,3,9,17,6,0,0,0,0,0,0,0,0,0.458,0.6197,23019,620.1796,0.254006,796.9466,902.1823,0,0,2,0.0539,9,25,0.6736,14575,9756,262.8469,0.197478,12825,303,272,31,8.1634,3319,5051,90,3130,4698,77,189,353,13,0,0,0,0,0,0,5395,7612,137,4886,7595,131,509,17,6,0,0,0,0,0,0
ESPORTSTMNT02_3161272,LCK,Spring,0,2023/2/23 8:07,1,13.03,2,Blue,jng,Clid,oe:player:d3abb04a273ed8615be5f54a391818e,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Vi,2227,1,5,1,6,17,6,0,0,0,0,1,1,0,0,0.458,0.6197,10744,289.4656,0.118556,799.6138,1612.3215,0,0,18,0.485,19,81,2.1823,13364,8545,230.22,0.172966,11725,208,25,183,5.604,3022,3625,60,3044,3539,74,-22,86,-14,0,0,0,0,0,0,5045,6231,98,4445,5418,112,600,813,-14,1,0,0,0,0,0
ESPORTSTMNT02_3161272,LCK,Spring,0,2023/2/23 8:07,1,13.03,3,Blue,mid,ZEKA,oe:player:54cfc6c3d11e0b534fd0958653bb240,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Kassadin,2227,1,10,0,5,17,6,2,1,0,0,1,0,1,0,0.458,0.6197,25058,675.1145,0.276505,775.6354,877.0454,0,0,13,0.3502,10,48,1.2932,19537,14718,396.5335,0.297914,17900,398,376,22,10.7229,3126,4753,93,3493,5106,95,-367,-353,-2,0,0,0,0,0,0,5300,8082,154,5404,7733,144,-104,349,10,0,1,0,0,0,1
ESPORTSTMNT02_3161272,LCK,Spring,0,2023/2/23 8:07,1,13.03,4,Blue,bot,Viper,oe:player:9573154ad8bc9459b4c0d940315054f,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Zeri,2227,1,1,1,11,17,6,0,0,0,0,0,0,0,0,0.458,0.6197,26508,714.1805,0.292505,330.8756,949.5734,0,0,25,0.6736,7,84,2.2631,16757,11938,321.6345,0.241644,14075,420,390,30,11.3157,3597,3227,97,3181,3230,83,416,-3,14,0,0,0,0,0,0,5547,5393,158,4791,5579,130,756,-186,28,0,0,0,0,0,0
ESPORTSTMNT02_3161272,LCK,Spring,0,2023/2/23 8:07,1,13.03,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Lulu,2227,1,0,1,12,17,6,0,0,0,0,0,0,0,0,0.458,0.6197,5295,142.6583,0.0584282,220.7095,134.1176,0,0,21,0.5658,18,118,3.1792,9265,4446,119.7845,0.0899981,8550,45,45,0,1.2124,2293,2582,15,2289,2467,4,4,115,11,0,0,0,0,0,0,3468,4030,23,3181,3545,7,287,485,16,0,0,0,0,0,0
ESPORTSTMNT02_3161272,LCK,Spring,0,2023/2/23 8:07,1,13.03,6,Red,top,Morgan,oe:player:f73dde2d8c7879ae8d1fcdc03c4ffeb,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Camille,2227,0,1,3,1,6,17,0,0,0,0,0,0,0,0,0.1617,0.6197,12075,325.3256,0.15356,707.445,761.7063,0,0,10,0.2694,8,40,1.0777,13167,8348,224.9124,0.238601,13700,321,317,4,8.6484,3130,4698,77,3319,5051,90,-189,-353,-13,0,0,0,0,0,0,4886,7595,131,5395,7612,137,-509,-17,-6,0,0,0,0,0,0
ESPORTSTMNT02_3161272,LCK,Spring,0,2023/2/23 8:07,1,13.03,7,Red,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Sejuani,2227,0,1,3,3,6,17,0,0,0,0,0,0,0,0,0.1617,0.6197,11112,299.3803,0.141313,1125.2896,1349.2591,0,0,20,0.5388,14,73,1.9668,9802,4983,134.2524,0.142427,9550,184,40,144,4.9573,3044,3539,74,3022,3625,60,22,-86,14,0,0,0,0,0,0,4445,5418,112,5045,6231,98,-600,-813,14,0,0,0,1,0,0
