gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15
ESPORTSTMNT02_2578570,complete,LCK,2022,0,2022/2/11 12:35,2,12.02,4,Blue,bot,Hans SamD,oe:player:90b5929ccb644ca52c504f4376faad3,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Jhin,2570,1,6,0,4,12,8,1,0,0,0,0,0,0,0,0.2802,0.4669,2,0,21910,511.5175,0.282597,326.9183,204.3735,18,0.4202,14,0.3268,5,49,1.144,19607,14088,328.9027,0.319717,18955,424,390,34,9.8988,3375,3172,88,3212,3205,86,163,-33,2,0,0,0,0,0,0,4923,5437,136,5103,5801,146,-180,-364,-10,0,0,0,0,0
ESPORTSTMNT02_2578570,complete,LCK,2022,0,2022/2/11 12:35,2,12.02,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Aphelios,2570,0,5,3,2,8,12,1,0,0,0,0,0,0,0,0.1868,0.4669,0,2,22339,521.5331,0.321656,476.965,571.9844,24,0.5603,9,0.2101,6,60,1.4008,17319,11800,275.4864,0.255025,15700,354,313,41,8.2646,3212,3205,86,3375,3172,88,-163,33,-2,0,0,0,0,0,0,5103,5801,146,4923,5437,136,180,364,10,0,0,0,0,0
ESPORTSTMNT02_2578572,complete,LCK,2022,0,2022/2/11 13:41,3,12.02,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Zeri,2431,1,10,2,4,15,9,2,2,2,0,0,0,0,1,0.3702,0.5923,1,0,32846,810.6787,0.470688,373.9696,437.7458,21,0.5183,22,0.543,8,79,1.9498,20880,15646,386.1621,0.323194,18308,413,368,45,10.1933,3290,3491,87,3670,3005,82,-380,486,5,0,1,1,1,0,1,5187,5448,136,5736,4964,132,-549,484,4,0,1,1,1,0
ESPORTSTMNT02_2578572,complete,LCK,2022,0,2022/2/11 13:41,3,12.02,9,Red,bot,Hans SamD,oe:player:90b5929ccb644ca52c504f4376faad3,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Jinx,2431,0,5,4,1,9,15,0,0,0,0,1,1,0,0,0.2221,0.5923,0,1,15329,378.3381,0.210827,415.8289,186.9107,15,0.3702,25,0.617,4,66,1.629,17906,12672,312.7602,0.310949,17050,419,368,51,10.3414,3670,3005,82,3290,3491,87,380,-486,-5,1,0,1,0,1,1,5736,4964,132,5187,5448,136,549,-484,-4,1,0,1,0,1
ESPORTSTMNT02_2578644,complete,LCK,2022,0,2022/2/12 6:05,1,12.02,4,Blue,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Ezreal,2746,1,5,5,7,21,14,2,0,0,0,1,0,1,0,0.4588,0.7647,1,0,32188,703.3066,0.25658,477.1814,309.6358,20,0.437,8,0.1748,6,36,0.7866,21134,15257,333.3649,0.249907,20600,417,374,43,9.1114,3133,2746,84,3656,3402,100,-523,-656,-16,0,0,0,0,0,0,5203,5036,139,6161,5614,152,-958,-578,-13,0,0,0,0,0
ESPORTSTMNT02_2578644,complete,LCK,2022,0,2022/2/12 6:05,1,12.02,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Zeri,2746,0,3,4,8,14,21,0,0,0,0,0,0,0,0,0.3059,0.7647,0,1,41264,901.6169,0.374178,526.2782,598.0117,22,0.4807,21,0.4588,13,67,1.4639,19328,13451,293.9039,0.259659,19358,431,371,60,9.4173,3656,3402,100,3133,2746,84,523,656,16,0,0,0,0,0,0,6161,5614,152,5203,5036,139,958,578,13,0,0,0,0,0
ESPORTSTMNT02_2578670,complete,LCK,2022,0,2022/2/12 8:52,2,12.02,4,Blue,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Zeri,1833,1,3,1,5,13,9,0,0,0,0,0,0,0,1,0.4255,0.7201,3,0,13662,447.2013,0.219537,442.0949,241.1784,18,0.5892,16,0.5237,6,43,1.4075,14399,10385,339.9345,0.26129,13283,313,275,38,10.2455,3475,3127,90,3177,2788,85,298,339,5,0,0,1,0,1,0,5736,5341,143,4867,4777,129,869,564,14,0,0,1,0,3
ESPORTSTMNT02_2578670,complete,LCK,2022,0,2022/2/12 8:52,2,12.02,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Lucian,1833,0,1,0,6,9,13,0,0,0,0,1,0,1,0,0.2946,0.7201,0,3,15632,511.6858,0.264246,561.9313,302.5205,14,0.4583,28,0.9165,7,62,2.0295,11794,7780,254.6645,0.279534,11975,294,294,0,9.6236,3177,2788,85,3475,3127,90,-298,-339,-5,0,1,0,0,0,1,4867,4777,129,5736,5341,143,-869,-564,-14,0,3,0,0,0
ESPORTSTMNT02_2578683,complete,LCK,2022,0,2022/2/12 9:48,1,12.02,4,Blue,bot,Ice,oe:player:8bac58409e91b96ecd05f6d8f053e07,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Aphelios,1825,0,5,3,2,9,18,2,0,0,0,0,0,0,0,0.2959,0.8877,0,1,13855,455.5068,0.254762,249.2055,406.3233,11,0.3616,12,0.3945,4,39,1.2822,13711,9712,319.2986,0.277285,12700,310,298,12,10.1918,3191,3131,89,3984,3078,89,-793,53,0,0,0,1,1,1,0,5252,6042,157,6744,4948,140,-1492,1094,17,0,0,1,2,1
ESPORTSTMNT02_2578683,complete,LCK,2022,0,2022/2/12 9:48,1,12.02,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Zeri,1825,1,9,1,5,18,9,2,2,0,0,0,0,0,0,0.5918,0.8877,1,0,16566,544.6356,0.305212,371.4082,192.1973,12,0.3945,3,0.0986,5,27,0.8877,15669,11670,383.6712,0.285293,13608,273,235,38,8.9753,3984,3078,89,3191,3131,89,793,-53,0,1,1,0,0,0,1,6744,4948,140,5252,6042,157,1492,-1094,-17,2,1,0,0,0
ESPORTSTMNT02_2578705,complete,LCK,2022,0,2022/2/12 11:39,2,12.02,4,Blue,bot,Ice,oe:player:8bac58409e91b96ecd05f6d8f053e07,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Zeri,2241,0,1,2,1,4,13,0,0,0,0,0,0,0,0,0.1071,0.4552,0,0,10873,291.1111,0.203332,288.5141,188.7015,20,0.5355,25,0.6693,7,76,2.0348,15476,10629,284.5783,0.300349,14758,399,375,24,10.6827,3244,3542,90,3062,2998,76,182,544,14,0,0,0,0,0,0,4866,5748,139,4990,5016,130,-124,732,9,0,0,0,0,0
ESPORTSTMNT02_2578705,complete,LCK,2022,0,2022/2/12 11:39,2,12.02,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Aphelios,2241,1,2,1,4,13,4,0,0,0,0,0,0,0,0,0.3481,0.4552,0,0,12368,331.1379,0.232424,214.8862,264.3106,15,0.4016,15,0.4016,4,44,1.178,16145,11298,302.49,0.261292,14500,372,340,32,9.9598,3062,2998,76,3244,3542,90,-182,-544,-14,0,0,0,0,0,0,4990,5016,130,4866,5748,139,124,-732,-9,0,0,0,0,0
ESPORTSTMNT02_2558737,complete,LCK,2022,0,2022/2/13 6:32,1,12.02,4,Blue,bot,Teddy,oe:player:2b5fa564a1259b97bc238fbfa719b07,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Aphelios,1780,1,9,0,6,15,2,1,0,0,0,1,0,1,0,0.5056,0.573,0,0,17280,582.4719,0.308555,214.5506,342.5056,19,0.6404,11,0.3708,7,61,2.0562,15964,12058,406.4494,0.311609,13475,295,261,34,9.9438,3622,2703,73,3381,2915,94,241,-212,-21,2,1,0,0,0,0,6566,5239,132,5364,4842,148,1202,397,-16,2,2,0,0,0
ESPORTSTMNT02_2558737,complete,LCK,2022,0,2022/2/13 6:32,1,12.02,9,Red,bot,vital,oe:player:252de481e83ab0bc87aada93aeb424c,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Jinx,1780,0,1,1,0,2,15,0,0,0,0,0,0,0,0,0.0674,0.573,0,0,12375,417.1348,0.358467,219.8427,118.1461,9,0.3034,12,0.4045,3,25,0.8427,12273,8367,282.0337,0.31475,13775,325,309,16,10.9551,3381,2915,94,3622,2703,73,-241,212,21,0,0,0,2,1,0,5364,4842,148,6566,5239,132,-1202,-397,16,0,0,0,2,2
ESPORTSTMNT02_2558760,complete,LCK,2022,0,2022/2/13 8:36,2,12.02,4,Blue,bot,vital,oe:player:252de481e83ab0bc87aada93aeb424c,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Zeri,1657,0,0,3,0,4,15,0,0,0,0,0,0,0,0,0.1448,0.688,0,2,9003,325.9988,0.259094,330.5975,275.522,11,0.3983,8,0.2897,3,28,1.0139,9787,6132,222.0398,0.260062,9858,271,251,20,9.8129,3406,3461,95,3438,3356,98,-32,105,-3,0,0,0,0,0,0,4903,5310,139,5636,5585,153,-733,-275,-14,0,0,1,0,1
ESPORTSTMNT02_2558760,complete,LCK,2022,0,2022/2/13 8:36,2,12.02,9,Red,bot,Teddy,oe:player:2b5fa564a1259b97bc238fbfa719b07,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Aphelios,1657,1,7,0,4,15,4,1,1,0,0,0,0,0,0,0.5432,0.688,2,0,13594,492.239,0.26264,235.0392,222.1847,18,0.6518,11,0.3983,7,48,1.7381,14784,11129,402.9813,0.292399,12175,292,270,22,10.5733,3438,3356,98,3406,3461,95,32,-105,3,0,0,0,0,0,0,5636,5585,153,4903,5310,139,733,275,14,0,1,0,0,0
ESPORTSTMNT02_2558763,complete,LCK,2022,0,2022/2/13 9:28,1,12.02,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Caitlyn,2674,0,4,4,7,16,18,0,0,0,0,0,0,0,0,0.359,0.7629,0,0,49617,1113.3209,0.413637,490.4562,406.9634,25,0.561,20,0.4488,8,77,1.7277,20239,14508,325.5348,0.289058,19125,428,384,44,9.6036,3812,3611,96,3111,3227,83,701,384,13,0,1,0,0,0,0,6460,6214,155,4967,5372,139,1493,842,16,0,1,0,0,0
ESPORTSTMNT02_2558763,complete,LCK,2022,0,2022/2/13 9:28,1,12.02,9,Red,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Jinx,2674,1,6,3,4,18,16,2,0,0,0,0,0,0,0,0.4039,0.7629,0,0,34688,778.3396,0.295572,593.2909,394.2184,18,0.4039,25,0.561,6,84,1.8848,21128,15397,345.4824,0.285549,20050,464,401,63,10.4114,3111,3227,83,3812,3611,96,-701,-384,-13,0,0,0,0,1,0,4967,5372,139,6460,6214,155,-1493,-842,-16,0,0,0,0,1
ESPORTSTMNT02_2558803,complete,LCK,2022,0,2022/2/13 11:51,2,12.02,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Zeri,2403,1,6,0,6,16,3,0,0,0,0,0,0,0,0,0.3995,0.4744,1,0,16753,418.3021,0.268035,219.3258,270.1623,29,0.7241,31,0.774,13,82,2.0474,18292,13115,327.4657,0.275872,16058,396,372,24,9.8876,4143,3374,89,3264,3319,91,879,55,-2,2,0,0,0,0,0,6156,5680,143,5355,5630,140,801,50,3,2,0,0,0,0
ESPORTSTMNT02_2558803,complete,LCK,2022,0,2022/2/13 11:51,2,12.02,9,Red,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Tristana,2403,0,1,4,1,3,16,0,0,0,0,0,0,0,0,0.0749,0.4744,0,1,10545,263.2959,0.249657,385.1436,229.1885,41,1.0237,25,0.6242,8,79,1.9725,16052,10875,271.5356,0.291163,15600,407,359,48,10.1623,3264,3319,91,4143,3374,89,-879,-55,2,0,0,0,2,0,0,5355,5630,140,6156,5680,143,-801,-50,-3,0,0,1,2,0
ESPORTSTMNT02_2558810,complete,LCK,2022,0,2022/2/13 12:54,3,12.02,4,Blue,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Jinx,2247,1,7,3,9,21,12,1,1,0,0,1,0,1,0,0.5607,0.8812,0,0,24744,660.721,0.33363,422.51,277.9172,17,0.4539,19,0.5073,6,71,1.8959,19448,14589,389.5594,0.330066,16950,422,385,37,11.2684,4154,3787,99,3080,3270,80,1074,517,19,1,1,0,0,0,2,7268,6771,164,4905,5556,126,2363,1215,38,2,2,0,0,1
ESPORTSTMNT02_2558810,complete,LCK,2022,0,2022/2/13 12:54,3,12.02,9,Red,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Aphelios,2247,0,3,6,3,12,21,1,0,0,0,0,0,0,1,0.3204,0.8812,0,0,25096,670.1202,0.298233,315.2737,219.8398,18,0.4806,10,0.267,5,34,0.9079,14616,9757,260.534,0.249217,14775,339,284,55,9.0521,3080,3270,80,4154,3787,99,-1074,-517,-19,0,0,2,1,1,0,4905,5556,126,7268,6771,164,-2363,-1215,-38,0,1,3,2,2
ESPORTSTMNT03_2564348,complete,LCK,2022,0,2022/2/16 6:04,1,12.03,4,Blue,bot,Ice,oe:player:8bac58409e91b96ecd05f6d8f053e07,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Zeri,1849,1,1,1,8,15,10,0,0,0,0,0,0,0,0,0.4867,0.8112,1,0,10645,345.43,0.216384,358.4749,170.7842,13,0.4218,11,0.3569,5,35,1.1357,12546,8498,275.7599,0.232765,10708,297,279,18,9.6376,3319,3167,94,3245,3373,88,74,-206,6,0,0,0,0,0,0,5256,5979,153,5545,6232,146,-289,-253,7,0,0,0,0,3
ESPORTSTMNT03_2564348,complete,LCK,2022,0,2022/2/16 6:04,1,12.03,9,Red,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Tristana,1849,0,2,3,5,10,15,0,0,0,0,0,0,0,0,0.3245,0.8112,0,1,13713,444.9865,0.20378,320.0865,166.371,27,0.8761,10,0.3245,8,55,1.7847,12085,8037,260.8004,0.25404,12250,291,251,40,9.4429,3245,3373,88,3319,3167,94,-74,206,-6,0,0,0,0,0,0,5545,6232,146,5256,5979,153,289,253,-7,0,3,0,0,0
ESPORTSTMNT03_2564408,complete,LCK,2022,0,2022/2/16 8:38,2,12.03,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Zeri,2039,1,0,1,10,17,7,0,0,0,0,0,0,0,0,0.5002,0.7062,1,0,9674,284.669,0.14424,250.7994,231.9667,20,0.5885,13,0.3825,8,57,1.6773,13817,9381,276.0471,0.207283,12233,296,280,16,8.7102,3453,3380,94,3330,3337,91,123,43,3,0,0,0,0,0,0,5431,5830,145,5052,5313,143,379,517,2,0,2,0,0,0
ESPORTSTMNT03_2564408,complete,LCK,2022,0,2022/2/16 8:38,2,12.03,9,Red,bot,Ice,oe:player:8bac58409e91b96ecd05f6d8f053e07,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Aphelios,2039,0,2,3,1,7,17,0,0,0,0,0,0,0,0,0.206,0.7062,0,1,7780,228.9358,0.155597,332.8985,248.0333,14,0.412,8,0.2354,4,34,1.0005,12210,7774,228.7592,0.238553,11350,299,279,20,8.7984,3330,3337,91,3453,3380,94,-123,-43,-3,0,0,0,0,0,0,5052,5313,143,5431,5830,145,-379,-517,-2,0,0,1,0,2
ESPORTSTMNT03_2564418,complete,LCK,2022,0,2022/2/16 9:34,3,12.03,4,Blue,bot,Ice,oe:player:8bac58409e91b96ecd05f6d8f053e07,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Jinx,1828,1,4,0,6,14,5,1,1,0,0,1,0,1,0,0.4595,0.6236,1,0,16763,550.2079,0.27206,222.407,105.8206,14,0.4595,17,0.558,4,56,1.8381,13601,9596,314.9672,0.254021,12100,301,286,15,9.8796,3180,3170,82,3128,3326,80,52,-156,2,0,1,0,0,0,0,5496,5482,146,4998,6060,137,498,-578,9,0,1,0,0,0
ESPORTSTMNT03_2564418,complete,LCK,2022,0,2022/2/16 9:34,3,12.03,9,Red,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Xayah,1828,0,1,2,3,5,14,0,0,0,0,0,0,0,0,0.1641,0.6236,0,1,11753,385.7659,0.303868,379.8578,228.6761,14,0.4595,8,0.2626,6,30,0.9847,11044,7039,231.0394,0.262665,10750,271,247,24,8.895,3128,3326,80,3180,3170,82,-52,156,-2,0,0,0,0,1,0,4998,6060,137,5496,5482,146,-498,578,-9,0,0,0,0,1
ESPORTSTMNT03_2564430,complete,LCK,2022,0,2022/2/16 10:31,1,12.03,4,Blue,bot,vital,oe:player:252de481e83ab0bc87aada93aeb424c,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Aphelios,1750,0,1,2,0,6,15,0,0,0,0,0,0,0,0,0.2057,0.72,0,0,5211,178.6629,0.14042,371.9314,269.4514,13,0.4457,8,0.2743,5,31,1.0629,10151,6306,216.2057,0.214577,10075,253,235,18,8.6743,3415,2933,69,3563,3166,85,-148,-233,-16,1,0,0,0,1,0,5088,4704,116,6257,5772,147,-1169,-1068,-31,1,0,0,0,1
ESPORTSTMNT03_2564430,complete,LCK,2022,0,2022/2/16 10:31,1,12.03,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Jhin,1750,1,2,1,9,15,6,0,0,0,0,1,0,1,0,0.5143,0.72,0,0,13614,466.7657,0.209546,245.52,123.5314,16,0.5486,6,0.2057,8,25,0.8571,13896,10051,344.6057,0.241302,12500,297,282,15,10.1829,3563,3166,85,3415,2933,69,148,233,16,0,1,0,1,0,0,6257,5772,147,5088,4704,116,1169,1068,31,0,1,0,1,0
ESPORTSTMNT03_2564454,complete,LCK,2022,0,2022/2/16 12:07,2,12.03,4,Blue,bot,vital,oe:player:252de481e83ab0bc87aada93aeb424c,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Aphelios,1695,0,0,2,2,5,11,0,0,0,0,0,0,0,0,0.177,0.5664,0,1,3247,114.9381,0.124031,222.9027,229.5575,9,0.3186,6,0.2124,4,23,0.8142,10285,6552,231.9292,0.213635,10125,269,261,8,9.5221,3311,2839,86,3481,2991,91,-170,-152,-5,0,0,0,0,0,0,5313,5065,145,5917,5737,152,-604,-672,-7,0,0,0,0,0
ESPORTSTMNT03_2564454,complete,LCK,2022,0,2022/2/16 12:07,2,12.03,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Jhin,1695,1,2,1,7,11,5,0,0,0,0,0,0,0,0,0.3894,0.5664,1,0,7726,273.4867,0.148206,169.9823,207.1504,12,0.4248,14,0.4956,4,51,1.8053,13351,9618,340.4602,0.246796,13175,298,286,12,10.5487,3481,2991,91,3311,2839,86,170,152,5,0,0,0,0,0,0,5917,5737,152,5313,5065,145,604,672,7,0,0,0,0,0
ESPORTSTMNT03_2545406,complete,LCK,2022,0,2022/2/17 4:55,1,12.03,4,Blue,bot,Hans SamD,oe:player:90b5929ccb644ca52c504f4376faad3,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Jinx,2073,0,0,3,3,4,17,0,0,0,0,0,0,0,0,0.1158,0.6078,0,1,14553,421.2156,0.212994,310.6223,203.0391,14,0.4052,24,0.6946,5,58,1.6787,13615,9110,263.6758,0.279117,13075,329,305,24,9.5224,3413,3367,91,3344,3243,92,69,124,-1,0,0,0,0,0,0,5840,5540,138,5876,6242,142,-36,-702,-4,0,1,1,2,0
ESPORTSTMNT03_2545406,complete,LCK,2022,0,2022/2/17 4:55,1,12.03,9,Red,bot,Teddy,oe:player:2b5fa564a1259b97bc238fbfa719b07,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Aphelios,2073,1,8,0,5,17,4,3,0,0,0,0,0,0,0,0.492,0.6078,1,0,20907,605.123,0.329296,342.547,302.4313,24,0.6946,15,0.4342,9,62,1.7945,15998,11493,332.6483,0.262597,15050,302,262,40,8.741,3344,3243,92,3413,3367,91,-69,-124,1,0,0,0,0,0,0,5876,6242,142,5840,5540,138,36,702,4,2,0,0,0,1
ESPORTSTMNT03_2545467,complete,LCK,2022,0,2022/2/17 8:42,2,12.03,4,Blue,bot,Hans SamD,oe:player:90b5929ccb644ca52c504f4376faad3,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Jinx,2636,0,3,5,6,13,20,0,0,0,0,0,0,0,1,0.2959,0.7511,0,0,14363,326.9272,0.167247,331.0926,202.352,15,0.3414,39,0.8877,2,85,1.9347,17900,12246,278.7405,0.24985,17500,388,338,50,8.8316,3249,3123,85,3851,3319,88,-602,-196,-3,0,0,1,2,0,0,5201,4535,129,6019,5759,142,-818,-1224,-13,0,0,1,2,0
ESPORTSTMNT03_2545467,complete,LCK,2022,0,2022/2/17 8:42,2,12.03,9,Red,bot,Teddy,oe:player:2b5fa564a1259b97bc238fbfa719b07,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Aphelios,2636,1,7,2,7,20,13,1,1,0,0,1,1,0,0,0.4552,0.7511,0,0,31201,710.1897,0.333747,329.6358,368.6039,28,0.6373,14,0.3187,10,66,1.5023,19538,13884,316.0243,0.276076,18525,382,325,57,8.695,3851,3319,88,3249,3123,85,602,196,3,2,0,0,0,0,1,6019,5759,142,5201,4535,129,818,1224,13,2,0,0,0,0
ESPORTSTMNT03_2545487,complete,LCK,2022,0,2022/2/17 9:48,1,12.03,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Jinx,2150,1,2,1,3,9,4,0,0,0,0,0,0,0,1,0.2512,0.3628,0,0,10251,286.0744,0.18572,272.8465,130.493,15,0.4186,16,0.4465,4,52,1.4512,14764,10102,281.9163,0.250219,14200,338,304,34,9.4326,3130,2750,81,3426,3234,93,-296,-484,-12,0,0,1,0,1,0,4587,4594,121,5707,5375,140,-1120,-781,-19,0,0,1,0,1
ESPORTSTMNT03_2545487,complete,LCK,2022,0,2022/2/17 9:48,1,12.03,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Aphelios,2150,0,1,1,2,4,9,0,0,0,0,1,0,1,0,0.1116,0.3628,0,0,14469,403.786,0.375789,299.5535,322.214,20,0.5581,14,0.3907,7,54,1.507,15057,10395,290.093,0.286898,14275,371,347,24,10.3535,3426,3234,93,3130,2750,81,296,484,12,0,1,0,0,0,1,5707,5375,140,4587,4594,121,1120,781,19,0,1,0,0,0
ESPORTSTMNT03_2545531,complete,LCK,2022,0,2022/2/17 11:45,2,12.03,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Jinx,2071,1,3,0,3,7,4,1,0,0,0,1,0,1,0,0.2028,0.3187,0,0,23433,678.8894,0.373042,325.1473,179.1309,16,0.4635,14,0.4056,5,62,1.7962,15543,11043,319.9324,0.286461,13975,351,326,25,10.169,3320,3186,79,3227,3241,87,93,-55,-8,0,1,0,0,0,0,5389,5473,134,4811,5413,129,578,60,5,0,1,0,0,0
ESPORTSTMNT03_2545531,complete,LCK,2022,0,2022/2/17 11:45,2,12.03,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Jhin,2071,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0.1159,0.3187,0,0,13059,378.339,0.232544,469.2805,252.8344,11,0.3187,7,0.2028,2,27,0.7822,11782,7282,210.9705,0.244597,10900,318,302,16,9.2129,3227,3241,87,3320,3186,79,-93,55,8,0,0,0,0,1,0,4811,5413,129,5389,5473,134,-578,-60,-5,0,0,0,0,1
ESPORTSTMNT03_2545552,complete,LCK,2022,0,2022/2/17 12:44,3,12.03,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Aphelios,2806,0,6,2,1,9,11,1,0,0,0,0,0,0,0,0.1924,0.4277,1,0,22345,477.7976,0.304864,233.9487,431.3115,21,0.449,19,0.4063,7,74,1.5823,21380,15381,328.8881,0.347559,23845,452,420,32,9.665,3436,3307,93,2978,3137,76,458,170,17,0,0,0,0,0,0,6553,5525,150,4870,5936,134,1683,-411,16,0,0,0,0,1
ESPORTSTMNT03_2545552,complete,LCK,2022,0,2022/2/17 12:44,3,12.03,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Xayah,2806,1,3,2,4,11,9,1,0,0,0,0,0,0,0,0.2352,0.4277,0,1,20243,432.851,0.244251,457.1205,256.9779,27,0.5773,10,0.2138,10,50,1.0691,19767,13768,294.3977,0.281103,18100,459,405,54,9.8147,2978,3137,76,3436,3307,93,-458,-170,-17,0,0,0,0,0,0,4870,5936,134,6553,5525,150,-1683,411,-16,0,1,0,0,0
ESPORTSTMNT03_2546137,complete,LCK,2022,0,2022/2/18 5:07,1,12.03,4,Blue,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Jinx,1955,0,13,4,8,25,22,3,1,0,0,1,0,1,0,0.7673,1.4425,0,1,34724,1065.6982,0.409192,554.4552,520.8491,12,0.3683,11,0.3376,5,28,0.8593,19772,15508,475.9488,0.378324,18600,351,337,14,10.7724,3799,3201,74,3648,3507,87,151,-306,-13,1,2,1,1,1,2,6351,5641,130,6478,5525,137,-127,116,-7,1,3,1,1,2
